#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.505339   -0.505339           0
           2   -0.502196   -0.503768  0.00111122
           3   -0.505972   -0.504502 0.000953304
           4   -0.505736   -0.504811  0.00076324
           5   -0.505552   -0.504959 0.000624824
           6    -0.50404   -0.504806 0.000539133
           7   -0.504932   -0.504824 0.000462415
           8   -0.504432   -0.504775 0.000407199
           9    -0.50376   -0.504662 0.000377246
          10   -0.503424   -0.504538 0.000359264
          11   -0.503604   -0.504453 0.000336494
          12   -0.506032   -0.504585 0.000333178
          13    -0.50574   -0.504674 0.000319176
          14   -0.502432   -0.504514 0.000334139
          15   -0.503816   -0.504467 0.000315083
          16   -0.504664   -0.504479 0.000295631
          17    -0.50466    -0.50449 0.000278432
          18   -0.504572   -0.504495    0.000263
          19    -0.50482   -0.504512 0.000249715
          20   -0.502656   -0.504419 0.000253883
