       BLOCK    DISTANCE ACTUAL_GOFR    AVE_GOFR       ERROR
           7    0.884913  0.00128387  0.00115811 8.82666e-05
           7    0.910562   0.0245285   0.0242637  0.00022841
           7    0.936212    0.169237    0.164246  0.00117809
           7    0.961861    0.578689    0.563682  0.00279746
           7    0.987511     1.21625     1.20274  0.00461707
           7     1.01316     1.86924     1.86236  0.00513833
           7     1.03881     2.33464     2.33133  0.00306101
           7     1.06446     2.55747     2.55374  0.00479646
           7     1.09011     2.53941     2.54397  0.00228101
           7     1.11576     2.40125     2.40338  0.00296858
           7     1.14141     2.18884     2.19985  0.00396716
           7     1.16706     1.97053     1.97228  0.00161715
           7     1.19271     1.73993     1.75664  0.00328383
           7     1.21836     1.54932     1.56018  0.00300173
           7     1.24401     1.37367     1.39037  0.00343791
           7     1.26966     1.24593     1.24472  0.00299811
           7     1.29531     1.12331     1.12354  0.00283851
           7     1.32096     1.02821     1.02638  0.00218073
           7     1.34661    0.940379    0.943529  0.00283929
           7     1.37226      0.8758    0.873822  0.00122904
           7     1.39791    0.818878    0.817646  0.00201492
           7     1.42355    0.776262    0.777911  0.00140516
           7      1.4492    0.743043    0.739738   0.0015064
           7     1.47485    0.715212    0.712702  0.00169598
           7      1.5005    0.702829    0.693514  0.00251059
           7     1.52615    0.675463    0.678136  0.00211136
           7      1.5518    0.674331    0.673034  0.00189775
           7     1.57745    0.674157    0.671816  0.00200818
           7      1.6031    0.677465    0.676242   0.0015743
           7     1.62875     0.68864    0.687115  0.00123589
           7      1.6544    0.706501    0.703072  0.00253477
           7     1.68005    0.727156    0.723624  0.00239557
           7      1.7057    0.749048    0.749621 0.000893965
           7     1.73135    0.785965    0.779366  0.00107122
           7       1.757    0.818105    0.813359 0.000967428
           7     1.78265    0.856761    0.850952  0.00177956
           7      1.8083    0.896768    0.893518   0.0013345
           7     1.83395    0.937649    0.934423  0.00224699
           7      1.8596    0.976727     0.97455  0.00227008
           7     1.88525     1.01652     1.01677   0.0022827
           7      1.9109     1.05724      1.0559   0.0015855
           7     1.93655     1.09708     1.09272  0.00228292
           7      1.9622     1.12428     1.12788  0.00229067
           7     1.98785     1.15702     1.15882  0.00169044
           7      2.0135     1.17967     1.18252 0.000797476
           7     2.03915     1.19788      1.2013  0.00173046
