#     BLOCK:   ACTUAL_T:     T_AVE:       ERROR:
           1     1.22811     1.22811           0
           2      1.2278     1.22795 0.000109814
           3     1.22729     1.22773  0.00019582
           4     1.22657     1.22744 0.000290632
           5     1.22566     1.22709 0.000394865
           6     1.22454     1.22666 0.000507989
           7     1.22323     1.22617 0.000629296
           8     1.22171     1.22561 0.000758268
           9        1.22     1.22499 0.000894468
          10     1.21809      1.2243   0.0010374
          11     1.21599     1.22354  0.00118659
          12      1.2137     1.22272  0.00134161
          13     1.21122     1.22184  0.00150203
          14     1.20856     1.22089  0.00166746
          15     1.20572     1.21988  0.00183754
          16     1.20271     1.21881  0.00201192
          17     1.19952     1.21767   0.0021902
          18     1.19617     1.21648  0.00237203
          19     1.19266     1.21522   0.0025571
          20     1.18899     1.21391  0.00274509
          21     1.18518     1.21254  0.00293567
          22     1.18122     1.21112  0.00312853
          23     1.17713     1.20964  0.00332336
          24      1.1729     1.20811  0.00351984
          25     1.16856     1.20653  0.00371766
          26      1.1641      1.2049  0.00391653
          27     1.15953     1.20322  0.00411612
          28     1.15487     1.20149  0.00431613
          29     1.15012     1.19972  0.00451622
          30     1.14529      1.1979  0.00471607
          31     1.14039     1.19605  0.00491531
          32     1.13544     1.19416   0.0051136
          33     1.13045     1.19222  0.00531058
          34     1.12543     1.19026  0.00550583
          35     1.12039     1.18826  0.00569895
          36     1.11535     1.18624  0.00588955
          37     1.11033     1.18419  0.00607719
          38     1.10534     1.18211  0.00626146
          39     1.10039     1.18002  0.00644196
          40     1.09551      1.1779  0.00661828
          41      1.0907     1.17578  0.00679001
          42     1.08599     1.17364  0.00695673
          43     1.08139     1.17149  0.00711804
          44     1.07692     1.16934  0.00727356
          45     1.07259     1.16719  0.00742293
          46     1.06841     1.16505  0.00756581
          47     1.06441     1.16291  0.00770189
          48     1.06058     1.16077  0.00783088
          49     1.05695     1.15866  0.00795255
          50     1.05352     1.15655  0.00806671
          51     1.05029     1.15447  0.00817318
          52     1.04728     1.15241  0.00827186
          53     1.04448     1.15037  0.00836268
          54      1.0419     1.14836  0.00844563
          55     1.03953     1.14638  0.00852072
          56     1.03738     1.14444  0.00858802
          57     1.03544     1.14253  0.00864764
          58      1.0337     1.14065   0.0086997
          59     1.03217     1.13881   0.0087444
          60     1.03082     1.13701  0.00878193
          61     1.02966     1.13525  0.00881252
          62     1.02867     1.13353  0.00883645
          63     1.02785     1.13185  0.00885397
          64     1.02719     1.13022  0.00886537
          65     1.02667     1.12863  0.00887096
          66     1.02629     1.12708  0.00887102
          67     1.02604     1.12557  0.00886587
          68      1.0259      1.1241  0.00885581
          69     1.02588     1.12268  0.00884113
          70     1.02596      1.1213  0.00882212
          71     1.02615     1.11996  0.00879907
          72     1.02642     1.11866  0.00877223
          73     1.02679      1.1174  0.00874186
          74     1.02725     1.11618   0.0087082
          75     1.02779       1.115  0.00867148
          76     1.02843     1.11386  0.00863188
          77     1.02915     1.11276   0.0085896
          78     1.02997      1.1117  0.00854481
          79     1.03088     1.11068  0.00849767
          80      1.0319     1.10969  0.00844832
          81     1.03302     1.10875  0.00839688
          82     1.03425     1.10784  0.00834349
          83      1.0356     1.10697  0.00828823
          84     1.03708     1.10614  0.00823122
          85     1.03869     1.10534  0.00817254
          86     1.04043     1.10459  0.00811229
          87     1.04231     1.10387  0.00805056
          88     1.04434      1.1032  0.00798745
          89     1.04652     1.10256  0.00792305
          90     1.04884     1.10196  0.00785746
          91     1.05131     1.10141  0.00779081
          92     1.05393     1.10089  0.00772319
          93     1.05669     1.10041  0.00765476
          94     1.05958     1.09998  0.00758564
          95      1.0626     1.09959  0.00751599
          96     1.06573     1.09923  0.00744597
          97     1.06896     1.09892  0.00737574
          98     1.07229     1.09865  0.00730548
          99     1.07569     1.09842  0.00723537
         100     1.07915     1.09822  0.00716558
         101     1.08264     1.09807   0.0070963
         102     1.08616     1.09795  0.00702769
         103     1.08968     1.09787  0.00695992
         104     1.09317     1.09783  0.00689314
         105     1.09664     1.09782   0.0068275
         106     1.10004     1.09784  0.00676312
         107     1.10338     1.09789  0.00670012
         108     1.10661     1.09797  0.00663856
         109     1.10974     1.09808  0.00657854
         110     1.11275     1.09821  0.00652009
         111     1.11561     1.09837  0.00646323
         112     1.11833     1.09855  0.00640798
         113     1.12088     1.09874  0.00635432
         114     1.12326     1.09896  0.00630222
         115     1.12546     1.09919  0.00625162
         116     1.12747     1.09943  0.00620248
         117      1.1293     1.09969  0.00615472
         118     1.13093     1.09995  0.00610825
         119     1.13238     1.10023    0.006063
         120     1.13364      1.1005  0.00601886
         121     1.13471     1.10079  0.00597576
         122     1.13561     1.10107  0.00593359
         123     1.13633     1.10136  0.00589227
         124     1.13689     1.10165  0.00585171
         125      1.1373     1.10193  0.00581184
         126     1.13756     1.10221  0.00577259
         127     1.13769     1.10249  0.00573389
         128     1.13771     1.10277  0.00569569
         129     1.13761     1.10304  0.00565794
         130     1.13743      1.1033   0.0056206
         131     1.13716     1.10356  0.00558364
