#     BLOCK:   ACTUAL_T:     T_AVE:       ERROR:
           1     1.14012     1.14012           0
           2     1.13681     1.13847  0.00117158
           3      1.1334     1.13678  0.00158481
           4     1.12991     1.13506   0.0019042
           5     1.12634     1.13332  0.00218018
           6     1.12271     1.13155  0.00242947
           7     1.11904     1.12976  0.00265972
           8     1.11532     1.12796  0.00287513
           9     1.11158     1.12614  0.00307832
          10     1.10781      1.1243  0.00327103
          11     1.10402     1.12246  0.00345448
          12     1.10023     1.12061  0.00362965
          13     1.09642     1.11875  0.00379732
          14     1.09262     1.11688  0.00395812
          15     1.08882     1.11501  0.00411257
          16     1.08503     1.11314   0.0042611
          17     1.08124     1.11126  0.00440411
          18     1.07747     1.10938  0.00454196
          19     1.07371      1.1075  0.00467497
          20     1.06995     1.10563  0.00480347
          21     1.06622     1.10375  0.00492773
          22     1.06249     1.10188  0.00504801
          23     1.05878         1.1  0.00516454
          24     1.05509     1.09813  0.00527752
          25     1.05141     1.09626  0.00538711
          26     1.04776      1.0944  0.00549343
          27     1.04413     1.09253  0.00559658
          28     1.04052     1.09068  0.00569665
          29     1.03694     1.08882   0.0057937
          30      1.0334     1.08698  0.00588776
          31      1.0299     1.08514  0.00597882
          32     1.02644      1.0833  0.00606686
          33     1.02303     1.08147  0.00615181
          34     1.01967     1.07966  0.00623362
          35     1.01639     1.07785  0.00631217
          36     1.01318     1.07605  0.00638736
          37     1.01005     1.07427  0.00645906
          38     1.00701      1.0725  0.00652712
          39     1.00407     1.07074   0.0065914
          40     1.00124     1.06901  0.00665172
          41    0.998531     1.06729   0.0067079
          42    0.995958     1.06559  0.00675976
          43     0.99353     1.06391   0.0068071
          44    0.991258     1.06226  0.00684975
          45    0.989151     1.06064  0.00688752
          46     0.98722     1.05904  0.00692024
          47    0.985477     1.05748  0.00694775
          48    0.983933     1.05594   0.0069699
          49    0.982601     1.05445  0.00698652
          50    0.981492     1.05299   0.0069975
          51    0.980614     1.05157  0.00700271
          52    0.979977     1.05019  0.00700207
          53    0.979589     1.04886  0.00699553
          54    0.979458     1.04757  0.00698305
          55     0.97959     1.04634  0.00696462
          56    0.979989     1.04515   0.0069403
          57    0.980661     1.04402  0.00691016
          58    0.981606     1.04295   0.0068743
          59    0.982826     1.04193  0.00683289
          60    0.984315     1.04097  0.00678614
          61    0.986068     1.04007  0.00673431
          62    0.988077     1.03923   0.0066777
          63    0.990332     1.03845  0.00661665
          64     0.99282     1.03774  0.00655157
          65    0.995528     1.03709  0.00648288
          66    0.998436      1.0365  0.00641106
          67     1.00152     1.03598  0.00633659
          68     1.00477     1.03552  0.00626001
          69     1.00815     1.03513  0.00618184
          70     1.01165     1.03479  0.00610263
          71     1.01522     1.03452  0.00602289
          72     1.01886      1.0343  0.00594316
          73     1.02253     1.03414  0.00586394
          74     1.02621     1.03403  0.00578567
          75     1.02987     1.03397   0.0057088
          76     1.03348     1.03397  0.00563368
          77     1.03703     1.03401  0.00556066
          78     1.04049     1.03409  0.00548999
          79     1.04384     1.03421  0.00542188
          80     1.04707     1.03437  0.00535649
          81     1.05015     1.03457   0.0052939
          82     1.05307      1.0348  0.00523414
          83     1.05583     1.03505  0.00517721
          84     1.05841     1.03533  0.00512304
          85     1.06081     1.03563  0.00507154
          86     1.06302     1.03594  0.00502256
          87     1.06505     1.03628  0.00497596
          88     1.06689     1.03663  0.00493156
          89     1.06854     1.03699  0.00488917
          90     1.07002     1.03735   0.0048486
          91     1.07132     1.03773  0.00480967
          92     1.07246      1.0381  0.00477218
          93     1.07344     1.03848  0.00473596
          94     1.07427     1.03886  0.00470086
          95     1.07497     1.03924  0.00466672
          96     1.07555     1.03962   0.0046334
          97     1.07602        1.04   0.0046008
          98     1.07639     1.04037  0.00456881
          99     1.07667     1.04074  0.00453735
         100     1.07688      1.0411  0.00450635
         101     1.07702     1.04145  0.00447575
         102      1.0771      1.0418  0.00444549
         103     1.07714     1.04215  0.00441555
         104     1.07714     1.04248  0.00438589
         105      1.0771     1.04281   0.0043565
         106     1.07703     1.04313  0.00432734
         107     1.07693     1.04345  0.00429841
         108      1.0768     1.04376  0.00426969
         109     1.07665     1.04406  0.00424117
         110     1.07646     1.04436  0.00421283
         111     1.07624     1.04464  0.00418466
         112     1.07599     1.04492  0.00415665
         113      1.0757     1.04519  0.00412877
         114     1.07536     1.04546  0.00410103
         115     1.07497     1.04572  0.00407338
         116     1.07452     1.04596  0.00404583
         117     1.07402      1.0462  0.00401835
         118     1.07345     1.04644  0.00399092
         119     1.07281     1.04666  0.00396353
         120      1.0721     1.04687  0.00393617
         121     1.07132     1.04707  0.00390882
         122     1.07046     1.04726  0.00388148
         123     1.06953     1.04744  0.00385414
         124     1.06853     1.04761  0.00382681
         125     1.06747     1.04777   0.0037995
         126     1.06635     1.04792   0.0037722
         127     1.06517     1.04806  0.00374494
         128     1.06395     1.04818  0.00371774
         129     1.06269     1.04829  0.00369063
         130     1.06141     1.04839  0.00366361
         131     1.06011     1.04848  0.00363674
         132     1.05881     1.04856  0.00361003
         133     1.05753     1.04863  0.00358352
         134     1.05626     1.04869  0.00355723
         135     1.05503     1.04873  0.00353119
         136     1.05384     1.04877  0.00350542
         137      1.0527      1.0488  0.00347995
         138     1.05162     1.04882   0.0034548
         139     1.05062     1.04883  0.00342996
         140      1.0497     1.04884  0.00340547
         141     1.04886     1.04884  0.00338132
         142      1.0481     1.04883  0.00335751
         143     1.04744     1.04882  0.00333405
         144     1.04686     1.04881  0.00331092
         145     1.04637     1.04879  0.00328813
         146     1.04598     1.04877  0.00326566
         147     1.04567     1.04875  0.00324352
         148     1.04545     1.04873  0.00322168
         149     1.04532     1.04871  0.00320014
         150     1.04527     1.04868  0.00317889
         151     1.04529     1.04866  0.00315791
         152     1.04539     1.04864  0.00313721
         153     1.04555     1.04862  0.00311677
         154     1.04579      1.0486  0.00309659
         155     1.04609     1.04859  0.00307665
         156     1.04646     1.04857  0.00305696
         157     1.04688     1.04856  0.00303751
         158     1.04736     1.04855  0.00301829
         159      1.0479     1.04855  0.00299931
         160     1.04849     1.04855  0.00298056
         161     1.04914     1.04855  0.00296205
         162     1.04983     1.04856  0.00294378
         163     1.05056     1.04857  0.00292575
         164     1.05134     1.04859  0.00290795
         165     1.05216     1.04861  0.00289041
         166     1.05302     1.04864  0.00287312
         167     1.05392     1.04867  0.00285609
         168     1.05485     1.04871  0.00283933
         169     1.05582     1.04875  0.00282284
         170     1.05681      1.0488  0.00280663
         171     1.05784     1.04885  0.00279072
         172     1.05889     1.04891   0.0027751
         173     1.05996     1.04897   0.0027598
         174     1.06106     1.04904  0.00274481
         175     1.06217     1.04912  0.00273015
         176     1.06331      1.0492  0.00271583
         177     1.06446     1.04928  0.00270185
         178     1.06562     1.04937  0.00268823
         179      1.0668     1.04947  0.00267498
         180     1.06799     1.04957  0.00266209
         181     1.06918     1.04968  0.00264959
         182     1.07038      1.0498  0.00263747
         183     1.07159     1.04992  0.00262575
         184      1.0728     1.05004  0.00261442
         185     1.07401     1.05017  0.00260349
         186     1.07521      1.0503  0.00259298
         187     1.07642     1.05044  0.00258287
         188     1.07761     1.05059  0.00257317
         189     1.07881     1.05074  0.00256388
         190        1.08     1.05089  0.00255501
         191     1.08118     1.05105  0.00254655
         192     1.08236     1.05121   0.0025385
         193     1.08354     1.05138  0.00253086
         194     1.08471     1.05155  0.00252364
         195     1.08588     1.05173  0.00251683
         196     1.08706     1.05191  0.00251044
         197     1.08824     1.05209  0.00250446
         198     1.08943     1.05228   0.0024989
         199     1.09064     1.05247  0.00249377
         200     1.09185     1.05267  0.00248906
         201     1.09309     1.05287  0.00248478
         202     1.09435     1.05308  0.00248095
         203     1.09563     1.05329  0.00247757
         204     1.09694      1.0535  0.00247465
         205     1.09828     1.05372   0.0024722
         206     1.09964     1.05394  0.00247023
         207     1.10104     1.05417  0.00246875
         208     1.10246      1.0544  0.00246777
         209      1.1039     1.05464   0.0024673
         210     1.10537     1.05488  0.00246735
         211     1.10686     1.05513  0.00246793
         212     1.10836     1.05538  0.00246903
         213     1.10987     1.05563  0.00247065
         214     1.11138     1.05589   0.0024728
         215     1.11288     1.05616  0.00247546
         216     1.11436     1.05643  0.00247862
         217     1.11582      1.0567  0.00248226
         218     1.11724     1.05698  0.00248636
         219     1.11861     1.05726  0.00249088
         220     1.11992     1.05755  0.00249578
         221     1.12116     1.05783  0.00250104
         222     1.12232     1.05813  0.00250658
         223     1.12338     1.05842  0.00251236
         224     1.12433     1.05871  0.00251832
         225     1.12516     1.05901  0.00252438
         226     1.12587      1.0593  0.00253049
         227     1.12644      1.0596  0.00253657
         228     1.12685     1.05989  0.00254253
         229     1.12711     1.06019  0.00254832
         230     1.12721     1.06048  0.00255385
         231     1.12714     1.06077  0.00255905
         232     1.12691     1.06105  0.00256385
         233     1.12649     1.06133  0.00256818
         234     1.12591     1.06161  0.00257199
         235     1.12515     1.06188  0.00257521
         236     1.12421     1.06214  0.00257781
         237     1.12311      1.0624  0.00257974
         238     1.12185     1.06265  0.00258096
         239     1.12043     1.06289  0.00258146
         240     1.11886     1.06313  0.00258122
         241     1.11714     1.06335  0.00258022
         242      1.1153     1.06356  0.00257847
         243     1.11333     1.06377  0.00257598
         244     1.11126     1.06396  0.00257277
         245     1.10908     1.06415  0.00256885
         246     1.10681     1.06432  0.00256425
