#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
         214     1.59655     1.59652 1.28467e-05
         215     1.59648     1.59652  1.2788e-05
         216     1.59648     1.59652 1.27298e-05
         217     1.59627     1.59651 1.27216e-05
         218     1.59655     1.59652 1.26641e-05
         219     1.59636     1.59651 1.26257e-05
         220      1.5962     1.59651  1.2651e-05
         221     1.59634     1.59651 1.26179e-05
         222      1.5966     1.59651 1.25679e-05
         223     1.59655     1.59651  1.2513e-05
         224     1.59649     1.59651 1.24575e-05
         225     1.59617     1.59651 1.24947e-05
         226     1.59589     1.59651 1.27344e-05
         227     1.59623     1.59651 1.27354e-05
         228     1.59656     1.59651 1.26817e-05
         229     1.59648     1.59651 1.26269e-05
         230     1.59668     1.59651 1.25951e-05
         231     1.59662     1.59651   1.255e-05
         232     1.59616     1.59651 1.25837e-05
         233     1.59612     1.59651 1.26407e-05
         234     1.59631      1.5965 1.26148e-05
         235     1.59676     1.59651 1.26094e-05
         236     1.59666     1.59651 1.25722e-05
         237     1.59629     1.59651 1.25524e-05
         238     1.59635      1.5965 1.25175e-05
         239     1.59648      1.5965 1.24656e-05
         240     1.59614      1.5965 1.25073e-05
         241     1.59661      1.5965 1.24629e-05
         242     1.59634      1.5965 1.24308e-05
         243     1.59646      1.5965 1.23808e-05
         244      1.5965      1.5965 1.23301e-05
         245     1.59629      1.5965 1.23098e-05
         246     1.59645      1.5965 1.22615e-05
         247     1.59677      1.5965 1.22611e-05
         248      1.5967      1.5965 1.22387e-05
         249     1.59672      1.5965 1.22206e-05
         250     1.59669     1.59651 1.21952e-05
