#     BLOCK:  ACTUAL_PE:     PE_AVE:      ERROR:
        1247    -6.04384    -6.02943  0.00462017
        1248    -6.04341    -6.02944  0.00461648
        1249    -6.04311    -6.02946   0.0046128
        1250    -6.04294    -6.02947  0.00460912
        1251    -6.04321    -6.02948  0.00460545
        1252    -6.04285    -6.02949  0.00460179
        1253    -6.04263     -6.0295  0.00459813
        1254    -6.04207    -6.02951  0.00459447
        1255    -6.04163    -6.02952  0.00459082
        1256    -6.04116    -6.02953  0.00458717
        1257     -6.0405    -6.02954  0.00458353
        1258    -6.03949    -6.02954   0.0045799
        1259    -6.03935    -6.02955  0.00457626
        1260    -6.03825    -6.02956  0.00457264
        1261     -6.0377    -6.02957  0.00456902
        1262    -6.03678    -6.02957   0.0045654
        1263    -6.03639    -6.02958  0.00456179
        1264    -6.03563    -6.02958  0.00455818
        1265    -6.03495    -6.02959  0.00455458
        1266    -6.03372    -6.02959  0.00455098
        1267    -6.03256    -6.02959  0.00454739
        1268     -6.0316    -6.02959  0.00454381
        1269    -6.03055    -6.02959  0.00454023
        1270    -6.02864    -6.02959  0.00453665
        1271    -6.02752    -6.02959  0.00453308
        1272    -6.02569    -6.02959  0.00452952
        1273    -6.02418    -6.02958  0.00452596
        1274    -6.02241    -6.02958  0.00452241
        1275    -6.02051    -6.02957  0.00451887
        1276    -6.01833    -6.02956  0.00451534
        1277    -6.01587    -6.02955  0.00451182
        1278    -6.01343    -6.02954   0.0045083
        1279    -6.01085    -6.02952   0.0045048
        1280    -6.00799    -6.02951  0.00450131
        1281    -6.00514    -6.02949  0.00449784
        1282    -6.00216    -6.02947  0.00449438
        1283    -5.99935    -6.02944  0.00449094
        1284    -5.99597    -6.02942  0.00448752
        1285    -5.99245    -6.02939  0.00448412
        1286    -5.98852    -6.02936  0.00448074
        1287    -5.98493    -6.02932   0.0044774
        1288    -5.98107    -6.02928  0.00447408
        1289    -5.97742    -6.02924  0.00447079
        1290    -5.97307     -6.0292  0.00446753
        1291    -5.96894    -6.02915  0.00446432
        1292    -5.96488     -6.0291  0.00446114
        1293    -5.96076    -6.02905    0.004458
        1294    -5.95613      -6.029  0.00445491
        1295    -5.95162    -6.02894  0.00445187
        1296    -5.94722    -6.02887  0.00444888
        1297    -5.94327    -6.02881  0.00444594
        1298     -5.9387    -6.02874  0.00444306
        1299    -5.93445    -6.02866  0.00444023
        1300    -5.93038    -6.02859  0.00443746
        1301     -5.9262    -6.02851  0.00443475
        1302    -5.92193    -6.02843   0.0044321
        1303    -5.91803    -6.02834   0.0044295
        1304    -5.91391    -6.02826  0.00442698
        1305     -5.9099    -6.02817  0.00442451
        1306    -5.90645    -6.02807  0.00442211
        1307    -5.90299    -6.02798  0.00441976
        1308    -5.89967    -6.02788  0.00441747
        1309    -5.89636    -6.02778  0.00441524
        1310    -5.89353    -6.02768  0.00441306
        1311    -5.89073    -6.02757  0.00441093
        1312    -5.88813    -6.02746  0.00440884
        1313    -5.88574    -6.02736  0.00440681
        1314    -5.88417    -6.02725   0.0044048
        1315    -5.88192    -6.02714  0.00440284
        1316    -5.87991    -6.02703  0.00440091
        1317    -5.87814    -6.02691  0.00439902
        1318    -5.87661     -6.0268  0.00439716
        1319    -5.87533    -6.02668  0.00439533
        1320    -5.87445    -6.02657  0.00439351
        1321    -5.87367    -6.02645  0.00439171
        1322     -5.8736    -6.02634  0.00438991
        1323    -5.87377    -6.02622  0.00438811
        1324    -5.87389    -6.02611   0.0043863
        1325    -5.87455    -6.02599  0.00438448
        1326    -5.87499    -6.02588  0.00438265
        1327    -5.87535    -6.02576  0.00438082
        1328    -5.87639    -6.02565  0.00437896
        1329    -5.87764    -6.02554  0.00437708
        1330     -5.8794    -6.02543  0.00437517
        1331    -5.88104    -6.02532  0.00437323
        1332    -5.88211    -6.02521  0.00437127
        1333     -5.8838    -6.02511  0.00436927
        1334    -5.88549      -6.025  0.00436725
        1335    -5.88748     -6.0249   0.0043652
        1336    -5.88976     -6.0248   0.0043631
        1337     -5.8923     -6.0247  0.00436096
        1338    -5.89464     -6.0246  0.00435879
        1339    -5.89738    -6.02451  0.00435657
        1340    -5.90004    -6.02442  0.00435431
        1341    -5.90262    -6.02432  0.00435201
        1342    -5.90585    -6.02424  0.00434966
        1343    -5.90898    -6.02415  0.00434727
        1344    -5.91197    -6.02407  0.00434483
        1345    -5.91453    -6.02399  0.00434237
        1346     -5.9177    -6.02391  0.00433986
        1347     -5.9204    -6.02383  0.00433732
        1348    -5.92353    -6.02376  0.00433474
        1349    -5.92663    -6.02368  0.00433212
        1350    -5.92969    -6.02361  0.00432947
        1351     -5.9333    -6.02355  0.00432678
        1352    -5.93639    -6.02348  0.00432406
        1353    -5.93881    -6.02342  0.00432132
        1354     -5.9416    -6.02336  0.00431855
        1355    -5.94461     -6.0233  0.00431575
        1356    -5.94737    -6.02325  0.00431294
        1357    -5.94973    -6.02319   0.0043101
        1358    -5.95212    -6.02314  0.00430724
        1359    -5.95441    -6.02309  0.00430437
        1360    -5.95657    -6.02304  0.00430148
        1361     -5.9583    -6.02299  0.00429858
        1362    -5.95976    -6.02295  0.00429568
        1363    -5.96137     -6.0229  0.00429276
        1364      -5.963    -6.02286  0.00428984
        1365    -5.96434    -6.02281  0.00428691
        1366    -5.96552    -6.02277  0.00428398
        1367    -5.96655    -6.02273  0.00428104
        1368    -5.96698    -6.02269  0.00427811
        1369    -5.96786    -6.02265  0.00427517
        1370    -5.96813    -6.02261  0.00427224
        1371    -5.96869    -6.02257   0.0042693
        1372    -5.96849    -6.02253  0.00426637
        1373    -5.96844    -6.02249  0.00426344
        1374    -5.96837    -6.02245  0.00426052
        1375    -5.96799    -6.02241  0.00425761
        1376    -5.96791    -6.02237   0.0042547
        1377    -5.96752    -6.02233   0.0042518
        1378    -5.96682    -6.02229   0.0042489
        1379    -5.96627    -6.02225  0.00424601
        1380    -5.96573    -6.02221  0.00424314
        1381    -5.96488    -6.02217  0.00424027
        1382    -5.96374    -6.02213  0.00423741
        1383     -5.9623    -6.02208  0.00423457
        1384    -5.96058    -6.02204  0.00423174
        1385    -5.95872    -6.02199  0.00422893
        1386    -5.95689    -6.02195  0.00422614
        1387    -5.95524     -6.0219  0.00422337
        1388    -5.95317    -6.02185  0.00422061
        1389     -5.9507     -6.0218  0.00421789
        1390    -5.94842    -6.02175  0.00421518
        1391     -5.9462    -6.02169   0.0042125
        1392     -5.9442    -6.02164  0.00420984
        1393    -5.94167    -6.02158  0.00420721
        1394    -5.93922    -6.02152  0.00420461
        1395    -5.93641    -6.02146  0.00420204
        1396    -5.93401     -6.0214  0.00419949
        1397    -5.93156    -6.02133  0.00419698
        1398    -5.92879    -6.02127   0.0041945
        1399    -5.92569     -6.0212  0.00419206
        1400    -5.92303    -6.02113  0.00418965
        1401    -5.92037    -6.02105  0.00418728
        1402    -5.91787    -6.02098  0.00418494
        1403    -5.91509    -6.02091  0.00418264
        1404    -5.91234    -6.02083  0.00418037
        1405    -5.90977    -6.02075  0.00417814
        1406    -5.90681    -6.02067  0.00417596
        1407    -5.90435    -6.02059  0.00417381
        1408    -5.90182     -6.0205   0.0041717
        1409    -5.89966    -6.02042  0.00416962
        1410    -5.89759    -6.02033  0.00416757
        1411    -5.89561    -6.02024  0.00416555
        1412    -5.89328    -6.02015  0.00416357
        1413    -5.89092    -6.02006  0.00416163
        1414    -5.88882    -6.01997  0.00415972
        1415    -5.88699    -6.01987  0.00415784
        1416    -5.88559    -6.01978  0.00415599
        1417    -5.88387    -6.01968  0.00415416
        1418    -5.88244    -6.01958  0.00415236
        1419    -5.88161    -6.01949  0.00415057
        1420    -5.88046    -6.01939   0.0041488
        1421    -5.87946    -6.01929  0.00414705
        1422    -5.87907    -6.01919  0.00414531
        1423    -5.87807    -6.01909  0.00414358
        1424    -5.87782    -6.01899  0.00414186
        1425    -5.87713    -6.01889  0.00414015
        1426    -5.87689    -6.01879  0.00413844
        1427    -5.87711     -6.0187  0.00413673
        1428    -5.87733     -6.0186  0.00413502
        1429    -5.87739     -6.0185  0.00413331
        1430    -5.87806     -6.0184  0.00413158
        1431    -5.87872     -6.0183  0.00412985
        1432    -5.87953     -6.0182   0.0041281
        1433    -5.88047    -6.01811  0.00412634
        1434    -5.88155    -6.01801  0.00412456
        1435    -5.88291    -6.01792  0.00412276
        1436    -5.88394    -6.01783  0.00412095
        1437    -5.88523    -6.01773  0.00411911
        1438     -5.8871    -6.01764  0.00411725
        1439    -5.88892    -6.01755  0.00411536
        1440    -5.89084    -6.01747  0.00411344
        1441     -5.8924    -6.01738   0.0041115
        1442     -5.8942    -6.01729  0.00410954
        1443    -5.89637    -6.01721  0.00410755
        1444    -5.89832    -6.01713  0.00410553
        1445    -5.89987    -6.01705  0.00410349
        1446    -5.90223    -6.01697  0.00410142
        1447    -5.90403    -6.01689  0.00409933
        1448    -5.90602    -6.01681  0.00409721
        1449    -5.90804    -6.01674  0.00409507
        1450    -5.91039    -6.01666   0.0040929
        1451    -5.91259    -6.01659  0.00409071
        1452     -5.9145    -6.01652   0.0040885
        1453    -5.91671    -6.01645  0.00408626
        1454    -5.91891    -6.01639    0.004084
        1455    -5.92155    -6.01632  0.00408171
        1456    -5.92387    -6.01626   0.0040794
        1457    -5.92601    -6.01619  0.00407707
        1458    -5.92767    -6.01613  0.00407473
        1459    -5.92974    -6.01608  0.00407237
        1460    -5.93163    -6.01602  0.00406999
        1461    -5.93362    -6.01596  0.00406759
        1462    -5.93572    -6.01591  0.00406518
        1463    -5.93748    -6.01585  0.00406276
        1464    -5.93933     -6.0158  0.00406032
        1465    -5.94084    -6.01575  0.00405787
        1466     -5.9426     -6.0157  0.00405541
        1467    -5.94431    -6.01565  0.00405293
        1468    -5.94567     -6.0156  0.00405045
        1469    -5.94759    -6.01556  0.00404796
        1470    -5.94887    -6.01551  0.00404546
        1471    -5.95056    -6.01547  0.00404295
        1472    -5.95176    -6.01542  0.00404044
        1473    -5.95293    -6.01538  0.00403792
        1474    -5.95468    -6.01534  0.00403539
        1475    -5.95551     -6.0153  0.00403286
        1476    -5.95707    -6.01526  0.00403032
        1477    -5.95818    -6.01522  0.00402777
        1478    -5.96004    -6.01518  0.00402522
        1479    -5.96175    -6.01515  0.00402266
        1480    -5.96347    -6.01511   0.0040201
        1481    -5.96505    -6.01508  0.00401752
        1482    -5.96651    -6.01505  0.00401495
        1483    -5.96785    -6.01501  0.00401236
        1484    -5.96921    -6.01498  0.00400978
        1485    -5.97077    -6.01495  0.00400719
        1486    -5.97238    -6.01493   0.0040046
        1487    -5.97388     -6.0149    0.004002
        1488    -5.97573    -6.01487  0.00399939
        1489    -5.97689    -6.01485  0.00399679
        1490    -5.97856    -6.01482  0.00399418
        1491    -5.98029     -6.0148  0.00399157
        1492    -5.98209    -6.01478  0.00398896
        1493    -5.98394    -6.01476  0.00398634
        1494    -5.98616    -6.01474  0.00398371
        1495    -5.98798    -6.01472  0.00398109
        1496    -5.98956     -6.0147  0.00397846
        1497     -5.9915    -6.01469  0.00397584
        1498    -5.99363    -6.01467  0.00397321
        1499    -5.99611    -6.01466  0.00397058
        1500    -5.99863    -6.01465  0.00396794
        1501    -6.00118    -6.01464  0.00396531
        1502    -6.00406    -6.01463  0.00396268
        1503    -6.00649    -6.01463  0.00396004
        1504    -6.00863    -6.01462  0.00395741
        1505    -6.01122    -6.01462  0.00395478
        1506    -6.01395    -6.01462  0.00395216
        1507    -6.01635    -6.01462  0.00394954
        1508    -6.01871    -6.01462  0.00394692
        1509    -6.02102    -6.01463   0.0039443
        1510    -6.02298    -6.01463   0.0039417
        1511    -6.02547    -6.01464  0.00393909
        1512    -6.02788    -6.01465   0.0039365
        1513    -6.02974    -6.01466  0.00393391
        1514    -6.03136    -6.01467  0.00393133
        1515    -6.03316    -6.01468  0.00392875
        1516    -6.03484     -6.0147  0.00392618
        1517    -6.03685    -6.01471  0.00392362
        1518    -6.03811    -6.01473  0.00392107
        1519    -6.03953    -6.01474  0.00391852
        1520    -6.04049    -6.01476  0.00391598
        1521    -6.04129    -6.01478  0.00391344
        1522    -6.04192     -6.0148  0.00391091
        1523    -6.04222    -6.01481  0.00390838
        1524    -6.04281    -6.01483  0.00390586
        1525    -6.04291    -6.01485  0.00390335
        1526    -6.04267    -6.01487  0.00390083
        1527    -6.04255    -6.01489  0.00389832
        1528    -6.04255     -6.0149  0.00389581
        1529    -6.04221    -6.01492   0.0038933
        1530    -6.04139    -6.01494  0.00389079
        1531    -6.04053    -6.01496  0.00388829
        1532     -6.0395    -6.01497  0.00388578
        1533    -6.03859    -6.01499  0.00388328
        1534    -6.03721      -6.015  0.00388078
        1535    -6.03552    -6.01502  0.00387827
        1536    -6.03367    -6.01503  0.00387576
        1537    -6.03153    -6.01504  0.00387326
        1538    -6.02969    -6.01505  0.00387075
        1539    -6.02742    -6.01506  0.00386824
        1540    -6.02503    -6.01506  0.00386574
        1541    -6.02298    -6.01507  0.00386323
        1542    -6.02099    -6.01507  0.00386073
        1543    -6.01831    -6.01507  0.00385823
        1544    -6.01511    -6.01507  0.00385573
        1545     -6.0129    -6.01507  0.00385323
        1546     -6.0102    -6.01507  0.00385074
        1547    -6.00747    -6.01506  0.00384826
        1548    -6.00487    -6.01506  0.00384578
        1549    -6.00212    -6.01505   0.0038433
        1550    -5.99968    -6.01504  0.00384084
        1551    -5.99667    -6.01503  0.00383838
        1552      -5.994    -6.01501  0.00383593
        1553    -5.99124      -6.015  0.00383349
        1554    -5.98869    -6.01498  0.00383106
        1555    -5.98593    -6.01496  0.00382864
        1556    -5.98356    -6.01494  0.00382623
        1557    -5.98144    -6.01492  0.00382384
        1558    -5.97914     -6.0149  0.00382145
        1559    -5.97727    -6.01487  0.00381908
        1560    -5.97537    -6.01485  0.00381671
        1561    -5.97361    -6.01482  0.00381436
        1562    -5.97185     -6.0148  0.00381202
        1563    -5.97053    -6.01477  0.00380968
        1564    -5.96906    -6.01474  0.00380736
        1565     -5.9682    -6.01471  0.00380504
        1566    -5.96735    -6.01468  0.00380273
        1567     -5.9665    -6.01465  0.00380043
        1568    -5.96565    -6.01462  0.00379813
        1569     -5.9651    -6.01458  0.00379585
        1570    -5.96486    -6.01455  0.00379356
        1571    -5.96491    -6.01452  0.00379128
        1572     -5.9648    -6.01449    0.003789
        1573    -5.96468    -6.01446  0.00378672
        1574    -5.96469    -6.01443  0.00378445
        1575    -5.96544     -6.0144  0.00378217
        1576    -5.96616    -6.01436   0.0037799
        1577     -5.9664    -6.01433  0.00377762
        1578    -5.96705     -6.0143  0.00377535
        1579     -5.9678    -6.01427  0.00377307
        1580    -5.96836    -6.01425  0.00377079
        1581    -5.96932    -6.01422  0.00376852
        1582    -5.97037    -6.01419  0.00376624
        1583    -5.97182    -6.01416  0.00376395
        1584    -5.97304    -6.01414  0.00376166
        1585    -5.97465    -6.01411  0.00375937
        1586    -5.97618    -6.01409  0.00375708
        1587    -5.97748    -6.01406  0.00375478
        1588    -5.97869    -6.01404  0.00375248
        1589    -5.98042    -6.01402  0.00375018
        1590     -5.9819      -6.014  0.00374788
        1591    -5.98388    -6.01398  0.00374557
        1592    -5.98562    -6.01396  0.00374326
        1593    -5.98739    -6.01395  0.00374095
        1594    -5.98951    -6.01393  0.00373863
        1595    -5.99136    -6.01392  0.00373631
        1596    -5.99369    -6.01391    0.003734
        1597    -5.99574    -6.01389  0.00373167
        1598    -5.99721    -6.01388  0.00372935
        1599      -5.999    -6.01387  0.00372703
        1600    -6.00125    -6.01387  0.00372471
        1601    -6.00259    -6.01386  0.00372239
        1602    -6.00455    -6.01385  0.00372007
        1603    -6.00649    -6.01385  0.00371776
        1604    -6.00828    -6.01385  0.00371544
        1605    -6.01005    -6.01384  0.00371312
        1606    -6.01194    -6.01384  0.00371081
        1607    -6.01381    -6.01384   0.0037085
        1608    -6.01565    -6.01384   0.0037062
        1609    -6.01716    -6.01385  0.00370389
        1610    -6.01877    -6.01385   0.0037016
        1611    -6.02094    -6.01385   0.0036993
        1612    -6.02292    -6.01386  0.00369701
        1613    -6.02439    -6.01386  0.00369472
        1614    -6.02595    -6.01387  0.00369244
        1615    -6.02746    -6.01388  0.00369017
        1616    -6.02891    -6.01389  0.00368789
        1617    -6.03014     -6.0139  0.00368563
        1618     -6.0316    -6.01391  0.00368336
        1619     -6.0327    -6.01392  0.00368111
        1620    -6.03418    -6.01394  0.00367886
        1621    -6.03483    -6.01395  0.00367661
        1622    -6.03618    -6.01396  0.00367437
        1623     -6.0373    -6.01398  0.00367213
        1624    -6.03805    -6.01399   0.0036699
        1625    -6.03873    -6.01401  0.00366768
        1626     -6.0401    -6.01402  0.00366545
        1627    -6.04019    -6.01404  0.00366324
        1628    -6.04112    -6.01405  0.00366102
        1629    -6.04184    -6.01407  0.00365882
        1630    -6.04264    -6.01409  0.00365661
        1631    -6.04292    -6.01411  0.00365442
        1632     -6.0436    -6.01413  0.00365222
        1633    -6.04362    -6.01414  0.00365003
        1634    -6.04404    -6.01416  0.00364784
        1635    -6.04411    -6.01418  0.00364566
        1636    -6.04398     -6.0142  0.00364347
        1637     -6.0444    -6.01422  0.00364129
        1638    -6.04479    -6.01424  0.00363912
        1639    -6.04453    -6.01425  0.00363695
        1640    -6.04499    -6.01427  0.00363478
        1641    -6.04466    -6.01429  0.00363261
        1642    -6.04476    -6.01431  0.00363044
        1643    -6.04514    -6.01433  0.00362828
        1644    -6.04488    -6.01435  0.00362612
        1645    -6.04461    -6.01437  0.00362396
        1646    -6.04432    -6.01438  0.00362181
        1647    -6.04417     -6.0144  0.00361966
        1648     -6.0437    -6.01442   0.0036175
        1649    -6.04323    -6.01444  0.00361535
        1650    -6.04305    -6.01445   0.0036132
        1651    -6.04302    -6.01447  0.00361105
        1652    -6.04299    -6.01449  0.00360891
        1653    -6.04282    -6.01451  0.00360677
        1654     -6.0428    -6.01452  0.00360463
        1655    -6.04218    -6.01454  0.00360249
        1656    -6.04158    -6.01456  0.00360035
        1657    -6.04159    -6.01457  0.00359821
        1658    -6.04146    -6.01459  0.00359608
        1659    -6.04135     -6.0146  0.00359395
        1660    -6.04096    -6.01462  0.00359182
        1661    -6.04104    -6.01464  0.00358969
        1662    -6.04114    -6.01465  0.00358757
        1663    -6.04127    -6.01467  0.00358545
        1664    -6.04142    -6.01468  0.00358333
        1665    -6.04176     -6.0147  0.00358121
        1666    -6.04181    -6.01472   0.0035791
        1667    -6.04175    -6.01473  0.00357699
        1668    -6.04173    -6.01475  0.00357488
        1669    -6.04159    -6.01477  0.00357277
        1670    -6.04178    -6.01478  0.00357067
        1671    -6.04202     -6.0148  0.00356857
        1672    -6.04184    -6.01481  0.00356647
        1673    -6.04216    -6.01483  0.00356438
        1674    -6.04236    -6.01485  0.00356229
        1675    -6.04232    -6.01486   0.0035602
        1676    -6.04292    -6.01488  0.00355812
        1677    -6.04341     -6.0149  0.00355603
        1678    -6.04395    -6.01491  0.00355396
        1679    -6.04484    -6.01493  0.00355189
        1680    -6.04562    -6.01495  0.00354982
        1681    -6.04645    -6.01497  0.00354776
        1682    -6.04763    -6.01499   0.0035457
        1683    -6.04825    -6.01501  0.00354365
        1684    -6.04921    -6.01503   0.0035416
        1685    -6.05037    -6.01505  0.00353956
        1686    -6.05112    -6.01507  0.00353753
        1687     -6.0522    -6.01509   0.0035355
        1688    -6.05301    -6.01512  0.00353348
        1689    -6.05416    -6.01514  0.00353146
        1690    -6.05503    -6.01516  0.00352945
        1691    -6.05592    -6.01519  0.00352744
        1692    -6.05683    -6.01521  0.00352544
        1693    -6.05805    -6.01524  0.00352345
        1694    -6.05913    -6.01526  0.00352147
        1695    -6.06021    -6.01529  0.00351949
        1696    -6.06144    -6.01532  0.00351752
        1697    -6.06251    -6.01534  0.00351556
        1698    -6.06341    -6.01537   0.0035136
        1699    -6.06429     -6.0154  0.00351165
        1700    -6.06529    -6.01543  0.00350971
        1701    -6.06656    -6.01546  0.00350777
        1702    -6.06719    -6.01549  0.00350584
        1703    -6.06792    -6.01552  0.00350392
        1704    -6.06875    -6.01555    0.003502
        1705    -6.06952    -6.01558  0.00350009
        1706    -6.07068    -6.01562  0.00349819
        1707    -6.07118    -6.01565  0.00349629
        1708    -6.07205    -6.01568   0.0034944
        1709    -6.07255    -6.01572  0.00349252
        1710    -6.07297    -6.01575  0.00349063
        1711     -6.0736    -6.01578  0.00348876
        1712    -6.07385    -6.01582  0.00348688
        1713    -6.07417    -6.01585  0.00348501
        1714    -6.07394    -6.01588  0.00348315
        1715    -6.07392    -6.01592  0.00348128
        1716    -6.07381    -6.01595  0.00347941
        1717    -6.07347    -6.01599  0.00347755
        1718    -6.07318    -6.01602  0.00347568
        1719    -6.07251    -6.01605  0.00347382
        1720    -6.07281    -6.01608  0.00347195
        1721    -6.07242    -6.01612  0.00347009
        1722     -6.0724    -6.01615  0.00346823
        1723    -6.07125    -6.01618  0.00346636
        1724    -6.07034    -6.01621   0.0034645
        1725    -6.06965    -6.01624  0.00346263
        1726    -6.06845    -6.01628  0.00346075
        1727    -6.06734     -6.0163  0.00345888
        1728    -6.06588    -6.01633  0.00345699
        1729    -6.06483    -6.01636  0.00345511
        1730    -6.06403    -6.01639  0.00345322
        1731     -6.0629    -6.01642  0.00345133
        1732    -6.06174    -6.01644  0.00344944
        1733    -6.06071    -6.01647  0.00344754
        1734    -6.05952    -6.01649  0.00344564
        1735    -6.05816    -6.01652  0.00344374
        1736    -6.05649    -6.01654  0.00344183
        1737    -6.05544    -6.01656  0.00343992
        1738    -6.05409    -6.01658  0.00343801
        1739    -6.05305     -6.0166   0.0034361
        1740    -6.05188    -6.01662  0.00343418
        1741    -6.05073    -6.01664  0.00343227
        1742    -6.04991    -6.01666  0.00343035
        1743    -6.04867    -6.01668  0.00342843
        1744    -6.04776     -6.0167  0.00342651
        1745    -6.04688    -6.01672  0.00342459
        1746    -6.04604    -6.01673  0.00342267
        1747    -6.04464    -6.01675  0.00342075
        1748    -6.04357    -6.01676  0.00341883
        1749    -6.04254    -6.01678   0.0034169
        1750    -6.04125    -6.01679  0.00341498
        1751    -6.04029    -6.01681  0.00341306
        1752    -6.03952    -6.01682  0.00341113
        1753    -6.03924    -6.01683  0.00340921
        1754    -6.03837    -6.01685  0.00340729
        1755    -6.03738    -6.01686  0.00340537
        1756    -6.03626    -6.01687  0.00340345
        1757    -6.03561    -6.01688  0.00340153
        1758    -6.03483    -6.01689  0.00339961
        1759     -6.0345     -6.0169  0.00339769
        1760    -6.03358    -6.01691  0.00339577
        1761     -6.0328    -6.01692  0.00339385
        1762    -6.03248    -6.01693  0.00339194
        1763    -6.03139    -6.01693  0.00339003
        1764    -6.03104    -6.01694  0.00338811
        1765    -6.03022    -6.01695   0.0033862
        1766    -6.02923    -6.01696  0.00338429
        1767    -6.02866    -6.01696  0.00338238
        1768    -6.02806    -6.01697  0.00338048
        1769    -6.02652    -6.01697  0.00337857
        1770    -6.02571    -6.01698  0.00337666
        1771    -6.02455    -6.01698  0.00337476
        1772    -6.02395    -6.01699  0.00337286
        1773    -6.02301    -6.01699  0.00337096
        1774    -6.02187    -6.01699  0.00336906
        1775    -6.02084      -6.017  0.00336716
        1776    -6.01977      -6.017  0.00336527
        1777     -6.0191      -6.017  0.00336337
        1778     -6.0178      -6.017  0.00336148
        1779     -6.0166      -6.017  0.00335959
        1780    -6.01506      -6.017   0.0033577
        1781    -6.01363      -6.017  0.00335582
        1782    -6.01233    -6.01699  0.00335394
        1783    -6.01085    -6.01699  0.00335206
        1784     -6.0095    -6.01699  0.00335018
        1785    -6.00814    -6.01698  0.00334831
        1786    -6.00676    -6.01698  0.00334644
        1787    -6.00568    -6.01697  0.00334457
        1788    -6.00415    -6.01696  0.00334271
        1789    -6.00279    -6.01695  0.00334085
        1790    -6.00143    -6.01695  0.00333899
        1791    -6.00041    -6.01694  0.00333714
        1792    -5.99882    -6.01693   0.0033353
        1793    -5.99743    -6.01692  0.00333345
        1794    -5.99638     -6.0169  0.00333161
        1795     -5.9954    -6.01689  0.00332978
        1796    -5.99464    -6.01688  0.00332795
        1797    -5.99366    -6.01687  0.00332612
        1798    -5.99245    -6.01685   0.0033243
        1799     -5.9918    -6.01684  0.00332248
        1800    -5.99095    -6.01682  0.00332067
        1801     -5.9905    -6.01681  0.00331886
        1802    -5.99016     -6.0168  0.00331705
        1803    -5.98995    -6.01678  0.00331524
        1804    -5.98969    -6.01677  0.00331344
        1805    -5.98941    -6.01675  0.00331164
        1806    -5.98985    -6.01674  0.00330984
        1807    -5.98996    -6.01672  0.00330804
        1808    -5.99094    -6.01671  0.00330624
        1809    -5.99143    -6.01669  0.00330444
        1810    -5.99218    -6.01668  0.00330264
        1811    -5.99228    -6.01667  0.00330085
        1812    -5.99292    -6.01665  0.00329905
        1813    -5.99441    -6.01664  0.00329725
        1814    -5.99507    -6.01663  0.00329546
        1815     -5.9958    -6.01662  0.00329366
        1816    -5.99643    -6.01661  0.00329187
        1817    -5.99755    -6.01659  0.00329007
        1818    -5.99901    -6.01659  0.00328828
        1819    -6.00019    -6.01658  0.00328648
        1820    -6.00122    -6.01657  0.00328469
        1821    -6.00225    -6.01656  0.00328289
        1822    -6.00326    -6.01655   0.0032811
        1823    -6.00424    -6.01655   0.0032793
        1824    -6.00533    -6.01654  0.00327751
        1825    -6.00607    -6.01653  0.00327572
        1826    -6.00691    -6.01653  0.00327393
        1827    -6.00707    -6.01652  0.00327214
        1828    -6.00776    -6.01652  0.00327036
        1829    -6.00838    -6.01651  0.00326857
        1830    -6.00845    -6.01651  0.00326679
        1831    -6.00889    -6.01651  0.00326501
        1832    -6.00953     -6.0165  0.00326323
        1833    -6.01008     -6.0165  0.00326145
        1834    -6.00962    -6.01649  0.00325967
        1835    -6.00937    -6.01649   0.0032579
        1836    -6.00932    -6.01649  0.00325613
        1837    -6.00902    -6.01648  0.00325436
        1838    -6.00863    -6.01648  0.00325259
        1839    -6.00861    -6.01647  0.00325082
        1840    -6.00834    -6.01647  0.00324906
        1841    -6.00785    -6.01647   0.0032473
        1842    -6.00772    -6.01646  0.00324554
        1843    -6.00708    -6.01646  0.00324378
        1844    -6.00606    -6.01645  0.00324203
        1845    -6.00544    -6.01644  0.00324028
        1846    -6.00431    -6.01644  0.00323853
        1847    -6.00343    -6.01643  0.00323678
        1848    -6.00252    -6.01642  0.00323504
        1849    -6.00157    -6.01641   0.0032333
        1850    -6.00029    -6.01641  0.00323156
        1851    -5.99944     -6.0164  0.00322983
        1852    -5.99798    -6.01639   0.0032281
        1853    -5.99695    -6.01638  0.00322638
        1854    -5.99576    -6.01636  0.00322466
        1855    -5.99427    -6.01635  0.00322294
        1856    -5.99324    -6.01634  0.00322123
        1857    -5.99235    -6.01633  0.00321952
        1858    -5.99102    -6.01631  0.00321781
        1859    -5.98955     -6.0163  0.00321612
        1860    -5.98808    -6.01628  0.00321442
        1861    -5.98723    -6.01627  0.00321273
        1862    -5.98594    -6.01625  0.00321105
        1863    -5.98511    -6.01624  0.00320937
        1864    -5.98399    -6.01622  0.00320769
        1865    -5.98348     -6.0162  0.00320602
        1866    -5.98237    -6.01618  0.00320435
        1867    -5.98128    -6.01616  0.00320269
        1868    -5.98034    -6.01615  0.00320104
        1869    -5.97926    -6.01613  0.00319938
        1870    -5.97833    -6.01611  0.00319774
        1871    -5.97741    -6.01608  0.00319609
        1872    -5.97649    -6.01606  0.00319446
        1873    -5.97588    -6.01604  0.00319282
        1874    -5.97498    -6.01602   0.0031912
        1875    -5.97453      -6.016  0.00318957
        1876    -5.97379    -6.01598  0.00318795
        1877    -5.97261    -6.01595  0.00318633
        1878    -5.97144    -6.01593  0.00318473
        1879    -5.97059     -6.0159  0.00318312
        1880    -5.96976    -6.01588  0.00318152
        1881    -5.96925    -6.01585  0.00317993
