#     BLOCK:   ACTUAL_T:     T_AVE:       ERROR:
           1     1.18391     1.18391           0
           2     1.18413     1.18402 7.52593e-05
           3     1.18421     1.18408 7.10972e-05
           4     1.18415      1.1841 5.53695e-05
           5     1.18396     1.18407 5.05595e-05
           6     1.18364       1.184 7.81179e-05
           7     1.18318     1.18388 0.000127674
           8     1.18257     1.18372 0.000189486
           9     1.18182     1.18351  0.00026052
          10     1.18092     1.18325 0.000339765
          11     1.17985     1.18294 0.000426898
          12     1.17861     1.18258 0.000521796
          13      1.1772     1.18217 0.000624473
          14      1.1756      1.1817 0.000735017
          15     1.17381     1.18117 0.000853559
          16     1.17182     1.18059 0.000980213
          17     1.16961     1.17994  0.00111507
          18     1.16719     1.17923  0.00125817
          19     1.16455     1.17846  0.00140948
          20     1.16168     1.17762  0.00156898
          21     1.15858     1.17671  0.00173656
          22     1.15525     1.17574  0.00191205
          23      1.1517     1.17469  0.00209518
          24     1.14793     1.17358  0.00228555
          25     1.14394     1.17239  0.00248262
          26     1.13976     1.17114  0.00268574
          27      1.1354     1.16981  0.00289409
          28     1.13089     1.16842  0.00310668
          29     1.12626     1.16697  0.00332239
          30     1.12154     1.16546  0.00353998
          31     1.11677     1.16388  0.00375806
          32     1.11199     1.16226  0.00397513
          33     1.10726      1.1606  0.00418961
          34     1.10261     1.15889  0.00439984
          35     1.09811     1.15715  0.00460413
          36      1.0938     1.15539  0.00480083
          37     1.08973     1.15362  0.00498833
          38     1.08595     1.15184  0.00516516
          39     1.08249     1.15006  0.00533001
          40     1.07939     1.14829  0.00548174
          41     1.07668     1.14655  0.00561946
          42     1.07435     1.14483  0.00574254
          43     1.07243     1.14314  0.00585062
          44      1.0709      1.1415  0.00594358
          45     1.06975     1.13991   0.0060216
          46     1.06895     1.13837  0.00608505
          47     1.06848     1.13688  0.00613455
          48     1.06831     1.13545  0.00617083
          49     1.06839     1.13408  0.00619477
          50      1.0687     1.13277  0.00620736
          51     1.06918     1.13153  0.00620961
          52     1.06982     1.13034  0.00620256
          53     1.07056     1.12921  0.00618724
          54     1.07139     1.12814  0.00616463
