       BLOCK    VELOCITY ACTUAL_POFV    AVE_POFV       ERROR
          21     4.99689           0   0.0195476   0.0113807
          21     5.18545           0 0.000738095 0.000720307
          21     5.37401           0  0.00111905  0.00109208
          21     5.56257           0           0           0
          22   0.0942809           0   0.0680455   0.0188263
          22    0.282843       1.268    0.745091   0.0782907
          22    0.471405       0.835     1.95648     0.11785
          22    0.659966       2.806     3.49636    0.227336
          22    0.848528       6.783     5.46805    0.298836
          22     1.03709       7.744     8.10325    0.304132
          22     1.22565      8.4325     9.14316    0.315644
          22     1.41421     12.2485     9.30539    0.309828
          22     1.60278     10.0285     9.75823    0.280881
          22     1.79134      12.687     10.0993    0.290422
          22      1.9799       8.932     9.83586    0.319032
          22     2.16846      7.5875     9.26352    0.230777
          22     2.35702       8.218      6.9192    0.380499
          22     2.54558      5.9415     6.55889    0.236906
          22     2.73415       4.677     5.30909    0.282428
          22     2.92271      2.4495     3.77466    0.246858
          22     3.11127      1.0965     2.59141    0.170442
          22     3.29983       1.532     2.13136    0.156433
          22     3.48839      1.3065     1.43266    0.110807
          22     3.67696       1.398    0.976682    0.108275
          22     3.86552       1.129    0.478909   0.0481659
          22     4.05408      0.4715    0.307932   0.0541716
          22     4.24264      0.4285    0.176523   0.0469213
          22      4.4312           0   0.0526591   0.0171462
          22     4.61976           0  0.00815909  0.00438234
          22     4.80833           0   0.0187273   0.0117709
          22     4.99689           0   0.0186591    0.010898
          22     5.18545           0 0.000704545 0.000688347
          22     5.37401           0  0.00106818  0.00104362
          22     5.56257           0           0           0
          23   0.0942809      0.4035   0.0826304   0.0229729
          23    0.282843      1.0625    0.758891   0.0760933
          23    0.471405      2.8705     1.99622    0.119238
          23    0.659966      3.5805     3.50002    0.217481
          23    0.848528      6.0875     5.49498    0.287055
          23     1.03709       7.805     8.09028    0.291185
          23     1.22565      9.7785     9.17078    0.303127
          23     1.41421     11.7565     9.41196    0.314152
          23     1.60278      10.074     9.77196    0.269004
          23     1.79134      13.105       10.23    0.305788
          23      1.9799      8.3655     9.77193      0.3115
          23     2.16846      6.8065      9.1567     0.24422
          23     2.35702       3.866     6.78646    0.386419
          23     2.54558      3.7525     6.43687    0.256108
          23     2.73415       5.494     5.31713    0.270263
          23     2.92271      3.4635     3.76113    0.236495
          23     3.11127      1.3985     2.53954     0.17074
          23     3.29983       1.779     2.11604    0.150379
          23     3.48839      1.0835     1.41748    0.107024
          23     3.67696      2.1505     1.02772    0.114968
          23     3.86552       1.947    0.542739   0.0775869
          23     4.05408      1.1875    0.346174   0.0639046
          23     4.24264      0.1825    0.176783    0.044882
          23      4.4312           0   0.0503696   0.0165528
          23     4.61976           0  0.00780435  0.00420614
          23     4.80833           0    0.017913   0.0112873
          23     4.99689           0   0.0178478   0.0104543
          23     5.18545           0 0.000673913   0.0006591
          23     5.37401           0  0.00102174 0.000999281
          23     5.56257           0           0           0
          24   0.0942809       0.095   0.0831458   0.0220215
          24    0.282843       0.754    0.758688    0.072923
          24    0.471405      1.5105     1.97598    0.115975
          24    0.659966       4.974     3.56144    0.216918
          24    0.848528       5.356     5.48919    0.275152
          24     1.03709      7.8555      8.0805    0.279217
          24     1.22565      8.8695     9.15823    0.290756
          24     1.41421       9.595     9.41958    0.301154
          24     1.60278       10.62     9.80729    0.260106
          24     1.79134      12.493     10.3243    0.307241
          24      1.9799      11.477     9.84298    0.306515
          24     2.16846       8.281     9.12021    0.236754
          24     2.35702       7.673      6.8234     0.37208
          24     2.54558       4.301     6.34787     0.26044
          24     2.73415      2.7905     5.21185    0.278753
          24     2.92271       1.913     3.68412    0.238849
          24     3.11127      2.3175     2.53029    0.163877
          24     3.29983       1.541     2.09208     0.14601
          24     3.48839       1.076     1.40325    0.103507
          24     3.67696       1.487     1.04685    0.111759
          24     3.86552        1.86    0.597625   0.0917359
          24     4.05408       0.892    0.368917   0.0651633
          24     4.24264      0.2685    0.180604   0.0431743
          24      4.4312           0   0.0482708   0.0159956
          24     4.61976           0  0.00747917  0.00404344
          24     4.80833           0   0.0171667   0.0108416
          24     4.99689           0   0.0171042   0.0100452
          24     5.18545           0 0.000645833 0.000632235
          24     5.37401           0 0.000979167  0.00095855
          24     5.56257           0           0           0
          25   0.0942809       0.227      0.0889   0.0218795
          25    0.282843      0.7695     0.75912   0.0700074
          25    0.471405       2.832     2.01022    0.116281
          25    0.659966       3.568      3.5617    0.208241
          25    0.848528      5.7065     5.49788    0.264284
          25     1.03709         6.6     8.02128    0.274256
          25     1.22565       7.394     9.08766    0.287563
          25     1.41421      11.124     9.48776    0.296725
          25     1.60278     10.9575      9.8533    0.253738
          25     1.79134     11.9035     10.3874    0.301375
          25      1.9799     12.6545     9.95544    0.314209
          25     2.16846       8.449     9.09336    0.228801
          25     2.35702       6.249     6.80042    0.357905
          25     2.54558      3.7955     6.24578    0.269291
          25     2.73415       5.269     5.21414    0.267612
          25     2.92271      1.8495     3.61074    0.240305
          25     3.11127       2.927     2.54616    0.158088
          25     3.29983       1.285      2.0598    0.143694
          25     3.48839       0.972       1.386    0.100793
          25     3.67696      0.5345     1.02636    0.109151
          25     3.86552       0.523     0.59464    0.088115
          25     4.05408      1.0725     0.39706   0.0683646
          25     4.24264       0.877     0.20846   0.0496265
          25      4.4312       0.276     0.05738   0.0177612
          25     4.61976        0.16     0.01358  0.00712734
          25     4.80833      0.0245     0.01746   0.0104119
          25     4.99689           0     0.01642  0.00966663
          25     5.18545           0     0.00062 0.000607473
          25     5.37401           0     0.00094 0.000921008
          25     5.56257           0           0           0
          26   0.0942809      0.3735   0.0998462   0.0236179
          26    0.282843      1.0825    0.771558   0.0684107
          26    0.471405      2.6055     2.03312     0.11404
          26    0.659966       5.064     3.61948    0.208094
          26    0.848528       5.903     5.51346    0.254578
          26     1.03709     11.7285     8.16387     0.29848
          26     1.22565      7.1485     9.01308    0.286011
          26     1.41421      8.0385     9.43202    0.290501
          26     1.60278      10.564     9.88063    0.245447
          26     1.79134      11.695     10.4377     0.29395
          26      1.9799       9.493     9.93765    0.302627
          26     2.16846       8.539     9.07204    0.220993
          26     2.35702      3.6765     6.68027    0.363748
          26     2.54558       4.359     6.17321    0.268534
          26     2.73415      3.0195     5.12973    0.270304
          26     2.92271       3.493     3.60621    0.231105
          26     3.11127      2.8935     2.55952    0.152571
          26     3.29983       2.829     2.08938     0.14118
          26     3.48839       2.404     1.42515    0.104245
          26     3.67696      1.1495      1.0311    0.105056
          26     3.86552      1.4465    0.627404   0.0906128
          26     4.05408       0.179    0.388673   0.0662476
          26     4.24264      0.1365    0.205692   0.0477949
          26      4.4312       0.088   0.0585577    0.017117
          26     4.61976       0.019   0.0137885  0.00685626
          26     4.80833       0.072   0.0195577   0.0102206
          26     4.99689           0   0.0157885  0.00931544
          26     5.18545           0 0.000596154 0.000584577
          26     5.37401           0 0.000903846 0.000886294
          26     5.56257           0           0           0
          27   0.0942809      0.0945   0.0996481    0.022744
          27    0.282843      1.1895    0.787037   0.0676056
          27    0.471405      4.1635     2.11202    0.134368
          27    0.659966       5.062     3.67291    0.207132
          27    0.848528       8.126     5.61022    0.262895
          27     1.03709       7.057     8.12287    0.290227
          27     1.22565      5.6345     8.88794    0.301551
          27     1.41421       10.33     9.46528    0.281639
          27     1.60278       9.209     9.85576    0.237613
          27     1.79134      9.3725     10.3983    0.285698
          27      1.9799       8.942     9.90078    0.293657
          27     2.16846       7.842     9.02648    0.217453
          27     2.35702       6.176     6.66159    0.350755
          27     2.54558      7.2855     6.21441    0.261729
          27     2.73415      3.9885     5.08746    0.263577
          27     2.92271      3.2885     3.59444    0.222845
          27     3.11127      3.7585     2.60393    0.153247
          27     3.29983        1.77     2.07756    0.136446
          27     3.48839      1.9535     1.44472    0.102204
          27     3.67696        1.19     1.03698     0.10133
          27     3.86552       0.629    0.627463   0.0872568
          27     4.05408       0.449    0.390907   0.0638317
          27     4.24264       0.113    0.202259   0.0461479
          27      4.4312       0.376   0.0703148   0.0201197
          27     4.61976           0   0.0132778  0.00662131
          27     4.80833           0   0.0188333  0.00986768
          27     4.99689           0   0.0152037  0.00898876
          27     5.18545           0 0.000574074 0.000563343
          27     5.37401           0  0.00087037   0.0008541
          27     5.56257           0           0           0
          28   0.0942809           0   0.0960893   0.0222084
          28    0.282843      1.2055    0.801982   0.0668226
          28    0.471405      2.6505     2.13125    0.130938
          28    0.659966      4.2125     3.69218    0.200629
          28    0.848528       7.985     5.69504    0.266837
          28     1.03709       8.213     8.12609     0.27988
          28     1.22565      8.6455     8.87929    0.290906
          28     1.41421      8.2925     9.42339    0.274677
          28     1.60278     10.0225     9.86171    0.229202
          28     1.79134     10.0345     10.3853     0.27579
          28      1.9799       10.44     9.92004      0.2838
          28     2.16846         6.8     8.94696    0.223753
          28     2.35702       5.717     6.62786    0.339847
          28     2.54558      5.8235     6.20045    0.252753
          28     2.73415       4.205     5.05595     0.25604
          28     2.92271       3.229     3.58139    0.215268
          28     3.11127      4.5265     2.67259    0.162429
          28     3.29983       1.946     2.07286    0.131654
          28     3.48839      1.6285     1.45129   0.0987642
          28     3.67696       0.589     1.02098   0.0989657
          28     3.86552      0.5755    0.625607   0.0841602
          28     4.05408       0.256    0.386089   0.0617335
          28     4.24264      0.0025    0.195125   0.0450478
          28      4.4312        0.78   0.0956607   0.0315575
          28     4.61976      0.1075   0.0166429  0.00718926
          28     4.80833      0.1125   0.0221786   0.0100663
          28     4.99689           0   0.0146607  0.00868412
          28     5.18545           0 0.000553571 0.000543596
          28     5.37401           0 0.000839286 0.000824162
          28     5.56257           0           0           0
          29   0.0942809      0.1225       0.097   0.0214613
          29    0.282843       1.127     0.81319   0.0654515
          29    0.471405      3.3085     2.17184    0.132567
          29    0.659966      3.8005     3.69591    0.193745
          29    0.848528      5.2005     5.67798     0.25818
          29     1.03709       7.389     8.10067     0.27138
          29     1.22565       9.962     8.91662     0.28326
          29     1.41421       9.189     9.41531    0.265325
          29     1.60278     10.6875     9.89019     0.22306
          29     1.79134     11.3735     10.4193    0.268377
          29      1.9799      9.8175      9.9165    0.274036
          29     2.16846       8.523     8.93234    0.216515
          29     2.35702       5.813     6.59976    0.329288
          29     2.54558      5.0375     6.16034    0.247199
          29     2.73415      3.1345     4.98969     0.25564
          29     2.92271      2.7345     3.55219    0.209816
          29     3.11127      5.1065     2.75652     0.17719
          29     3.29983       2.515      2.0881    0.127994
          29     3.48839      1.8395     1.46467   0.0962615
          29     3.67696       0.285    0.995603   0.0987536
          29     3.86552      0.0315    0.605121   0.0837144
          29     4.05408      0.6585    0.395483   0.0603152
          29     4.24264      0.3075       0.199   0.0436608
          29      4.4312      0.0365   0.0936207   0.0305352
          29     4.61976           0    0.016069  0.00696423
          29     4.80833           0   0.0214138  0.00974823
          29     4.99689           0   0.0141552  0.00839937
          29     5.18545           0 0.000534483 0.000525187
          29     5.37401           0 0.000810345 0.000796251
          29     5.56257           0           0           0
          30   0.0942809       0.145      0.0986   0.0208054
          30    0.282843       1.491    0.835783   0.0670561
          30    0.471405       1.438     2.14738    0.130385
          30    0.659966      2.5165      3.6566    0.191234
          30    0.848528       4.167     5.62762    0.254439
          30     1.03709       8.704     8.12078    0.263079
          30     1.22565     10.7685     8.97835    0.280464
          30     1.41421      9.5825     9.42088    0.256539
          30     1.60278     11.2845     9.93667    0.220414
          30     1.79134      10.282     10.4148     0.25947
          30      1.9799      8.9255     9.88347    0.266885
          30     2.16846      9.6545     8.95642    0.210632
          30     2.35702        7.89     6.64277    0.321108
          30     2.54558      3.4895     6.07132    0.254486
          30     2.73415      5.2345     4.99785    0.247249
          30     2.92271       3.441     3.54848    0.202855
          30     3.11127      4.2195     2.80528    0.177867
          30     3.29983       2.022      2.0859    0.123746
          30     3.48839       0.898     1.44578   0.0948879
          30     3.67696      0.7705      0.9881   0.0957464
          30     3.86552      0.6565    0.606833   0.0809415
          30     4.05408      0.2945    0.392117   0.0583986
          30     4.24264      0.0905    0.195383    0.042355
          30      4.4312      0.0345     0.09165   0.0295809
          30     4.61976           0   0.0155333  0.00675265
          30     4.80833           0      0.0207  0.00944939
          30     4.99689           0   0.0136833  0.00813263
          30     5.18545           0 0.000516667 0.000507983
          30     5.37401           0 0.000783333 0.000770167
          30     5.56257           0           0           0
