#     BLOCK:   ACTUAL_T:     T_AVE:       ERROR:
           1     1.11283     1.11283           0
           2     1.11318       1.113 0.000123553
           3      1.1135     1.11317 0.000159242
           4     1.11381     1.11333 0.000182626
           5     1.11409     1.11348 0.000200091
           6     1.11436     1.11363 0.000213968
           7     1.11462     1.11377 0.000225283
           8     1.11486      1.1139 0.000234587
           9     1.11508     1.11404 0.000242256
          10     1.11529     1.11416 0.000248571
          11     1.11549     1.11428  0.00025369
          12     1.11567      1.1144 0.000257634
          13     1.11583     1.11451 0.000260374
          14     1.11597     1.11461 0.000261863
          15     1.11608     1.11471 0.000262011
          16     1.11616      1.1148 0.000260727
          17     1.11619     1.11488 0.000257927
          18     1.11619     1.11496  0.00025356
          19     1.11613     1.11502 0.000247631
          20     1.11602     1.11507 0.000240227
          21     1.11584      1.1151 0.000231563
          22     1.11559     1.11513 0.000222069
          23     1.11526     1.11513 0.000212486
          24     1.11484     1.11512 0.000203976
          25     1.11434     1.11509 0.000198213
          26     1.11373     1.11504 0.000197347
          27     1.11302     1.11496  0.00020366
          28      1.1122     1.11486 0.000218929
          29     1.11127     1.11474 0.000243896
          30     1.11023     1.11459 0.000278321
          31     1.10906     1.11441 0.000321416
          32     1.10778      1.1142 0.000372235
          33     1.10638     1.11397 0.000429912
          34     1.10486      1.1137 0.000493713
          35     1.10323      1.1134 0.000563015
          36     1.10148     1.11307 0.000637276
          37     1.09964      1.1127    0.000716
          38     1.09769     1.11231 0.000798728
          39     1.09566     1.11188 0.000885013
          40     1.09355     1.11142 0.000974412
          41     1.09136     1.11093  0.00106647
          42     1.08912     1.11042  0.00116073
          43     1.08683     1.10987  0.00125671
          44      1.0845     1.10929  0.00135391
          45     1.08216     1.10869  0.00145185
          46     1.07981     1.10806  0.00155005
          47     1.07747     1.10741  0.00164804
          48     1.07516     1.10674  0.00174531
          49     1.07288     1.10605  0.00184141
          50     1.07066     1.10534  0.00193584
          51      1.0685     1.10462  0.00202819
          52     1.06642     1.10388  0.00211802
          53     1.06444     1.10314  0.00220494
          54     1.06256     1.10239  0.00228855
          55     1.06081     1.10163  0.00236849
          56     1.05919     1.10087  0.00244445
          57     1.05771     1.10011  0.00251612
          58     1.05638     1.09936  0.00258323
          59     1.05522     1.09861  0.00264555
          60     1.05424     1.09787  0.00270286
          61     1.05343     1.09714  0.00275499
          62     1.05281     1.09643   0.0028018
          63     1.05239     1.09573  0.00284318
          64     1.05217     1.09505  0.00287907
          65     1.05216     1.09439  0.00290941
          66     1.05236     1.09375  0.00293421
          67     1.05277     1.09314  0.00295348
          68      1.0534     1.09256  0.00296731
          69     1.05425       1.092  0.00297578
          70     1.05533     1.09148  0.00297902
          71     1.05663     1.09099  0.00297723
          72     1.05815     1.09053   0.0029706
          73     1.05989     1.09011  0.00295941
          74     1.06186     1.08973  0.00294394
          75     1.06404     1.08939  0.00292455
          76     1.06643     1.08908  0.00290163
          77     1.06903     1.08882  0.00287561
          78     1.07184     1.08861  0.00284698
          79     1.07484     1.08843  0.00281627
          80     1.07804      1.0883  0.00278406
          81     1.08143     1.08822  0.00275098
          82     1.08499     1.08818  0.00271771
          83     1.08872     1.08818  0.00268498
          84     1.09262     1.08824  0.00265353
          85     1.09666     1.08834  0.00262416
          86     1.10084     1.08848  0.00259767
          87     1.10515     1.08867  0.00257487
          88     1.10957     1.08891  0.00255653
          89     1.11408     1.08919   0.0025434
          90     1.11868     1.08952  0.00253616
          91     1.12335     1.08989  0.00253539
          92     1.12806     1.09031  0.00254154
          93      1.1328     1.09077  0.00255495
          94     1.13754     1.09126  0.00257577
          95     1.14228      1.0918  0.00260403
          96     1.14697     1.09237  0.00263957
          97     1.15161     1.09299  0.00268208
          98     1.15618     1.09363  0.00273112
          99     1.16063     1.09431  0.00278613
         100     1.16497     1.09501  0.00284646
         101     1.16915     1.09575  0.00291138
         102     1.17316     1.09651  0.00298013
         103     1.17699     1.09729  0.00305192
         104     1.18061     1.09809  0.00312595
         105     1.18399     1.09891  0.00320146
         106     1.18714     1.09974  0.00327767
         107     1.19002     1.10058  0.00335389
         108     1.19264     1.10144  0.00342945
         109     1.19498     1.10229  0.00350372
         110     1.19703     1.10315  0.00357616
         111     1.19879     1.10402  0.00364624
         112     1.20025     1.10488  0.00371354
         113     1.20141     1.10573  0.00377766
         114     1.20228     1.10658  0.00383829
         115     1.20286     1.10741  0.00389516
         116     1.20316     1.10824  0.00394807
         117      1.2032     1.10905  0.00399687
         118     1.20298     1.10985  0.00404148
         119     1.20252     1.11063  0.00408186
         120     1.20184     1.11139  0.00411801
         121     1.20097     1.11213  0.00414999
         122     1.19992     1.11285  0.00417789
         123     1.19872     1.11354  0.00420185
         124      1.1974     1.11422  0.00422204
         125     1.19599     1.11487  0.00423864
         126     1.19451     1.11551  0.00425186
         127       1.193     1.11612  0.00426194
         128     1.19149     1.11671  0.00426913
         129        1.19     1.11727  0.00427367
         130     1.18856     1.11782  0.00427583
         131      1.1872     1.11835  0.00427586
         132     1.18594     1.11886  0.00427402
         133     1.18482     1.11936  0.00427055
         134     1.18384     1.11984  0.00426571
         135     1.18303     1.12031  0.00425971
         136     1.18239     1.12077  0.00425277
         137     1.18193     1.12121   0.0042451
         138     1.18167     1.12165  0.00423689
         139      1.1816     1.12208   0.0042283
         140     1.18171     1.12251  0.00421949
         141       1.182     1.12293  0.00421061
         142     1.18247     1.12335  0.00420179
         143      1.1831     1.12377  0.00419313
         144     1.18386     1.12418  0.00418472
         145     1.18476      1.1246  0.00417666
         146     1.18575     1.12502    0.004169
         147     1.18684     1.12544   0.0041618
         148     1.18798     1.12586  0.00415508
         149     1.18917     1.12629  0.00414885
         150     1.19037     1.12672  0.00414313
         151     1.19157     1.12714   0.0041379
         152     1.19275     1.12758  0.00413312
         153     1.19388     1.12801  0.00412876
         154     1.19494     1.12844  0.00412477
         155     1.19593     1.12888  0.00412107
         156     1.19681     1.12932  0.00411759
         157     1.19758     1.12975  0.00411426
         158     1.19822     1.13018  0.00411098
         159     1.19873     1.13061  0.00410767
         160     1.19908     1.13104  0.00410423
         161     1.19928     1.13147  0.00410056
         162     1.19932     1.13189  0.00409659
         163     1.19919      1.1323  0.00409221
         164     1.19889      1.1327  0.00408735
         165     1.19841      1.1331  0.00408194
         166     1.19776     1.13349  0.00407589
         167     1.19694     1.13387  0.00406915
         168     1.19595     1.13424  0.00406167
         169     1.19479      1.1346  0.00405341
         170     1.19348     1.13495  0.00404434
         171       1.192     1.13528  0.00403442
         172     1.19037      1.1356  0.00402366
         173     1.18859     1.13591  0.00401204
         174     1.18667      1.1362  0.00399958
         175     1.18461     1.13647  0.00398628
         176     1.18242     1.13674  0.00397217
         177      1.1801     1.13698  0.00395727
         178     1.17766     1.13721  0.00394164
         179      1.1751     1.13742  0.00392529
         180     1.17242     1.13762   0.0039083
         181     1.16963     1.13779  0.00389071
         182     1.16673     1.13795  0.00387258
         183     1.16373     1.13809  0.00385398
         184     1.16062     1.13821  0.00383498
         185     1.15741     1.13832  0.00381565
         186     1.15411      1.1384  0.00379608
         187     1.15071     1.13847  0.00377635
         188     1.14721     1.13852  0.00375655
         189     1.14363     1.13854  0.00373677
         190     1.13998     1.13855  0.00371711
         191     1.13625     1.13854  0.00369767
         192     1.13246     1.13851  0.00367855
         193     1.12863     1.13846  0.00365984
         194     1.12476     1.13838  0.00364166
         195     1.12087     1.13829  0.00362409
         196     1.11699     1.13819  0.00360723
         197     1.11312     1.13806  0.00359116
         198     1.10931     1.13791  0.00357596
         199     1.10555     1.13775  0.00356169
         200      1.1019     1.13757  0.00354839
         201     1.09836     1.13738  0.00353609
         202     1.09497     1.13717  0.00352481
         203     1.09175     1.13694  0.00351454
         204     1.08873     1.13671  0.00350525
         205     1.08593     1.13646  0.00349689
         206     1.08337      1.1362   0.0034894
         207     1.08107     1.13593  0.00348269
         208     1.07905     1.13566  0.00347667
         209     1.07732     1.13538  0.00347123
         210     1.07588      1.1351  0.00346624
         211     1.07474     1.13481   0.0034616
         212      1.0739     1.13453  0.00345718
         213     1.07335     1.13424  0.00345286
         214     1.07309     1.13395  0.00344852
         215      1.0731     1.13367  0.00344408
         216     1.07338     1.13339  0.00343943
         217     1.07389     1.13312  0.00343449
         218     1.07462     1.13285   0.0034292
         219     1.07556     1.13259   0.0034235
         220     1.07666     1.13233  0.00341737
         221     1.07792     1.13209  0.00341076
         222     1.07929     1.13185  0.00340368
         223     1.08075     1.13162  0.00339612
         224     1.08228      1.1314  0.00338809
         225     1.08385     1.13119  0.00337962
         226     1.08544     1.13098  0.00337072
         227     1.08701     1.13079  0.00336144
         228     1.08854     1.13061   0.0033518
         229     1.09002     1.13043  0.00334184
         230     1.09142     1.13026  0.00333161
         231     1.09272      1.1301  0.00332115
         232     1.09392     1.12994   0.0033105
         233     1.09499     1.12979  0.00329968
         234     1.09592     1.12965  0.00328876
         235      1.0967     1.12951  0.00327775
         236     1.09733     1.12937   0.0032667
         237     1.09779     1.12924  0.00325563
         238     1.09809     1.12911  0.00324458
         239     1.09823     1.12898  0.00323357
         240     1.09821     1.12885  0.00322264
         241     1.09802     1.12872  0.00321181
         242     1.09769     1.12859  0.00320109
         243     1.09721     1.12846  0.00319052
         244     1.09659     1.12833  0.00318012
         245     1.09585      1.1282   0.0031699
         246     1.09501     1.12806  0.00315989
         247     1.09407     1.12793  0.00315009
         248     1.09305     1.12779  0.00314053
         249     1.09196     1.12764  0.00313121
         250     1.09084     1.12749  0.00312214
         251     1.08968     1.12734  0.00311334
         252     1.08852     1.12719  0.00310479
         253     1.08736     1.12703  0.00309651
         254     1.08623     1.12687  0.00308848
         255     1.08515     1.12671   0.0030807
         256     1.08413     1.12654  0.00307315
         257     1.08318     1.12637  0.00306582
         258     1.08233      1.1262  0.00305869
         259     1.08158     1.12603  0.00305173
         260     1.08094     1.12586  0.00304492
         261     1.08042     1.12568  0.00303822
         262     1.08003     1.12551  0.00303162
         263     1.07977     1.12533  0.00302508
         264     1.07964     1.12516  0.00301857
         265     1.07964     1.12499  0.00301206
         266     1.07977     1.12482  0.00300553
         267     1.08003     1.12465  0.00299895
         268      1.0804     1.12449   0.0029923
         269     1.08088     1.12432  0.00298557
         270     1.08146     1.12417  0.00297873
         271     1.08212     1.12401  0.00297177
         272     1.08285     1.12386   0.0029647
         273     1.08364     1.12371  0.00295749
         274     1.08447     1.12357  0.00295017
         275     1.08533     1.12343  0.00294271
         276     1.08619      1.1233  0.00293514
         277     1.08705     1.12316  0.00292746
         278     1.08789     1.12304  0.00291968
         279      1.0887     1.12291  0.00291181
         280     1.08945     1.12279  0.00290386
         281     1.09015     1.12268  0.00289585
         282     1.09076     1.12257  0.00288779
         283     1.09129     1.12246   0.0028797
         284     1.09173     1.12235  0.00287159
         285     1.09205     1.12224  0.00286348
         286     1.09227     1.12214  0.00285539
         287     1.09237     1.12203  0.00284732
         288     1.09235     1.12193   0.0028393
         289     1.09221     1.12183  0.00283134
         290     1.09195     1.12172  0.00282345
         291     1.09156     1.12162  0.00281565
         292     1.09107     1.12151  0.00280795
         293     1.09046     1.12141  0.00280036
         294     1.08975      1.1213  0.00279291
         295     1.08894     1.12119  0.00278559
         296     1.08805     1.12108  0.00277843
         297     1.08708     1.12097  0.00277143
         298     1.08606     1.12085  0.00276461
         299     1.08498     1.12073  0.00275796
         300     1.08386     1.12061  0.00275151
         301     1.08273     1.12048  0.00274524
         302     1.08158     1.12035  0.00273917
         303     1.08044     1.12022   0.0027333
         304     1.07932     1.12008  0.00272761
         305     1.07823     1.11995  0.00272212
         306     1.07717     1.11981  0.00271681
         307     1.07618     1.11967  0.00271168
         308     1.07524     1.11952  0.00270671
         309     1.07438     1.11937  0.00270189
         310     1.07359     1.11923  0.00269721
         311     1.07288     1.11908  0.00269265
         312     1.07227     1.11893  0.00268819
         313     1.07174     1.11878  0.00268383
         314     1.07131     1.11863  0.00267953
         315     1.07097     1.11847  0.00267529
         316     1.07073     1.11832  0.00267109
         317     1.07058     1.11817  0.00266691
         318     1.07052     1.11802  0.00266273
         319     1.07054     1.11787  0.00265854
         320     1.07066     1.11773  0.00265432
         321     1.07085     1.11758  0.00265007
         322     1.07112     1.11744  0.00264576
         323     1.07147     1.11729  0.00264139
         324     1.07188     1.11715  0.00263696
         325     1.07236     1.11702  0.00263244
         326     1.07291     1.11688  0.00262784
         327     1.07352     1.11675  0.00262315
         328     1.07418     1.11662  0.00261836
         329      1.0749     1.11649  0.00261347
         330     1.07567     1.11637  0.00260848
         331      1.0765     1.11625  0.00260338
         332     1.07738     1.11613  0.00259817
         333      1.0783     1.11602  0.00259285
         334     1.07928     1.11591  0.00258741
         335      1.0803      1.1158  0.00258187
         336     1.08138      1.1157  0.00257622
         337     1.08251      1.1156  0.00257046
         338     1.08369     1.11551  0.00256458
         339     1.08493     1.11542   0.0025586
         340     1.08623     1.11533  0.00255252
         341      1.0876     1.11525  0.00254633
         342     1.08904     1.11517  0.00254004
         343     1.09056      1.1151  0.00253364
         344     1.09216     1.11503  0.00252716
         345     1.09385     1.11497  0.00252058
         346     1.09564     1.11492  0.00251391
         347     1.09753     1.11487  0.00250717
         348     1.09952     1.11482  0.00250035
         349     1.10163     1.11478  0.00249347
         350     1.10386     1.11475  0.00248654
         351      1.1062     1.11473  0.00247958
         352     1.10867     1.11471  0.00247259
         353     1.11126      1.1147  0.00246561
         354     1.11398      1.1147  0.00245864
         355      1.1168      1.1147  0.00245172
         356     1.11974     1.11472  0.00244488
         357     1.12278     1.11474  0.00243813
         358     1.12591     1.11477  0.00243152
         359     1.12913     1.11481  0.00242508
         360      1.1324     1.11486  0.00241883
         361     1.13573     1.11492  0.00241282
         362     1.13909     1.11499  0.00240708
         363     1.14246     1.11506  0.00240164
         364     1.14582     1.11515  0.00239653
         365     1.14916     1.11524  0.00239177
         366     1.15245     1.11534   0.0023874
         367     1.15569     1.11545  0.00238342
         368     1.15884     1.11557  0.00237986
         369     1.16188     1.11569  0.00237672
         370     1.16482     1.11583    0.002374
         371     1.16762     1.11597   0.0023717
         372     1.17027     1.11611  0.00236982
         373     1.17277     1.11626  0.00236833
         374     1.17509     1.11642  0.00236721
         375     1.17723     1.11658  0.00236644
         376     1.17917     1.11675    0.002366
         377     1.18092     1.11692  0.00236584
         378     1.18245     1.11709  0.00236592
         379     1.18377     1.11727  0.00236621
         380     1.18486     1.11745  0.00236666
         381     1.18573     1.11763  0.00236722
         382     1.18637     1.11781  0.00236786
         383     1.18677     1.11799  0.00236851
         384     1.18693     1.11817  0.00236914
