#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1    -0.76146    -0.76146           0
           2    -0.76106    -0.76126 0.000141421
           3   -0.761964   -0.761495 0.000213544
           4    -0.76362   -0.762026 0.000487224
           5   -0.764588   -0.762538  0.00060164
           6   -0.763224   -0.762653 0.000512103
           7     -0.7615   -0.762488 0.000464666
           8    -0.75888   -0.762037 0.000585906
           9   -0.759968   -0.761807 0.000564105
          10    -0.76288   -0.761914 0.000517797
          11   -0.761304   -0.761859 0.000473689
          12   -0.762676   -0.761927 0.000439081
          13   -0.762856   -0.761998  0.00041108
          14   -0.760552   -0.761895 0.000394487
          15   -0.765072   -0.762107 0.000421221
          16   -0.764192   -0.762237 0.000414564
          17    -0.76056   -0.762139 0.000401746
          18    -0.76094   -0.762072 0.000384906
          19   -0.763008   -0.762121 0.000367787
          20   -0.761656   -0.762098 0.000350132
