#     BLOCK:   ACTUAL_T:     T_AVE:       ERROR:
           1     1.12352     1.12352           0
           2     1.12356     1.12354 1.70099e-05
           3     1.12347     1.12352 2.15411e-05
           4     1.12324     1.12345 6.20458e-05
           5     1.12287     1.12333 0.000114965
           6     1.12236     1.12317 0.000176561
           7     1.12171     1.12296 0.000245312
           8     1.12093     1.12271 0.000320152
           9     1.12002     1.12241 0.000400075
          10       1.119     1.12207 0.000484122
          11     1.11786     1.12169 0.000571375
          12     1.11663     1.12127  0.00066091
          13     1.11532     1.12081 0.000751829
          14     1.11394     1.12032 0.000843288
          15      1.1125      1.1198 0.000934482
          16     1.11102     1.11925   0.0010246
          17     1.10951     1.11867  0.00111281
          18     1.10801     1.11808  0.00119834
          19     1.10652     1.11747  0.00128044
          20     1.10507     1.11685   0.0013584
          21     1.10366     1.11622   0.0014316
          22     1.10233     1.11559  0.00149947
          23     1.10107     1.11496  0.00156155
          24     1.09991     1.11433  0.00161749
          25     1.09886     1.11372  0.00166705
          26     1.09792     1.11311  0.00171006
          27      1.0971     1.11252  0.00174649
          28      1.0964     1.11194  0.00177639
          29     1.09583     1.11138   0.0017999
          30     1.09538     1.11085  0.00181728
          31     1.09504     1.11034  0.00182886
          32      1.0948     1.10985  0.00183507
          33     1.09466     1.10939  0.00183635
          34     1.09459     1.10896  0.00183323
          35     1.09459     1.10855  0.00182623
          36     1.09464     1.10816  0.00181589
          37     1.09473      1.1078  0.00180274
          38     1.09484     1.10746  0.00178729
          39     1.09495     1.10714     0.00177
          40     1.09506     1.10684  0.00175133
          41     1.09514     1.10655  0.00173167
          42      1.0952     1.10628  0.00171137
          43     1.09523     1.10602  0.00169076
          44     1.09522     1.10578  0.00167007
          45     1.09516     1.10554  0.00164953
          46     1.09507     1.10531  0.00162931
          47     1.09494     1.10509  0.00160953
          48     1.09478     1.10488  0.00159027
          49      1.0946     1.10467   0.0015716
          50      1.0944     1.10446  0.00155353
          51      1.0942     1.10426  0.00153603
          52     1.09402     1.10406  0.00151907
          53     1.09385     1.10387  0.00150258
          54     1.09372     1.10368  0.00148646
          55     1.09364      1.1035  0.00147062
          56      1.0936     1.10332  0.00145495
          57     1.09362     1.10315  0.00143935
          58     1.09371     1.10299  0.00142371
          59     1.09387     1.10284  0.00140796
          60     1.09409     1.10269  0.00139202
          61     1.09438     1.10255  0.00137585
          62     1.09473     1.10243  0.00135944
          63     1.09514     1.10231  0.00134278
          64     1.09559     1.10221  0.00132589
