#     BLOCK:   ACTUAL_T:     T_AVE:       ERROR:
           1     1.10106     1.10106           0
           2     1.10018     1.10062 0.000309397
           3      1.0994     1.10021 0.000390564
           4     1.09872     1.09984 0.000436643
           5     1.09814      1.0995 0.000463551
           6     1.09766     1.09919 0.000477167
           7     1.09728     1.09892 0.000480775
           8       1.097     1.09868 0.000476682
           9     1.09681     1.09847 0.000466644
          10     1.09671      1.0983  0.00045206
          11     1.09668     1.09815 0.000434132
          12     1.09672     1.09803 0.000413936
          13     1.09682     1.09794 0.000392444
          14     1.09696     1.09787 0.000370525
          15     1.09714     1.09782 0.000348957
          16     1.09734     1.09779 0.000328406
          17     1.09755     1.09777  0.00030938
          18     1.09776     1.09777 0.000292193
          19     1.09795     1.09778 0.000276957
          20     1.09811      1.0978 0.000263576
          21     1.09822     1.09782 0.000251786
          22     1.09828     1.09784 0.000241212
          23     1.09828     1.09786 0.000231465
          24     1.09819     1.09787 0.000222243
          25     1.09803     1.09788  0.00021344
          26     1.09777     1.09788 0.000205273
          27     1.09741     1.09786 0.000198393
          28     1.09694     1.09783 0.000193976
          29     1.09637     1.09778 0.000193702
          30     1.09567      1.0977   0.0001995
          31     1.09487     1.09761 0.000213053
          32     1.09394      1.0975 0.000235297
          33      1.0929     1.09736 0.000266272
          34     1.09174     1.09719  0.00030539
          35     1.09048       1.097 0.000351822
          36      1.0891     1.09678 0.000404715
          37     1.08763     1.09654 0.000463266
          38     1.08606     1.09626 0.000526741
          39     1.08441     1.09596 0.000594472
          40     1.08268     1.09562 0.000665851
          41     1.08089     1.09526 0.000740305
          42     1.07904     1.09488  0.00081725
          43     1.07716     1.09447 0.000896117
          44     1.07525     1.09403 0.000976367
          45     1.07333     1.09357  0.00105748
          46     1.07141     1.09309  0.00113892
          47     1.06951     1.09259  0.00122016
          48     1.06765     1.09207  0.00130068
          49     1.06582     1.09153     0.00138
          50     1.06407     1.09098  0.00145763
          51     1.06238     1.09042  0.00153313
          52     1.06079     1.08985  0.00160606
          53      1.0593     1.08927  0.00167602
          54     1.05792     1.08869  0.00174266
          55     1.05667     1.08811  0.00180565
          56     1.05554     1.08753  0.00186472
          57     1.05456     1.08695  0.00191961
          58     1.05372     1.08638  0.00197015
          59     1.05304     1.08581  0.00201618
          60      1.0525     1.08526  0.00205761
          61     1.05211     1.08472   0.0020944
          62     1.05187     1.08419  0.00212655
          63     1.05177     1.08367  0.00215414
          64      1.0518     1.08317  0.00217728
          65     1.05196     1.08269   0.0021961
          66     1.05223     1.08223  0.00221081
          67      1.0526     1.08179  0.00222161
          68     1.05305     1.08137  0.00222877
          69     1.05358     1.08096  0.00223257
          70     1.05415     1.08058  0.00223329
          71     1.05476     1.08022  0.00223124
