x y z
200.675 201.334 198.449
199.056 199.645 196.679
197.685 196.875 198.728
197.685 196.875 198.728
196.648 199.347 196.533
196.648 199.347 196.533
199.613 197.865 194.983
199.613 197.865 194.983
197.836 194.261 194.234
197.994 195.095 194.892
197.174 194.54 195.824
197.174 194.54 195.824
194.816 193.382 195.664
194.816 193.382 195.664
195.664 193.979 194.176
197.234 194.669 193.036
195.625 194.964 191.236
195.46 194.698 188.025
194.232 195.31 187.038
193.027 197.734 187.488
193.027 197.734 187.488
193.09 196.205 186.007
193.09 196.205 186.007
193.09 196.205 186.007
194.232 196.899 186.01
194.232 196.899 186.01
193.394 197.047 185.616
193.394 197.047 185.616
193.394 197.047 185.616
193.394 197.047 185.616
190.135 197.433 188.628
187.524 197.72 191.958
186.755 197.473 191.411
186.755 197.473 191.411
187.071 198.351 191.12
185.715 197.395 192.184
183.589 198.662 192.776
182.725 198.506 192.965
182.725 198.506 192.965
182.73 194.698 193.73
182.492 192.56 191.991
181.33 194.415 191.575
182.595 190.933 190.684
184.739 190.192 188.763
187.298 190.099 187.309
187.298 190.099 187.309
187.187 189.672 187.919
187.187 189.672 187.919
185.056 186.293 187.972
183.979 184.213 187.805
185.815 182.434 187.078
185.815 182.434 187.078
185.815 182.434 187.078
185.859 183.025 185.849
187.295 180.546 182.267
185.444 178.365 180.46
185.444 178.365 180.46
185.444 178.365 180.46
184.251 175.099 180.386
180.343 173.302 176.766
181.26 170.134 177.261
181.109 168.029 176.326
179.871 167.262 173.968
181.028 170.118 170.435
177.899 172.096 170.116
176.884 173.229 167.501
176.884 173.229 167.501
176.884 173.229 167.501
176.884 173.229 167.501
180.315 174.182 165.752
182.592 173.325 168.843
181.809 174.023 171.678
185.859 171.137 170.076
185.859 171.137 170.076
184.264 172.54 169.05
184.264 172.54 169.05
184.893 172.17 165.344
185.664 169.831 162.88
183.211 170.554 158.74
181.108 170.786 159.828
177.848 169.034 159.103
175.394 167.48 158.03
177.292 165.646 159.485
179.086 164.958 158.002
179.086 164.958 158.002
179.193 164.093 158.224
181.732 163.877 158.817
181.732 163.877 158.817
181.732 163.877 158.817
179.973 162.104 156.648
179.973 162.104 156.648
181.539 161.721 152.99
181.562 158.797 155.097
181.263 157.648 156.062
178.079 158.78 157.662
177.324 161.874 158.174
177.324 161.874 158.174
176.297 161.139 159.095
177.704 160.86 156.731
177.829 160.12 155.558
178.08 159.519 155.79
178.422 158.084 156.411
178.422 158.084 156.411
180.768 157.839 153.554
178.246 157.255 152.573
177.72 156.839 151.794
174.904 157.448 150.604
174.265 155.96 149.031
174.284 157.36 148.16
174.284 157.36 148.16
174.284 157.36 148.16
169.592 159.639 147.063
169.026 160.256 146.954
169.378 156.951 146.794
167.256 157.708 145.624
164.228 154.779 145.286
164.228 154.779 145.286
164.228 154.779 145.286
162.332 155.004 145.287
159.602 151.808 147.255
160.963 151.785 145.369
162.212 149.222 143.34
160.376 148.535 141.826
159.79 148.776 141.314
159.79 148.776 141.314
158.595 149.724 141.2
158.595 149.724 141.2
158.595 149.724 141.2
158.595 149.724 141.2
157.055 149.073 141.356
157.015 149.573 140.497
156.762 146.082 140.722
157.617 147.787 140.633
157.747 146.023 140.303
157.747 146.023 140.303
154.102 144.293 137.878
154.611 141.383 140.323
153.411 139.487 137.806
154.122 138.177 137.818
154.244 137.594 135.517
154.244 137.594 135.517
152.437 134.678 135.228
153.528 134.501 135.565
154.211 133.842 131.777
154.211 133.842 131.777
154.211 133.842 131.777
153.818 131.993 132.188
153.092 129.049 131.782
154.177 128.379 131.271
155.051 128.242 130.543
153.316 132.192 130.436
154.422 129.966 129.026
154.852 127.234 130.755
152.019 127.312 128.566
151.517 127.069 128.557
150.262 127.767 129.979
150.262 127.767 129.979
150.644 126.769 128.184
150.668 124.864 126.465
150.348 122.997 124.307
150.348 122.997 124.307
150.348 122.997 124.307
150.781 120.393 124.273
150.781 120.393 124.273
153.966 117.011 123.383
155.609 115.762 123.266
157.636 113.894 122.913
152.718 115.46 123.827
152.718 115.46 123.827
152.718 115.46 123.827
152.718 115.46 123.827
152.718 115.46 123.827
152.718 115.46 123.827
152.757 115.504 122.167
152.247 112.666 121.036
154.901 115.25 121.847
155.197 113.845 125.009
155.197 113.845 125.009
153.045 114.295 124.733
153.045 114.295 124.733
153.116 115.638 123.559
153.116 115.638 123.559
153.124 113.581 125.538
151.283 115.08 122.912
151.979 114.402 123.067
153.245 114.02 122.915
153.245 114.02 122.915
153.455 114.816 122.932
150.949 113.983 120.136
150.949 113.983 120.136
147.837 109.937 119.356
147.837 109.937 119.356
147.76 111.953 117.354
148.872 107.997 116.314
150.23 107.251 118.94
149.54 108.399 120.068
150.215 109.263 119.56
147.992 109.816 120.535
147.992 109.816 120.535
144.465 111.385 122.345
143.98 111.272 122.516
143.98 111.272 122.516
141.251 110.437 122.014
140.88 110.046 121.119
140.88 110.046 121.119
140.88 110.046 121.119
140.88 110.046 121.119
140.88 110.046 121.119
140.88 110.046 121.119
140.88 110.046 121.119
140.88 110.046 121.119
138.816 107.955 122.102
136.269 111.626 122.3
137.653 110.218 122.107
136.489 110.146 125.52
135.218 108.691 126.909
139.563 106.605 126.476
136.994 105.667 127.356
135.134 106.14 126.055
134.644 106.728 125.234
135.388 105.095 124.409
135.388 105.095 124.409
131.462 105.465 121.798
131.462 105.465 121.798
131.462 105.465 121.798
131.462 105.465 121.798
131.462 105.465 121.798
131.462 105.465 121.798
131.462 105.465 121.798
132.549 107.264 120.329
132.549 107.264 120.329
130.534 105.994 116.135
