x y z
-3.4855 -2.1112 -5.01811
-1.25623 -0.833917 5.37636
-1.38058 -0.777546 -2.56765
3.19025 -2.53223 -2.54864
-0.921939 -3.55297 4.68015
-1.0148 -1.00844 -6.12746
-0.878081 0.583884 -7.27768
-3.50404 -1.94948 5.99514
1.30459 -0.325933 4.76813
-1.622 1.40023 -3.65786
8.75985 -0.597977 5.94231
6.06885 4.4445 -6.56346
1.5825 -6.59148 -3.95593
2.03255 -3.5093 -4.02376
2.47994 -0.682351 -2.53185
-0.440746 -3.04389 4.18368
0.435852 -0.701786 0.815014
-0.561807 -0.856748 1.26923
-1.51361 0.995242 -5.11659
0.150798 1.48165 -3.47896
1.47665 -1.17484 -6.84167
-2.60165 -1.4111 -2.94016
0.309164 2.35336 3.55599
-3.36826 -3.24173 5.35935
-1.09671 1.0571 1.7468
0.493353 -0.184315 2.64077
-1.79648 0.331293 2.92456
-0.394062 0.33999 -2.50989
-2.04678 -4.42862 3.70934
-1.49847 -2.54337 -3.18052
-1.38168 -1.18035 -3.08466
-0.197793 -0.499313 -3.47963
3.51416 3.72705 4.69801
1.96586 0.0150681 3.22318
-1.41198 2.5441 -4.13354
1.30426 -5.24655 -6.97107
-2.04021 -4.16805 2.1088
0.573026 -0.0357727 3.58035
-5.85056 -1.58077 1.35443
-0.74132 -0.747154 -2.17225
-0.0696624 -0.800188 -7.33036
-1.81693 -1.49689 6.79362
-2.15329 -1.43104 3.8008
1.25626 -3.80369 -1.05382
-0.953029 0.548445 1.3431
3.7451 -0.535343 -4.16952
-0.0535235 0.208333 -4.36726
-3.49285 5.30572 -4.82418
-0.0461748 -0.573472 1.32446
1.61717 -0.00404925 4.26012
-6.68951 -1.25433 -0.971766
-5.07592 2.40321 -8.08643
0.0312172 -1.18245 -6.2678
-0.398856 2.73802 -5.16993
-5.02482 0.371526 6.97099
-3.10945 -2.75195 7.07553
0.545925 -1.7131 1.31463
-0.444662 0.70687 2.29725
1.67218 2.49745 -3.93609
0.55194 -4.15977 -7.30221
1.91698 2.67533 -5.15872
-0.751718 -1.71639 -1.74771
-1.13118 -0.241868 -5.80361
1.44485 -1.67209 1.39061
