x y z
199.094 199.208 200.551
199.039 199.38 201.043
199.039 199.38 201.043
199.702 198.231 200.247
199.172 198.341 199.089
198.127 198.952 198.448
198.111 199.567 198.398
197.53 198.941 198.331
197.81 199.134 197.332
198.847 199.744 197.336
199.293 199.43 197.701
199.721 198.466 196.791
199.907 199.282 195.718
199.907 199.282 195.718
200.912 200.338 196.47
200.033 199.266 196.982
201.198 199.024 196.437
201.29 198.501 196.392
200.605 197.344 195.467
200.027 196.481 196.432
200.027 196.481 196.432
199.31 195.663 196.852
199.07 195.247 198.019
198.918 194.116 198.849
198.918 194.116 198.849
198.918 194.116 198.849
199.835 193.613 199.526
199.835 193.613 199.526
199.26 194.469 199.641
199.26 194.469 199.641
198.88 195.093 198.535
198.88 195.093 198.535
197.815 194.08 197.544
198.519 193.141 197.175
198.378 194.189 198.174
197.365 193.636 199.139
198.144 193.987 198.389
197.088 193.103 197.22
197.088 193.103 197.22
197.088 193.103 197.22
197.324 192.5 197.84
197.314 193.43 197.502
197.314 193.43 197.502
197.314 193.43 197.502
196.114 193.805 197.013
196.412 194.12 196.078
196.412 194.12 196.078
196.412 194.12 196.078
196.412 194.12 196.078
196.696 193.279 196.171
196.792 192.98 196.562
196.031 191.801 196.384
195.332 190.679 195.968
195.362 190.606 196.016
194.289 190.771 196.985
193.792 190.997 196.329
192.773 190.08 195.17
191.883 190.47 194.799
190.835 189.324 194.931
191.439 188.13 194.668
191.353 187.418 195.437
191.353 187.418 195.437
191.353 187.418 195.437
190.913 187.4 196.006
190.528 187.392 196.635
190.68 186.651 197.037
189.788 187.123 197.013
189.632 187.512 197.03
189.364 186.573 195.866
188.709 186.442 195.543
188.488 185.465 196.592
189.147 185.849 195.668
189.389 185.583 195.831
189.389 185.583 195.831
188.212 185.196 195.914
188.212 185.196 195.914
188.212 185.196 195.914
187.982 184.928 195.121
188.882 184.471 194.265
188.882 184.471 194.265
188.882 184.471 194.265
188.662 183.392 195.167
187.796 182.275 194.07
187.796 182.275 194.07
187.235 181.679 195.047
186.277 181.147 194.213
186.277 181.147 194.213
186.277 181.147 194.213
186.111 182.04 193.378
186.111 182.04 193.378
186.111 182.04 193.378
186.135 181.78 192.977
186.135 181.78 192.977
187.154 181.937 193.079
187.154 181.937 193.079
187.154 181.937 193.079
186.202 182.592 192.952
186.73 182.39 192.977
186.059 183.392 192.342
186.059 183.392 192.342
185.436 184.074 193.319
184.696 183.104 194.431
185.509 183.258 193.264
185.956 183.126 193.679
185.834 182.103 194.836
185.834 182.103 194.836
187.028 182.058 194.283
187.888 181.053 193.414
188.027 180.183 192.413
187.01 181.109 192.084
186.456 180.547 192.483
186.787 179.936 191.433
