SA_step;Energy;Energy_error
93000;-0.450548;0.00599601
93100;-0.450548;0.00599601
93200;-0.451644;0.00779699
93300;-0.451644;0.00779699
93400;-0.451071;0.00677136
93500;-0.445627;0.00797431
93600;-0.444358;0.00653369
93700;-0.448802;0.00640049
93800;-0.449058;0.00694089
93900;-0.447635;0.0072198
94000;-0.450852;0.00685091
94100;-0.450852;0.00685091
94200;-0.450848;0.00684857
94300;-0.450848;0.00684857
94400;-0.450848;0.00684857
94500;-0.450848;0.00684857
94600;-0.450848;0.00684857
94700;-0.450848;0.00684857
94800;-0.449644;0.00543851
94900;-0.449644;0.00543851
95000;-0.449644;0.00543851
95100;-0.451162;0.0057369
95200;-0.451162;0.0057369
95300;-0.451162;0.0057369
95400;-0.450714;0.0061192
95500;-0.450714;0.0061192
95600;-0.450714;0.0061192
95700;-0.450714;0.0061192
95800;-0.450714;0.0061192
95900;-0.450714;0.0061192
96000;-0.450714;0.0061192
96100;-0.450714;0.0061192
96200;-0.450714;0.0061192
96300;-0.450714;0.0061192
96400;-0.450714;0.0061192
96500;-0.451929;0.00565504
96600;-0.451929;0.00565504
96700;-0.451929;0.00565504
96800;-0.451929;0.00565504
96900;-0.451929;0.00565504
97000;-0.451929;0.00565504
97100;-0.451929;0.00565504
97200;-0.451929;0.00565504
97300;-0.44888;0.0062966
97400;-0.448523;0.00804123
97500;-0.448062;0.00583932
97600;-0.448601;0.00969605
97700;-0.448601;0.00969605
97800;-0.448601;0.00969605
97900;-0.449331;0.00628039
98000;-0.449331;0.00628039
98100;-0.449331;0.00628039
98200;-0.449331;0.00628039
98300;-0.449331;0.00628039
98400;-0.448246;0.00628181
98500;-0.44514;0.00739939
98600;-0.448523;0.00804513
98700;-0.444756;0.00530419
98800;-0.446169;0.00837265
98900;-0.44663;0.00700206
99000;-0.451624;0.00779121
99100;-0.451624;0.00779121
99200;-0.450422;0.00573772
99300;-0.444721;0.00682874
99400;-0.444081;0.00747166
99500;-0.449569;0.00684468
99600;-0.449543;0.00674951
99700;-0.449543;0.00674951
99800;-0.449248;0.00716764
99900;-0.442815;0.00663539
100000;-0.44712;0.00666103
