SA_step;mu;sigma
25953;0.801332;0.603292
25954;0.801332;0.603292
25955;0.820076;0.620261
25956;0.832035;0.612108
25957;0.832035;0.612108
25958;0.832035;0.612108
25959;0.832035;0.612108
25960;0.832035;0.612108
25961;0.823381;0.59492
25962;0.823381;0.59492
25963;0.802652;0.620857
25964;0.798598;0.592121
25965;0.798598;0.592121
25966;0.811305;0.579619
25967;0.803513;0.600208
25968;0.803513;0.600208
25969;0.809346;0.58594
25970;0.808148;0.589713
25971;0.808148;0.589713
25972;0.794336;0.61858
25973;0.794336;0.61858
25974;0.807814;0.595787
25975;0.820504;0.62345
25976;0.783104;0.629786
25977;0.783104;0.629786
25978;0.783104;0.629786
25979;0.783104;0.629786
25980;0.792407;0.600311
25981;0.792407;0.600311
25982;0.792407;0.600311
25983;0.792407;0.600311
25984;0.778925;0.604629
25985;0.778925;0.604629
25986;0.778925;0.604629
25987;0.763495;0.593834
25988;0.763495;0.593834
25989;0.763495;0.593834
25990;0.763495;0.593834
25991;0.763495;0.593834
25992;0.763495;0.593834
25993;0.763495;0.593834
25994;0.763495;0.593834
25995;0.763495;0.593834
25996;0.763495;0.593834
25997;0.763495;0.593834
25998;0.773711;0.619204
25999;0.802139;0.622798
26000;0.802139;0.622798
26001;0.802139;0.622798
26002;0.823575;0.614052
26003;0.792788;0.603129
26004;0.792788;0.603129
26005;0.792788;0.603129
26006;0.759535;0.611391
26007;0.759535;0.611391
26008;0.759535;0.611391
26009;0.759535;0.611391
26010;0.759535;0.611391
26011;0.783726;0.63058
26012;0.783726;0.63058
26013;0.760931;0.6047
26014;0.760931;0.6047
26015;0.760931;0.6047
26016;0.760931;0.6047
26017;0.781991;0.617061
26018;0.761259;0.608088
26019;0.757179;0.602348
26020;0.757179;0.602348
26021;0.757179;0.602348
26022;0.757179;0.602348
26023;0.757179;0.602348
26024;0.757179;0.602348
26025;0.757179;0.602348
26026;0.757179;0.602348
26027;0.757179;0.602348
26028;0.757179;0.602348
26029;0.784176;0.593282
26030;0.80507;0.612005
26031;0.811222;0.613695
26032;0.811222;0.613695
26033;0.811222;0.613695
26034;0.802317;0.617692
26035;0.802317;0.617692
26036;0.802317;0.617692
26037;0.802317;0.617692
26038;0.802317;0.617692
26039;0.802317;0.617692
26040;0.802317;0.617692
26041;0.811929;0.630451
26042;0.811929;0.630451
26043;0.811929;0.630451
26044;0.811929;0.630451
26045;0.774319;0.621972
26046;0.774319;0.621972
26047;0.774319;0.621972
26048;0.774319;0.621972
26049;0.774319;0.621972
26050;0.774319;0.621972
26051;0.774319;0.621972
26052;0.774319;0.621972
26053;0.774319;0.621972
26054;0.774319;0.621972
26055;0.804123;0.601936
26056;0.804123;0.601936
26057;0.813774;0.578648
26058;0.813774;0.578648
26059;0.807624;0.592137
26060;0.803761;0.619241
26061;0.81234;0.608183
26062;0.785823;0.589112
26063;0.785823;0.589112
26064;0.785823;0.589112
26065;0.821854;0.594113
26066;0.821854;0.594113
26067;0.821854;0.594113
26068;0.821854;0.594113
26069;0.821854;0.594113
26070;0.821854;0.594113
26071;0.821854;0.594113
26072;0.821854;0.594113
26073;0.821854;0.594113
26074;0.821854;0.594113
26075;0.821854;0.594113
26076;0.821854;0.594113
26077;0.821854;0.594113
26078;0.799166;0.599692
26079;0.799166;0.599692
26080;0.773515;0.601934
26081;0.773515;0.601934
26082;0.773515;0.601934
26083;0.773515;0.601934
26084;0.773515;0.601934
26085;0.773515;0.601934
26086;0.773515;0.601934
26087;0.773515;0.601934
26088;0.773515;0.601934
26089;0.773515;0.601934
26090;0.773515;0.601934
26091;0.773515;0.601934
26092;0.773515;0.601934
26093;0.773515;0.601934
26094;0.773515;0.601934
26095;0.773515;0.601934
26096;0.773515;0.601934
26097;0.773515;0.601934
26098;0.772705;0.617184
26099;0.772705;0.617184
26100;0.772705;0.617184
26101;0.809956;0.60019
26102;0.809956;0.60019
26103;0.809956;0.60019
26104;0.809956;0.60019
26105;0.809956;0.60019
26106;0.809956;0.60019
26107;0.809956;0.60019
26108;0.809956;0.60019
26109;0.809956;0.60019
26110;0.809956;0.60019
26111;0.809956;0.60019
26112;0.809956;0.60019
26113;0.809956;0.60019
26114;0.809956;0.60019
26115;0.809956;0.60019
26116;0.809956;0.60019
26117;0.779441;0.597197
26118;0.779441;0.597197
26119;0.793008;0.595388
26120;0.793008;0.595388
26121;0.793008;0.595388
26122;0.819203;0.609662
26123;0.814903;0.613125
26124;0.796295;0.598465
26125;0.792836;0.617265
26126;0.792836;0.617265
26127;0.792836;0.617265
26128;0.781342;0.608366
26129;0.781342;0.608366
26130;0.818731;0.608753
26131;0.818731;0.608753
26132;0.818731;0.608753
26133;0.818731;0.608753
26134;0.818731;0.608753
26135;0.811587;0.589423
26136;0.784056;0.616373
26137;0.772557;0.595785
26138;0.772557;0.595785
26139;0.772557;0.595785
26140;0.772557;0.595785
26141;0.772557;0.595785
26142;0.772557;0.595785
26143;0.772557;0.595785
26144;0.811092;0.595088
26145;0.820396;0.605756
26146;0.856445;0.609228
26147;0.856445;0.609228
26148;0.856445;0.609228
26149;0.847948;0.60304
26150;0.847948;0.60304
26151;0.847948;0.60304
26152;0.824742;0.612501
26153;0.824742;0.612501
26154;0.824742;0.612501
26155;0.831591;0.617356
26156;0.831591;0.617356
26157;0.831591;0.617356
26158;0.831591;0.617356
26159;0.81631;0.597228
26160;0.81631;0.597228
26161;0.81631;0.597228
26162;0.81631;0.597228
26163;0.819253;0.587835
26164;0.819253;0.587835
26165;0.819253;0.587835
26166;0.819253;0.587835
26167;0.819253;0.587835
26168;0.829347;0.596458
26169;0.829347;0.596458
26170;0.829347;0.596458
26171;0.829347;0.596458
26172;0.829347;0.596458
26173;0.829347;0.596458
26174;0.829347;0.596458
26175;0.829347;0.596458
26176;0.829347;0.596458
26177;0.791889;0.620817
26178;0.791889;0.620817
26179;0.791889;0.620817
26180;0.791889;0.620817
26181;0.791889;0.620817
26182;0.791889;0.620817
26183;0.791889;0.620817
26184;0.791889;0.620817
26185;0.791889;0.620817
26186;0.791889;0.620817
26187;0.791889;0.620817
26188;0.791889;0.620817
26189;0.791889;0.620817
26190;0.791889;0.620817
26191;0.791889;0.620817
26192;0.791889;0.620817
26193;0.791889;0.620817
26194;0.791889;0.620817
26195;0.791889;0.620817
26196;0.791889;0.620817
26197;0.791889;0.620817
26198;0.791889;0.620817
26199;0.791889;0.620817
26200;0.791889;0.620817
26201;0.791889;0.620817
26202;0.791889;0.620817
26203;0.791889;0.620817
26204;0.791889;0.620817
26205;0.791889;0.620817
26206;0.791889;0.620817
26207;0.791889;0.620817
26208;0.791889;0.620817
26209;0.829238;0.59516
26210;0.829238;0.59516
26211;0.797951;0.602708
26212;0.794116;0.609766
26213;0.794116;0.609766
26214;0.794116;0.609766
26215;0.794116;0.609766
26216;0.794116;0.609766
26217;0.794116;0.609766
26218;0.794116;0.609766
26219;0.803355;0.600846
26220;0.803355;0.600846
26221;0.832969;0.620421
26222;0.832969;0.620421
26223;0.794878;0.609311
26224;0.794878;0.609311
26225;0.794878;0.609311
26226;0.794878;0.609311
26227;0.832484;0.60913
26228;0.858423;0.61842
26229;0.833155;0.602224
26230;0.833155;0.602224
26231;0.832187;0.580492
26232;0.832187;0.580492
26233;0.832187;0.580492
26234;0.798524;0.596232
26235;0.798524;0.596232
26236;0.782149;0.601167
26237;0.808328;0.615347
26238;0.794211;0.59516
26239;0.819188;0.603422
26240;0.803588;0.602678
26241;0.792838;0.58873
26242;0.810368;0.586176
26243;0.810368;0.586176
26244;0.810368;0.586176
26245;0.810368;0.586176
26246;0.828431;0.601478
26247;0.82502;0.575008
26248;0.82502;0.575008
26249;0.82502;0.575008
26250;0.849121;0.584475
26251;0.849121;0.584475
26252;0.849121;0.584475
26253;0.849121;0.584475
26254;0.849121;0.584475
26255;0.849121;0.584475
26256;0.849121;0.584475
26257;0.849121;0.584475
26258;0.834813;0.606138
26259;0.834813;0.606138
26260;0.834813;0.606138
26261;0.834813;0.606138
26262;0.85925;0.634207
26263;0.85925;0.634207
26264;0.852696;0.628615
26265;0.852696;0.628615
26266;0.852696;0.628615
26267;0.852696;0.628615
26268;0.852696;0.628615
26269;0.852696;0.628615
26270;0.852696;0.628615
26271;0.826299;0.622791
26272;0.826299;0.622791
26273;0.826299;0.622791
26274;0.826299;0.622791
26275;0.821851;0.60981
26276;0.821851;0.60981
26277;0.821851;0.60981
26278;0.821851;0.60981
26279;0.821851;0.60981
26280;0.821851;0.60981
26281;0.821851;0.60981
26282;0.821851;0.60981
26283;0.821851;0.60981
26284;0.804226;0.589883
26285;0.804226;0.589883
26286;0.804226;0.589883
26287;0.804226;0.589883
26288;0.804226;0.589883
26289;0.804226;0.589883
26290;0.798601;0.612471
26291;0.798601;0.612471
26292;0.798601;0.612471
26293;0.798601;0.612471
26294;0.798601;0.612471
26295;0.798601;0.612471
26296;0.798601;0.612471
26297;0.798601;0.612471
26298;0.798601;0.612471
26299;0.835201;0.613067
26300;0.835201;0.613067
26301;0.817536;0.59261
26302;0.811789;0.589781
26303;0.811789;0.589781
26304;0.811789;0.589781
26305;0.811789;0.589781
26306;0.811789;0.589781
26307;0.811789;0.589781
26308;0.811789;0.589781
26309;0.811789;0.589781
26310;0.811789;0.589781
26311;0.811789;0.589781
26312;0.799644;0.6062
26313;0.799644;0.6062
26314;0.804153;0.616592
26315;0.804153;0.616592
26316;0.808166;0.608963
26317;0.808166;0.608963
26318;0.846149;0.607921
26319;0.846149;0.607921
26320;0.846149;0.607921
26321;0.846149;0.607921
26322;0.851449;0.622436
26323;0.851449;0.622436
26324;0.851449;0.622436
26325;0.826602;0.611145
26326;0.826602;0.611145
26327;0.820789;0.63008
26328;0.82481;0.628881
26329;0.82481;0.628881
26330;0.82481;0.628881
26331;0.82481;0.628881
26332;0.82481;0.628881
26333;0.82481;0.628881
26334;0.82481;0.628881
26335;0.82481;0.628881
26336;0.82481;0.628881
26337;0.82481;0.628881
26338;0.82481;0.628881
26339;0.82481;0.628881
26340;0.818547;0.603221
26341;0.818547;0.603221
26342;0.790175;0.624864
26343;0.790175;0.624864
26344;0.790175;0.624864
26345;0.80804;0.611948
26346;0.80804;0.611948
26347;0.826632;0.592476
26348;0.803139;0.58883
26349;0.803139;0.58883
26350;0.803139;0.58883
26351;0.803139;0.58883
26352;0.803139;0.58883
26353;0.837028;0.604104
26354;0.837028;0.604104
26355;0.837028;0.604104
26356;0.837028;0.604104
26357;0.837028;0.604104
26358;0.837028;0.604104
26359;0.837028;0.604104
26360;0.837028;0.604104
26361;0.837028;0.604104
26362;0.837028;0.604104
26363;0.837028;0.604104
26364;0.837028;0.604104
26365;0.837028;0.604104
26366;0.837028;0.604104
26367;0.837028;0.604104
26368;0.837028;0.604104
26369;0.837028;0.604104
26370;0.837028;0.604104
26371;0.837028;0.604104
26372;0.837028;0.604104
26373;0.837028;0.604104
26374;0.837028;0.604104
26375;0.837028;0.604104
26376;0.837028;0.604104
26377;0.837028;0.604104
26378;0.837028;0.604104
26379;0.837028;0.604104
26380;0.837028;0.604104
26381;0.837028;0.604104
26382;0.837028;0.604104
26383;0.837028;0.604104
26384;0.837028;0.604104
26385;0.837028;0.604104
26386;0.837028;0.604104
26387;0.837028;0.604104
26388;0.837028;0.604104
26389;0.837028;0.604104
26390;0.837028;0.604104
26391;0.837028;0.604104
26392;0.837028;0.604104
26393;0.837028;0.604104
26394;0.808289;0.600169
26395;0.808289;0.600169
26396;0.808289;0.600169
26397;0.808289;0.600169
26398;0.808289;0.600169
26399;0.808289;0.600169
26400;0.808289;0.600169
26401;0.808289;0.600169
26402;0.809758;0.597911
26403;0.809758;0.597911
26404;0.809758;0.597911
26405;0.809758;0.597911
26406;0.809758;0.597911
26407;0.809758;0.597911
26408;0.834599;0.6045
26409;0.834599;0.6045
26410;0.834599;0.6045
26411;0.834599;0.6045
26412;0.834967;0.604695
26413;0.870568;0.627388
26414;0.839189;0.609636
26415;0.839189;0.609636
26416;0.839189;0.609636
26417;0.839189;0.609636
26418;0.839189;0.609636
26419;0.839189;0.609636
26420;0.839189;0.609636
26421;0.839189;0.609636
26422;0.839189;0.609636
26423;0.839189;0.609636
26424;0.839189;0.609636
26425;0.839189;0.609636
26426;0.839189;0.609636
26427;0.839189;0.609636
26428;0.839189;0.609636
26429;0.839189;0.609636
26430;0.839189;0.609636
26431;0.839189;0.609636
26432;0.839189;0.609636
26433;0.839189;0.609636
26434;0.839189;0.609636
26435;0.839189;0.609636
26436;0.839189;0.609636
26437;0.838563;0.618746
26438;0.838563;0.618746
26439;0.838563;0.618746
26440;0.838563;0.618746
26441;0.838563;0.618746
26442;0.817113;0.605978
26443;0.817113;0.605978
26444;0.817113;0.605978
26445;0.817113;0.605978
26446;0.817113;0.605978
26447;0.817113;0.605978
26448;0.817113;0.605978
26449;0.829346;0.588356
26450;0.81807;0.589894
26451;0.834555;0.592626
26452;0.834555;0.592626
26453;0.834555;0.592626
26454;0.854271;0.612812
26455;0.851142;0.609335
26456;0.851142;0.609335
26457;0.851142;0.609335
26458;0.82467;0.60518
26459;0.799839;0.585286
26460;0.825556;0.58111
26461;0.83964;0.605938
26462;0.83964;0.605938
26463;0.83964;0.605938
26464;0.83964;0.605938
26465;0.83964;0.605938
26466;0.83964;0.605938
26467;0.83964;0.605938
26468;0.83964;0.605938
26469;0.83964;0.605938
26470;0.83964;0.605938
26471;0.83964;0.605938
26472;0.83964;0.605938
26473;0.83964;0.605938
26474;0.83964;0.605938
26475;0.83964;0.605938
26476;0.83964;0.605938
26477;0.83964;0.605938
26478;0.83964;0.605938
26479;0.83964;0.605938
26480;0.83964;0.605938
26481;0.83964;0.605938
26482;0.83964;0.605938
26483;0.83964;0.605938
26484;0.83964;0.605938
26485;0.83964;0.605938
26486;0.83964;0.605938
26487;0.83964;0.605938
26488;0.83964;0.605938
26489;0.83964;0.605938
26490;0.83964;0.605938
26491;0.83964;0.605938
26492;0.83964;0.605938
26493;0.83964;0.605938
26494;0.83964;0.605938
26495;0.83964;0.605938
26496;0.83964;0.605938
26497;0.83964;0.605938
26498;0.83964;0.605938
26499;0.83964;0.605938
26500;0.83964;0.605938
26501;0.83964;0.605938
26502;0.83964;0.605938
26503;0.83964;0.605938
26504;0.83964;0.605938
26505;0.809406;0.610724
26506;0.809406;0.610724
26507;0.809406;0.610724
26508;0.809406;0.610724
26509;0.809406;0.610724
26510;0.844202;0.622561
26511;0.844202;0.622561
26512;0.844202;0.622561
26513;0.844202;0.622561
26514;0.844202;0.622561
26515;0.844202;0.622561
26516;0.844202;0.622561
26517;0.844202;0.622561
26518;0.844202;0.622561
26519;0.866252;0.628373
26520;0.866252;0.628373
26521;0.866252;0.628373
26522;0.866252;0.628373
26523;0.866252;0.628373
26524;0.866252;0.628373
26525;0.866252;0.628373
26526;0.866252;0.628373
26527;0.866252;0.628373
26528;0.866252;0.628373
26529;0.866252;0.628373
26530;0.866252;0.628373
26531;0.866252;0.628373
26532;0.866252;0.628373
26533;0.866252;0.628373
26534;0.866252;0.628373
26535;0.866252;0.628373
26536;0.866252;0.628373
26537;0.866252;0.628373
26538;0.866252;0.628373
26539;0.866252;0.628373
26540;0.866252;0.628373
26541;0.857543;0.618326
26542;0.826032;0.61611
26543;0.807737;0.612059
26544;0.807737;0.612059
26545;0.807737;0.612059
26546;0.807737;0.612059
26547;0.807737;0.612059
26548;0.807737;0.612059
26549;0.807737;0.612059
26550;0.807737;0.612059
26551;0.807737;0.612059
26552;0.807737;0.612059
26553;0.807737;0.612059
26554;0.807737;0.612059
26555;0.807737;0.612059
26556;0.807737;0.612059
26557;0.807737;0.612059
26558;0.807737;0.612059
26559;0.807737;0.612059
26560;0.807737;0.612059
26561;0.807737;0.612059
26562;0.807737;0.612059
26563;0.807737;0.612059
26564;0.774901;0.607845
26565;0.774901;0.607845
26566;0.814369;0.636143
26567;0.814369;0.636143
26568;0.814369;0.636143
26569;0.814369;0.636143
26570;0.814369;0.636143
26571;0.838026;0.609785
26572;0.838026;0.609785
26573;0.809145;0.594894
26574;0.809145;0.594894
26575;0.809145;0.594894
26576;0.809145;0.594894
26577;0.807153;0.611241
26578;0.807153;0.611241
26579;0.807153;0.611241
26580;0.807153;0.611241
26581;0.807153;0.611241
26582;0.807153;0.611241
26583;0.807153;0.611241
26584;0.783688;0.616595
26585;0.783688;0.616595
26586;0.783688;0.616595
26587;0.783688;0.616595
26588;0.783688;0.616595
26589;0.783688;0.616595
26590;0.783688;0.616595
26591;0.783688;0.616595
26592;0.783688;0.616595
26593;0.783688;0.616595
26594;0.783688;0.616595
26595;0.783688;0.616595
26596;0.765411;0.61507
26597;0.79172;0.593649
26598;0.79172;0.593649
26599;0.79172;0.593649
26600;0.79172;0.593649
26601;0.79172;0.593649
26602;0.79172;0.593649
26603;0.79172;0.593649
26604;0.79172;0.593649
26605;0.819113;0.609079
26606;0.819113;0.609079
26607;0.819113;0.609079
26608;0.819113;0.609079
26609;0.819113;0.609079
26610;0.819113;0.609079
26611;0.819113;0.609079
26612;0.819113;0.609079
26613;0.819113;0.609079
26614;0.819113;0.609079
26615;0.819113;0.609079
26616;0.819113;0.609079
26617;0.819113;0.609079
26618;0.819113;0.609079
26619;0.819113;0.609079
26620;0.819113;0.609079
26621;0.796349;0.625293
26622;0.796349;0.625293
26623;0.805688;0.603068
26624;0.788518;0.61768
26625;0.786386;0.592479
26626;0.813961;0.615927
26627;0.812857;0.594663
26628;0.831242;0.61765
26629;0.831242;0.61765
26630;0.831242;0.61765
26631;0.831242;0.61765
26632;0.831242;0.61765
26633;0.831242;0.61765
26634;0.831242;0.61765
26635;0.831242;0.61765
26636;0.831242;0.61765
26637;0.831242;0.61765
26638;0.831242;0.61765
26639;0.831242;0.61765
26640;0.831242;0.61765
26641;0.831242;0.61765
26642;0.831242;0.61765
26643;0.831242;0.61765
26644;0.867139;0.632026
26645;0.867139;0.632026
26646;0.867139;0.632026
26647;0.843745;0.605801
26648;0.843745;0.605801
26649;0.848881;0.621365
26650;0.848881;0.621365
26651;0.848881;0.621365
26652;0.848881;0.621365
26653;0.848881;0.621365
26654;0.848881;0.621365
26655;0.852599;0.612516
26656;0.852599;0.612516
26657;0.852599;0.612516
26658;0.852599;0.612516
26659;0.852599;0.612516
26660;0.852599;0.612516
26661;0.852599;0.612516
26662;0.852599;0.612516
26663;0.818854;0.614106
26664;0.818854;0.614106
26665;0.790276;0.599394
26666;0.790276;0.599394
26667;0.790276;0.599394
26668;0.790276;0.599394
26669;0.815887;0.618831
26670;0.815887;0.618831
26671;0.815887;0.618831
26672;0.815887;0.618831
26673;0.815887;0.618831
26674;0.815887;0.618831
26675;0.815887;0.618831
26676;0.815887;0.618831
26677;0.815887;0.618831
26678;0.813743;0.62538
26679;0.804062;0.607767
26680;0.804062;0.607767
26681;0.811114;0.629978
26682;0.811114;0.629978
26683;0.805731;0.630103
26684;0.795002;0.620545
26685;0.787521;0.597578
26686;0.792827;0.588171
26687;0.792827;0.588171
26688;0.792827;0.588171
26689;0.792827;0.588171
26690;0.792827;0.588171
26691;0.794649;0.609515
26692;0.780091;0.61256
26693;0.780724;0.608501
26694;0.780724;0.608501
26695;0.780724;0.608501
26696;0.793379;0.607577
26697;0.793379;0.607577
26698;0.793379;0.607577
26699;0.831106;0.620353
26700;0.831106;0.620353
26701;0.831106;0.620353
26702;0.819824;0.616878
26703;0.826611;0.623323
26704;0.819918;0.623923
26705;0.819918;0.623923
26706;0.793927;0.60775
26707;0.758296;0.609909
26708;0.758296;0.609909
26709;0.758296;0.609909
26710;0.758296;0.609909
26711;0.758296;0.609909
26712;0.758296;0.609909
26713;0.758296;0.609909
26714;0.758296;0.609909
26715;0.758296;0.609909
26716;0.758296;0.609909
26717;0.758296;0.609909
26718;0.767452;0.593579
26719;0.767452;0.593579
26720;0.742667;0.60794
26721;0.758293;0.582354
26722;0.758293;0.582354
26723;0.764789;0.597825
26724;0.764789;0.597825
26725;0.76827;0.601663
26726;0.76827;0.601663
26727;0.76827;0.601663
26728;0.76827;0.601663
26729;0.76827;0.601663
26730;0.76827;0.601663
26731;0.79485;0.609172
26732;0.79485;0.609172
26733;0.79485;0.609172
26734;0.769046;0.624351
26735;0.769659;0.596065
26736;0.769659;0.596065
26737;0.769659;0.596065
26738;0.769659;0.596065
26739;0.769659;0.596065
26740;0.802124;0.585402
26741;0.802124;0.585402
26742;0.802124;0.585402
26743;0.801092;0.610372
26744;0.801092;0.610372
26745;0.801092;0.610372
26746;0.801936;0.626036
26747;0.801936;0.626036
26748;0.801936;0.626036
26749;0.801936;0.626036
26750;0.801936;0.626036
26751;0.79323;0.606526
26752;0.79323;0.606526
26753;0.79323;0.606526
26754;0.755068;0.606131
26755;0.755068;0.606131
26756;0.793015;0.631976
26757;0.793015;0.631976
26758;0.815532;0.617577
26759;0.847622;0.624594
26760;0.847622;0.624594
26761;0.848134;0.605271
26762;0.848134;0.605271
26763;0.863169;0.614782
26764;0.863169;0.614782
26765;0.863169;0.614782
26766;0.834058;0.620728
26767;0.834058;0.620728
26768;0.834058;0.620728
