#     BLOCK:   ACTUAL_T:     T_AVE:       ERROR:
           1     1.15182     1.15182           0
           2     1.15464     1.15323 0.000995238
           3     1.15753     1.15466  0.00134572
           4     1.16049     1.15612  0.00161604
           5     1.16351      1.1576   0.0018488
           6     1.16657     1.15909  0.00205782
           7     1.16964      1.1606  0.00224918
           8     1.17273     1.16212  0.00242597
           9     1.17581     1.16364  0.00258986
          10     1.17886     1.16516  0.00274173
          11     1.18185     1.16668   0.0028821
          12     1.18479     1.16819  0.00301119
          13     1.18763     1.16968  0.00312902
          14     1.19037     1.17116  0.00323553
          15     1.19297     1.17261  0.00333059
          16     1.19543     1.17404  0.00341404
          17     1.19772     1.17543  0.00348572
          18     1.19981     1.17679  0.00354548
          19      1.2017      1.1781  0.00359323
          20     1.20337     1.17936  0.00362896
          21      1.2048     1.18057  0.00365272
          22     1.20597     1.18173  0.00366463
          23     1.20689     1.18282  0.00366492
          24     1.20753     1.18385  0.00365392
          25     1.20789     1.18481  0.00363204
          26     1.20796      1.1857  0.00359984
          27     1.20776     1.18652  0.00355796
          28     1.20726     1.18726  0.00350718
          29     1.20649     1.18792  0.00344836
          30     1.20545     1.18851  0.00338252
          31     1.20414     1.18901  0.00331078
          32     1.20258     1.18944  0.00323436
          33     1.20079     1.18978  0.00315459
          34     1.19878     1.19004   0.0030729
          35     1.19657     1.19023  0.00299075
          36     1.19419     1.19034  0.00290969
          37     1.19165     1.19038  0.00283127
          38     1.18899     1.19034  0.00275699
          39     1.18624     1.19024   0.0026883
          40     1.18342     1.19006  0.00262649
          41     1.18056     1.18983  0.00257263
          42      1.1777     1.18954  0.00252753
          43     1.17487      1.1892  0.00249168
          44      1.1721     1.18881  0.00246518
          45     1.16942     1.18838   0.0024478
          46     1.16685     1.18792  0.00243894
          47     1.16443     1.18742   0.0024377
          48     1.16218     1.18689  0.00244294
          49     1.16013     1.18634  0.00245337
          50     1.15829     1.18578  0.00246761
          51      1.1567     1.18521  0.00248425
          52     1.15535     1.18464  0.00250197
          53     1.15427     1.18407  0.00251951
          54     1.15346      1.1835  0.00253578
          55     1.15294     1.18294  0.00254983
          56     1.15269      1.1824  0.00256088
          57     1.15273     1.18188  0.00256833
          58     1.15304     1.18138  0.00257174
          59     1.15362     1.18091  0.00257086
          60     1.15446     1.18047  0.00256555
          61     1.15554     1.18006  0.00255584
          62     1.15686     1.17969  0.00254188
          63     1.15838     1.17935  0.00252393
          64     1.16011     1.17905  0.00250234
          65       1.162     1.17879  0.00247755
          66     1.16405     1.17857  0.00245005
          67     1.16622     1.17838   0.0024204
          68      1.1685     1.17824  0.00238916
          69     1.17085     1.17813  0.00235693
          70     1.17325     1.17806  0.00232429
          71     1.17568     1.17803   0.0022918
          72     1.17811     1.17803  0.00225997
          73     1.18051     1.17806  0.00222926
          74     1.18287     1.17813  0.00220009
          75     1.18515     1.17822  0.00217274
          76     1.18734     1.17834  0.00214747
          77     1.18941     1.17848  0.00212438
          78     1.19134     1.17865  0.00210353
          79     1.19311     1.17883  0.00208485
          80     1.19469     1.17903  0.00206819
          81     1.19608     1.17924  0.00205334
          82     1.19725     1.17946  0.00204001
          83     1.19818     1.17969  0.00202787
          84     1.19887     1.17991  0.00201655
          85     1.19929     1.18014  0.00200567
          86     1.19943     1.18037  0.00199485
          87     1.19929     1.18058  0.00198374
          88     1.19885     1.18079  0.00197202
