x y z
-0.456608 -0.368339 0.398816
0.600884 -0.129491 -1.58586
1.15699 0.311425 0.372111
0.184394 -1.99476 -0.546211
-0.285478 -0.0465879 -0.457304
0.114214 -0.636795 -0.427733
-0.154989 0.288329 0.0978802
-0.110693 -0.989921 -0.0715767
-1.39953 -1.28667 0.81623
0.199095 -0.905406 2.46902
-1.10611 0.509963 0.0554668
0.434709 0.362958 0.977474
-0.101474 -0.307817 2.27056
-0.939291 -0.251813 0.906202
0.333287 -0.824169 -0.370126
-0.766673 -0.772584 -1.42572
0.091314 0.854602 -0.36255
0.494035 1.10315 0.31796
1.47218 0.610102 1.00132
-1.06005 -1.07145 -0.921884
-0.26105 -1.61237 0.473461
-0.880204 0.194271 1.08474
-1.18253 -2.36874 -1.12532
-0.442074 -0.0748952 -0.208238
-0.0186197 -0.279041 0.568158
-0.580654 0.0439939 -0.14386
-0.881808 0.384095 -0.0612816
-0.356169 0.518844 -0.539356
1.52242 0.6532 -2.85331
-1.06851 1.04663 0.915506
0.872043 -0.494797 -1.39594
0.284738 0.0832725 -0.337634
0.515778 -0.369325 1.09306
1.54667 1.40188 0.568749
-2.43345 -2.31485 1.93473
-0.15576 0.802692 -0.759737
0.86249 -1.0359 -0.570289
0.208185 -1.59881 -0.0298331
-0.150432 0.628946 0.943523
1.28774 0.865838 0.0102818
-0.183533 0.957431 1.21209
0.655469 0.213866 -0.539425
-0.357324 1.73419 1.60423
0.904734 0.042503 0.0194094
-0.343267 -0.529015 0.528438
0.128959 0.767076 -0.128289
0.740757 -0.187973 -0.982016
-0.158583 0.140943 -2.28446
-0.016158 0.344024 -0.0382682
0.185576 -1.0931 -0.694834
0.903828 -0.801208 0.0187483
0.400528 0.280213 -1.57566
-0.278824 0.245062 -2.55735
2.78173 1.92771 0.81638
1.69425 0.306264 -1.13882
0.27333 -0.698377 -0.156321
1.25161 0.750287 -1.21704
0.711315 -0.0122615 -0.443598
-0.70289 -0.312703 -0.415093
-0.17259 -0.565104 1.09164
0.947923 0.507048 -0.235204
-0.549674 0.675792 0.563349
-0.0379748 -0.685818 -0.732289
-1.76738 -0.665926 -1.78518
-0.178451 -0.646867 -0.898377
0.212339 -0.154928 0.707542
2.15553 -0.374082 -1.86185
-0.813845 -0.0277393 -0.155427
-0.536296 0.490638 0.130916
0.347589 0.0614252 0.652625
0.428426 -1.66494 -1.22161
1.41458 1.21876 -0.109942
0.966583 0.197093 -1.05948
1.16857 2.01034 0.0160992
-1.48093 -0.237685 0.136739
-0.374349 0.933129 0.0304683
-0.00911373 0.274009 1.12252
0.391646 -0.542986 -0.122633
0.700946 -0.863234 -0.555119
0.187863 1.80551 -0.578165
-1.48928 0.422409 2.84212
-0.371606 0.253651 -0.477256
0.636552 -0.7507 -0.535684
-1.40542 -1.83288 -0.211024
-0.27416 -0.0688396 -0.115812
1.19944 -0.133463 -0.0323407
-0.704366 0.291801 0.846807
0.0647939 0.501596 -1.42835
1.39464 0.36085 -0.646008
-1.12324 0.085589 2.01175
-0.208841 0.141617 -0.779989
-0.207421 -0.473286 0.1751
0.426854 -0.611176 0.643131
-1.06658 -1.25179 1.26282
0.118785 1.29824 -0.271183
2.80271 -2.07854 -0.00852556
-0.816039 -0.379975 0.207453
-0.310801 0.0896744 -0.36281
0.536291 0.79857 1.91292
0.0431003 -0.356932 0.102287
0.0361029 1.84059 -2.67231
1.72041 0.970988 0.144377
-1.3779 2.24095 1.20927
0.771589 0.0895553 -1.14231
-0.0793429 -0.683114 -0.446407
0.575359 -1.37637 -0.528866
0.176579 -0.535431 -0.161704
0.205313 -0.378394 0.799636
-0.481866 -1.14759 2.45649
-0.128502 -0.529409 0.0161631
-1.76542 0.453563 -2.33055
-0.357312 -0.170696 0.767813
-2.16306 -0.256463 -0.188628
1.06344 -0.809115 -0.556271
-0.284482 -0.888646 0.897586
-0.0643459 1.23563 -1.41135
-2.16136 1.37733 0.150565
0.120624 -0.643164 -0.312744
0.439391 -1.37414 -0.0165158
0.60722 0.434447 0.473517
-0.124744 0.402849 -0.0334033
-0.206286 -2.03357 0.126446
0.7161 -0.311229 0.0547365
0.602664 0.241423 -0.29972
1.13829 -0.241847 0.197286
0.334714 -0.0880025 0.140127
-0.573309 -0.126733 0.683761
0.186158 0.417685 -1.05937
1.39069 -0.571617 -0.967952
0.167742 0.360645 -0.213089
0.888902 -0.860595 -0.670497
-0.195329 -0.658965 0.713129
0.902754 -0.934953 1.13127
-0.932792 1.90938 -1.02395
-0.695469 0.613673 -0.164715
0.423225 -0.197124 -0.104047
1.73601 -0.291124 2.0678
-1.05144 -0.0292553 0.0450558
-0.372994 0.0553488 -0.114623
0.0858131 0.947653 0.155741
-0.62459 -2.6516 0.838949
0.207089 -0.293892 -0.432667
0.430729 0.113016 1.05579
2.03711 0.194023 -2.37789
0.238999 -0.598125 1.38354
0.137402 0.0479784 -0.804444
0.773181 0.983609 0.399531
-0.250243 -0.885859 0.739091
2.36251 1.42624 0.507231
-0.487217 -0.0482867 0.788983
-0.905237 0.281603 -1.30992
-0.359316 -1.62362 0.942421
0.34177 -0.0803976 -0.0992958
-1.95782 0.15369 1.05348
1.17123 -1.127 0.273686
0.420007 0.752553 -0.758837
-0.0254721 -0.887262 -0.433702
-0.489648 -0.692717 1.42556
1.61589 1.44911 2.18729
2.41581 -0.300465 -2.49592
0.720411 0.300649 -0.239695
0.393108 -0.29453 -1.65746
1.11588 -0.188612 -0.861748
1.09908 0.0810257 -0.448439
-0.973991 0.47567 -0.103413
2.58022 -0.311342 0.860835
0.0774504 -0.44763 -0.959898
0.0602521 -0.68497 -0.110963
0.159523 0.0476972 -0.212991
-1.82304 -0.697613 0.10988
-1.75382 1.72647 2.82075
0.945585 0.0538373 0.135294
-0.113284 0.325637 -0.176959
-0.2833 0.747488 -0.233374
-0.729519 -0.6622 0.868605
-0.102793 0.0736173 0.0616758
1.04655 1.0433 0.200635
2.24167 -0.0608289 -1.131
0.134053 -0.160807 1.51594
0.525667 0.565386 0.547408
-0.13663 -0.0325961 0.198884
0.453702 1.01601 0.798235
0.492947 -0.0427443 0.125691
0.00513783 0.596899 0.0962455
1.29426 0.128797 0.0859369
0.398368 -0.89463 0.488093
0.912804 -0.0964705 -0.206006
-0.565515 -1.10077 -0.00197455
-1.73263 0.295439 -0.260364
0.14351 0.223599 -0.774389
-0.653875 -1.34782 -0.283608
-1.24255 -1.52936 -1.26086
0.376615 -0.10862 -0.529842
0.447552 -0.537532 1.69026
1.73306 1.7659 -0.280556
0.350584 1.00468 0.371851
0.908456 -0.879737 -0.463758
-0.775938 -0.833541 -0.673125
-0.605266 -0.872424 0.531567
-0.0453667 0.310857 0.748541
0.0748326 0.292453 -0.534399
0.560003 0.346961 0.0481463
-2.12554 0.426765 0.663335
-0.400617 -1.18415 -1.26687
-0.844567 -0.964115 0.458341
-0.253242 -1.45781 0.169987
-0.596821 0.758635 -0.242036
0.481544 0.275912 1.33349
-0.910239 -0.276483 0.756921
0.980436 -1.47149 0.125395
0.180845 -0.284331 1.6009
-1.89403 1.2943 1.94458
-1.47411 -0.632405 0.0458584
-0.101737 0.130971 -0.831417
-0.692488 0.241544 0.236784
-0.366315 0.463027 0.268833
0.899677 -0.022235 0.604988
1.90624 1.25915 0.468957
0.389406 0.103662 -0.661625
1.24785 -0.598001 -1.48812
-0.571537 0.77961 -0.269565
-0.654227 -1.05683 -1.39643
-0.863983 0.310133 2.04257
0.27965 -0.387044 -0.203966
-0.802693 -1.30706 -1.17455
0.537612 -0.274319 -0.204767
0.40287 -0.0456804 -0.188243
-0.182701 0.0309318 -0.208837
0.538498 -0.138677 -0.819591
-0.317648 2.48054 0.140316
0.462611 -0.260664 -1.05857
0.936425 -0.148313 -0.339369
1.38255 -0.331892 0.415665
0.334328 0.887423 -1.0232
0.753859 -0.089383 -1.17797
-1.01509 0.161979 0.710632
-0.310765 -0.562977 0.67633
-1.02304 0.106696 0.182573
-0.838685 0.132048 -0.769841
-1.06324 -0.350022 0.668643
0.0693857 -0.00230439 0.376251
-0.874101 0.406264 -0.679196
-1.57041 0.239397 -0.793704
0.273529 -0.290804 -1.28202
0.436592 0.268792 -0.155444
-0.0174887 0.266945 -0.0223988
1.50372 0.775791 0.154875
0.304307 0.540604 -0.377238
0.3953 0.0583998 -0.392806
-0.378073 -0.123198 -1.3193
0.43061 0.804612 -0.532792
-0.789895 2.14921 2.17704
0.120717 -0.854299 -0.298938
0.927726 0.805907 0.36377
-0.317802 -0.515498 -0.0839588
0.732761 -1.5405 -1.38725
-0.326688 -0.727936 -0.697407
-1.58443 1.36433 -0.114786
-0.762316 -1.15679 -0.84197
0.421451 0.0898461 -0.95921
0.335384 0.702577 -0.214124
0.0134801 0.447747 0.4705
0.0874763 0.43942 0.500553
1.89871 -0.101504 -1.47299
3.8552 -0.140477 0.0822445
0.849274 -1.38397 -1.09012
0.358817 0.197203 -1.11363
-1.27341 0.290391 2.36077
-1.69694 0.624945 0.22819
-0.824254 -0.124209 -0.00879221
0.526257 0.347122 0.0545624
0.968669 0.404763 0.510273
1.09424 -0.843325 1.82732
-0.0418633 0.224284 0.2249
-0.255281 -0.491012 -0.0884573
-0.517517 -0.130132 -0.2721
0.421691 -0.188177 -0.193723
0.58435 -1.03039 -0.533328
-0.729015 -0.77075 0.105886
-0.744393 -1.06323 1.28825
1.43445 -0.707 -0.145418
-1.47602 0.0624914 0.519643
-0.420644 1.20876 -0.0988737
0.672318 0.563618 -0.898856
1.8529 0.293391 -0.811122
-1.021 -0.261462 -0.0709588
-0.576032 -0.0281965 -0.856209
-0.982347 0.784049 0.242931
-0.0930533 0.119272 -0.296989
0.671518 0.958698 1.01888
-1.58626 -1.43054 -2.27766
0.771783 -0.187663 -0.595253
0.208475 0.326459 0.777438
-0.40977 1.46691 -2.60669
0.506456 0.0520079 -2.02902
-0.580695 -0.722338 -0.20527
0.110926 0.20469 -0.754156
-0.953827 0.351184 1.06562
0.104358 0.528525 -0.270522
-0.327602 0.505893 0.401666
-0.663074 3.06538 0.74756
1.83721 -0.909125 2.29279
0.322092 -1.3983 -0.436249
-0.124418 0.757972 0.263704
-1.11035 2.43663 0.0538141
-1.45172 1.19419 -0.795333
1.03125 0.60819 0.691215
-1.30909 0.206131 0.786344
0.537882 -0.0923035 0.43858
0.369224 0.617485 0.23537
-1.15232 -1.62699 -0.367914
-0.659808 0.712129 -0.512286
-2.85246 -0.5549 1.72873
0.450786 -0.969505 0.471926
-0.172256 -0.45744 -1.51976
0.814338 -0.636277 0.450465
1.11792 0.299793 -0.00405526
-1.69756 -0.182614 0.449682
-0.983996 0.143518 0.16195
0.676371 -0.751547 0.338715
-0.427566 -0.420266 0.24994
-1.54291 -0.505458 1.61057
1.10621 -0.447254 0.0373753
0.519208 0.262571 -0.113141
-0.311653 0.340635 0.26483
0.570428 0.467449 1.53727
-1.70587 -0.313376 -2.23462
-0.113789 0.238714 1.67754
0.252085 -0.69176 -0.255729
0.660913 0.344654 0.385282
2.6558 -0.599418 -0.283563
-0.383884 -0.406536 0.717081
1.77198 1.40446 -0.236839
-0.322745 -0.829251 -0.465304
0.981157 -0.443054 0.721649
0.287407 0.430937 -1.06094
0.118755 0.172565 -0.469496
-0.43428 -0.332299 -0.441095
-0.282462 0.0515571 -0.65734
-0.632654 1.28493 1.68976
-0.184022 0.695597 0.876904
0.901805 -1.29099 -0.133854
0.504321 -0.459682 0.467835
0.31801 0.32272 0.375243
-0.928208 -0.0767375 -0.183314
0.243809 -0.287463 -0.748646
1.32774 -1.07966 -0.394017
-0.0525728 0.344417 -0.818711
-1.36331 -0.44057 -0.10591
-0.765591 0.356084 0.677237
0.0636779 -1.18842 -0.664439
0.30051 0.73222 -1.05812
-0.130434 0.580897 0.903324
0.297957 0.304921 0.133012
-2.10917 -2.97041 -0.147284
-0.0862761 0.548525 -0.206072
1.49601 0.716789 -1.06799
0.155036 0.510228 0.888356
0.991305 0.580369 1.74989
-0.969294 -0.723238 -0.573737
-0.403122 -0.476308 0.713273
0.0061848 -0.787452 0.73738
-1.07794 0.491483 -0.200411
-0.100566 0.0439992 0.298673
-0.950335 0.0555137 0.762692
0.155446 0.154743 -1.06152
-0.0682129 -1.63761 0.633839
-0.0897092 -0.423021 -0.904739
-0.910253 1.08885 -1.547
-2.35379 -0.90436 -2.06143
0.335562 0.443281 -0.817131
1.67146 -0.559804 -2.60681
0.111717 0.349385 0.113872
-2.12125 -0.954616 0.514683
0.150883 -1.37083 -0.132706
0.163062 0.278496 0.306649
1.78832 0.723183 -0.421398
-0.536816 0.18025 0.551883
-0.221927 0.0611256 0.192917
-0.681321 1.57972 -0.235854
-0.565432 -0.258112 -1.1787
0.9243 0.0256808 0.632507
0.748475 -1.14096 -2.22193
1.73478 -0.0616532 2.02093
-0.0723617 -1.57652 -0.435005
-0.310771 -0.137602 -0.856348
-0.390968 0.195862 0.313094
0.483738 0.316659 -0.939742
0.0989857 -0.933234 -0.346061
1.90996 3.44416 -0.251677
0.626064 1.60739 0.00504659
-0.314333 -0.122077 0.412124
0.832896 -0.966848 0.520012
0.511245 -2.23439 0.199632
-0.177116 0.158177 0.217841
-1.49016 0.105522 -1.44531
0.0116854 -1.41169 -1.24927
-0.311157 0.0170039 -0.231254
0.372094 0.0755035 -0.0382813
-0.386808 0.708111 -1.47822
-0.062324 -1.05545 -1.30542
-0.313352 -0.813643 0.642926
2.01575 1.7612 -2.37873
-0.303682 0.262679 -2.33832
-2.28415 -1.84379 1.62423
0.245272 1.19132 0.485784
-0.445063 0.522305 1.41496
-0.432427 0.102872 0.372719
-0.167467 -0.981883 0.444878
1.46351 0.252 -1.91849
1.03826 -0.441146 -0.294968
-0.214137 0.59601 0.407621
-0.614738 1.41633 -0.259677
2.295 -0.277261 -0.960044
-0.826336 -0.266365 0.0674321
0.668246 -1.13948 0.920917
0.699838 1.16631 1.02348
-0.245551 0.209823 -0.0711765
