x y z
111.445 125.279 125.156
112.151 124.786 123.668
112.769 123.982 123.593
112.534 123.306 123.149
112.64 123.901 121.528
112.834 123.515 121.638
112.834 123.515 121.638
112.402 122.867 122.242
112.113 123.811 122.126
111.859 123.515 122.245
111.741 123.797 122.212
111.683 124.173 122.221
111.683 124.173 122.221
111.784 123.317 121.185
112.651 123.935 120.673
113.707 123.88 118.984
113.205 123.71 118.992
114.653 123.538 119.164
114.653 123.538 119.164
115.019 122.245 118.607
115.019 122.245 118.607
115.019 122.245 118.607
114.762 121.697 118.027
113.908 121.18 119.482
114.055 121.287 119.191
114.493 121.879 117.947
114.349 121.568 116.702
113.597 121.467 117.194
113.597 121.467 117.194
113.597 121.467 117.194
113.892 120.965 117.084
114.749 120.005 118.846
114.749 120.005 118.846
114.749 120.005 118.846
115.235 120.21 118.556
115.235 120.21 118.556
116.839 120.219 116.903
116.839 120.219 116.903
115.676 120.798 116.342
115.728 120.837 117.967
115.251 121.543 116.984
114.639 122.805 117.273
113.958 122.148 118.965
114.263 121.731 118.33
113.842 121.197 120.057
114.142 121.028 119.123
113.439 121.256 117.337
112.721 120.692 116.885
114.139 119.817 115.646
114.904 119.836 116.261
114.243 120.456 115.577
114.179 120.152 116.691
114.235 120.463 114.78
114.235 120.463 114.78
113.523 120.506 115.03
114.236 119.77 114.602
114.198 119.903 113.901
114.198 119.903 113.901
112.817 121.112 114.528
113.414 120.32 113.864
113.902 119.523 114.591
113.908 119.384 113.682
113.908 119.384 113.682
113.908 119.384 113.682
113.908 119.384 113.682
112.853 119.561 114.158
113.031 119.204 114.615
113.031 119.204 114.615
113.603 118.353 114.548
113.603 118.353 114.548
113.415 119.239 113.214
113.1 119.018 112.852
113.1 119.018 112.852
113.404 120.293 111.102
114.546 119.502 110.698
113.782 120.461 111.34
113.968 121.457 111.242
113.28 120.78 111.255
113.28 120.78 111.255
113.116 120.353 111.637
112.35 121.057 111.611
112.35 121.057 111.611
112.463 122.177 111.535
112.495 122.844 111.647
112.495 122.844 111.647
112.495 122.844 111.647
111.633 123.428 111.295
111.633 123.428 111.295
111.11 122.697 111.946
111.11 122.697 111.946
110.041 123.045 113.055
109.805 122.234 113.379
109.805 122.234 113.379
109.805 122.234 113.379
110.202 122.342 113.351
110.025 121.598 112.909
110.499 120.278 113.199
109.193 120.654 113.306
109.193 120.654 113.306
109.843 120.856 114.184
109.171 121.372 114.81
109.171 121.372 114.81
109.171 121.372 114.81
108.942 121.2 113.814
109.154 120.703 113.651
108.958 121.099 113.741
109.116 121.708 112.73
109.003 121.916 112.906
109.003 121.916 112.906
108.55 121.724 112.241
108.55 121.724 112.241
108.367 121.078 112.239
107.564 121.049 112.959
107.564 121.049 112.959
107.785 121.549 112.621
107.785 121.549 112.621
107.701 120.151 112.542
107.699 121.362 111.927
106.866 122.191 111.973
106.866 122.191 111.973
106.866 122.191 111.973
106.408 122.304 112.209
106.408 122.304 112.209
106.408 122.304 112.209
105.873 121.665 112.647
105.931 122.699 112.125
105.931 122.699 112.125
105.654 122.866 112.011
105.453 123.351 111.599
104.764 124.061 110.636
105.51 123.161 110.757
105.965 123.508 110.187
106.25 123.369 109.544
106.25 123.369 109.544
105.817 123.169 109.236
105.817 123.169 109.236
105.817 123.169 109.236
105.383 124.104 108.335
106.215 122.79 108.993
106.215 122.79 108.993
106.736 122.503 108.092
105.737 123.061 107.946
105.517 123.191 108.201
106.821 122.43 108.219
106.726 123.543 108.148
106.726 123.543 108.148
106.726 123.543 108.148
106.726 123.543 108.148
106.319 123.51 108.809
106.035 123.13 109.248
106.035 123.13 109.248
106.025 124.845 108.071
105.42 125.278 108.877
105.213 124.753 109.715
105.026 125.448 109.451
105.026 125.448 109.451
105.112 125.991 109.164
104.673 125.453 109.825
104.673 125.453 109.825
104.361 125.61 109.276
104.361 125.61 109.276
102.896 125.887 109.231
102.896 125.887 109.231
102.896 125.887 109.231
102.896 125.887 109.231
102.896 125.887 109.231
102.896 125.887 109.231
102.896 125.887 109.231
101.609 123.597 109.59
100.224 123.921 108.591
100.115 124.496 107.87
100.115 124.496 107.87
100.406 124.274 108.326
100.406 124.274 108.326
100.809 123.274 108.771
99.5741 123.23 108.698
99.3085 123.392 109.162
98.0984 123.651 109.349
97.3801 122.718 109.833
96.4802 121.532 109.405
96.4929 121.234 109.249
96.8805 120.854 109.098
97.1138 120.671 108.589
97.5026 119.355 108.76
97.5451 118.952 108.589
97.5451 118.952 108.589
97.5451 118.952 108.589
97.5451 118.952 108.589
97.0888 118.963 108.802
96.5989 118.048 105.7
95.7138 117.717 105.317
95.7138 117.717 105.317
95.3098 117.247 106.184
94.9784 116.041 105.996
95.0031 115.703 105.206
95.0031 115.703 105.206
95.0031 115.703 105.206
95.6798 114.721 105.425
95.2844 114.055 105.119
95.4345 113.616 105.464
94.2821 115.233 105.354
93.8101 115.496 105.377
93.6572 116.635 104.563
93.6572 116.635 104.563
93.4753 115.883 104.191
93.4753 115.883 104.191
93.4753 115.883 104.191
93.4753 115.883 104.191
93.4753 115.883 104.191
93.4753 115.883 104.191
92.6792 115.482 103.602
92.0723 116.143 103.694
92.0868 116.535 105.023
92.5712 117.124 103.626
92.2751 116.722 103.599
92.0219 116.107 103.483
90.7338 116.14 104.051
90.3119 115.961 104.907
90.3119 115.961 104.907
89.9554 114.761 103.946
91.6694 113.893 103.704
91.6694 113.893 103.704
92.5568 113.467 102.81
92.5568 113.467 102.81
93.0462 113.555 102.074
92.1331 113.078 102.672
91.0154 112.42 103.758
91.0154 112.42 103.758
91.0234 112.74 103.468
91.0234 112.74 103.468
90.8075 112.743 102.668
90.4909 111.96 102.574
90.5123 112.592 101.821
90.5289 113.455 102.142
90.3426 114.018 102.328
90.3426 114.018 102.328
89.7178 114.392 101.691
89.8744 114.94 100.492
88.9619 113.912 100.693
88.9619 113.912 100.693
88.9619 113.912 100.693
90.34 113.521 99.2728
91.3629 113.202 97.1392
91.3662 112.793 96.8377
90.3543 111.714 96.8938
90.3543 111.714 96.8938
90.1786 111.879 96.5051
89.9113 111.062 96.2467
89.7698 110.805 95.3916
89.8589 111.059 95.0732
89.8589 111.059 95.0732
87.9619 112.548 95.5633
87.7225 111.955 94.7598
87.7225 111.955 94.7598
87.3463 112.308 94.5954
87.9633 111.363 94.7278
88.6457 110.722 93.6333
88.6457 110.722 93.6333
88.6014 109.938 93.2682
88.7659 109.281 92.1435
88.7659 109.281 92.1435
89.1846 109.524 90.927
90.9133 109.94 90.4649
90.9133 109.94 90.4649
90.535 110.458 90.4784
90.5551 110.996 91.3611
90.9829 111.389 91.2645
91.4186 110.336 90.1067
91.658 109.147 88.8613
91.2397 107.62 90.2526
91.2397 107.62 90.2526
91.1934 107.035 89.8912
91.1934 107.035 89.8912
92.2575 107.044 89.2845
92.2575 107.044 89.2845
92.2575 107.044 89.2845
91.2827 106.828 88.7543
91.2827 106.828 88.7543
91.8936 107.294 89.7552
91.5434 107.346 89.3164
92.6588 107.517 88.1281
91.8145 107.327 88.1505
91.8145 107.327 88.1505
91.6813 106.289 87.0626
91.2545 106.475 87.1602
91.2545 106.475 87.1602
91.2545 106.475 87.1602
91.2881 105.701 87.5293
91.2881 105.701 87.5293
90.3311 105.197 86.7593
89.6062 105.106 86.4413
89.2419 105.468 86.3601
89.2155 105.376 84.964
88.6352 105.774 84.4837
89.2222 105.061 84.3377
88.9636 104.035 83.3796
89.2781 103.996 83.7461
89.2781 103.996 83.7461
89.2781 103.996 83.7461
88.3476 103.552 84.0831
86.7903 101.9 82.8804
85.6035 102.515 83.5554
83.84 102.46 83.1894
83.5117 102.013 82.606
83.6107 101.678 82.6412
83.6107 101.678 82.6412
83.6107 101.678 82.6412
82.9739 102.33 82.2304
81.9996 100.996 82.8969
82.6865 100.175 82.6852
82.6865 100.175 82.6852
81.6659 99.7705 81.9545
82.1757 100.419 81.6567
82.5451 100.154 82.2236
81.5876 99.9934 81.9975
82.0381 100.23 81.1189
81.0924 100.126 80.5075
81.0924 100.126 80.5075
81.9275 100.226 79.8537
81.2167 99.7179 79.8761
81.4241 99.3349 79.5595
82.7411 98.9492 78.4328
82.7411 98.9492 78.4328
82.3968 98.678 79.2482
82.3968 98.678 79.2482
82.8673 98.2706 79.1301
82.3059 97.7119 80.0658
82.3059 97.7119 80.0658
81.3812 98.1663 79.348
81.6206 98.8472 77.8266
81.6206 98.8472 77.8266
80.8655 98.7469 77.7061
80.1798 97.9245 77.0902
80.1798 97.9245 77.0902
79.3571 98.0859 76.5809
79.3826 97.877 77.5999
79.3826 97.877 77.5999
79.3826 97.877 77.5999
79.3826 97.877 77.5999
79.2023 97.0114 78.5097
77.6337 97.2057 77.296
77.6337 97.2057 77.296
77.6337 97.2057 77.296
78.3977 96.8215 77.3719
78.5778 96.1052 77.1791
78.5158 96.1049 76.8394
77.5432 94.9556 77.4667
77.332 93.7967 78.4682
77.332 93.7967 78.4682
76.476 93.7696 78.4264
76.38 93.5054 78.4538
75.5637 94.9335 77.596
75.9133 94.1941 76.8875
75.9133 94.1941 76.8875
75.9133 94.1941 76.8875
76.2205 94.2787 76.4792
75.9375 94.3872 76.9782
75.0409 94.0277 76.6799
75.0409 94.0277 76.6799
77.0796 93.2754 75.5209
77.8857 92.6062 75.3282
77.8857 92.6062 75.3282
77.3212 92.2495 75.8833
77.4497 92.0562 75.9659
77.6583 91.2348 75.777
77.574 91.3665 74.4748
77.1146 91.7088 74.3906
76.3822 91.8018 75.4165
75.3287 91.8212 76.0631
75.2308 92.3066 74.4978
75.2308 92.3066 74.4978
75.3767 92.1784 75.5442
75.3767 92.1784 75.5442
75.3767 92.1784 75.5442
76.0172 92.7298 75.1556
76.0172 92.7298 75.1556
74.4984 91.6679 75.1831
74.4984 91.6679 75.1831
74.4984 91.6679 75.1831
72.8385 91.3366 74.9942
72.8385 91.3366 74.9942
72.5795 91.6034 74.0067
71.2925 91.5885 73.201
71.2925 91.5885 73.201
71.5177 91.6125 73.8079
71.5177 91.6125 73.8079
70.86 91.8747 73.7753
71.4134 91.319 73.6034
71.4134 91.319 73.6034
69.822 90.9157 72.6103
69.822 90.9157 72.6103
68.8908 89.5545 71.8872
69.5963 88.7194 71.6335
70.0298 87.7164 72.6127
69.9508 87.6713 71.3109
69.6533 88.2748 70.9858
69.6533 88.2748 70.9858
69.6533 88.2748 70.9858
69.6533 88.2748 70.9858
69.6533 88.2748 70.9858
69.7221 89.0918 71.4474
70.5652 89.1004 70.6755
70.3316 88.9853 71.067
69.4886 89.9746 70.1184
69.4886 89.9746 70.1184
69.4886 89.9746 70.1184
69.1169 87.7589 69.4234
70.6193 86.4463 69.303
69.6878 87.3984 67.6437
71.0404 86.7904 66.6002
71.5631 86.7948 65.6924
69.2558 85.4926 64.5627
69.2558 85.4926 64.5627
67.8576 84.7837 63.9995
67.6473 84.8139 63.055
66.6474 85.3001 62.2089
66.1233 85.3913 63.3068
64.6326 86.5469 64.1057
64.3194 86.4831 63.7768
63.8627 85.4662 62.9942
63.8945 85.1424 63.5804
63.4734 85.0995 63.6001
65.1147 84.6011 64.527
65.1801 84.8051 64.6517
65.5008 84.8548 64.8433
64.2212 85.5103 64.7473
63.4808 85.6387 65.1898
62.9326 85.0411 65.5742
62.9326 85.0411 65.5742
62.9326 85.0411 65.5742
63.7757 84.5226 65.1522
61.8709 83.2139 65.7906
62.3308 81.8222 66.3992
62.3308 81.8222 66.3992
61.1352 80.5081 65.4349
60.3742 79.7867 64.6722
60.3742 79.7867 64.6722
60.3742 79.7867 64.6722
60.3742 79.7867 64.6722
60.3742 79.7867 64.6722
60.3742 79.7867 64.6722
59.34 79.6616 66.1994
58.468 80.1151 66.1529
58.468 80.1151 66.1529
58.468 80.1151 66.1529
58.468 80.1151 66.1529
56.0462 80.4273 66.5799
56.1648 79.8534 67.5575
55.973 80.3088 66.0905
54.9864 79.7148 66.3055
54.9864 79.7148 66.3055
54.2923 79.5648 66.2403
54.1003 79.2071 65.6552
54.1003 79.2071 65.6552
54.3342 79.2406 65.8052
54.0976 79.5284 65.7008
53.7789 79.138 65.6134
53.7453 79.9817 65.0091
53.0918 79.132 65.2072
53.0918 79.132 65.2072
53.1389 79.8452 65.3145
52.3368 80.0355 63.6882
51.0595 80.1655 63.1025
52.4206 80.0394 61.6394
51.9201 80.5383 61.3704
51.5454 81.6663 62.0585
51.6564 81.2561 61.9287
51.067 80.8703 62.6627
50.4271 80.1496 62.9324
50.9455 79.6946 63.1565
50.8282 80.8602 63.2162
51.081 79.52 63.8222
51.081 79.52 63.8222
51.6733 80.3508 62.9219
51.7078 79.6457 62.5729
51.0087 79.3826 62.7102
50.9036 80.4702 62.8618
50.9285 79.8576 61.5271
49.6934 79.2736 61.3123
48.8154 79.3084 61.4167
47.6044 80.1191 60.1159
48.1711 81.0282 59.7693
48.2695 80.5851 58.5754
48.2384 79.9654 58.9877
48.2384 79.9654 58.9877
49.2277 81.7453 57.56
48.7974 81.5567 57.1167
47.5561 81.4981 56.0503
47.3593 81.233 54.9263
47.5273 80.9277 54.4327
48.91 79.7892 53.7388
48.91 79.7892 53.7388
48.5051 79.8016 52.6924
48.5051 79.8016 52.6924
48.0227 79.468 52.3103
46.9213 79.3462 52.0625
46.9213 79.3462 52.0625
45.3945 79.4785 51.4199
46.0513 79.1017 50.5
45.5565 78.2734 49.889
45.4722 77.9597 49.4631
47.2432 76.1164 50.565
48.1064 76.216 49.84
48.0877 75.6574 50.0087
48.0877 75.6574 50.0087
48.9475 74.8536 49.6306
47.9511 75.508 48.8174
48.3554 75.299 48.9128
48.6475 74.412 49.3088
47.9027 73.8787 49.3829
47.9246 72.6364 49.4384
47.9246 72.6364 49.4384
48.1674 71.9471 49.1185
48.1674 71.9471 49.1185
48.1674 71.9471 49.1185
49.3162 71.4905 48.3602
48.3765 72.6016 47.998
48.3765 72.6016 47.998
46.6735 72.2351 46.4815
46.0924 72.7617 46.589
45.585 72.643 46.2735
