x y z
-1.85903 -0.253327 0.825826
1.52816 0.0238887 -1.71513
-0.458144 -0.733831 0.386273
0.525658 -0.347938 0.242927
-0.137151 0.10449 -0.70161
0.205509 -0.0680852 0.0526041
1.10297 -0.752787 1.85954
0.252389 -2.55059 -0.210725
-0.652397 -2.49251 -0.486047
-0.0901179 -0.114884 -0.584898
-1.14457 -0.467444 -0.385613
0.565285 -0.312608 0.251734
-0.489666 0.124981 0.239192
0.477395 -0.465248 0.0110358
0.562599 -1.07596 0.445423
-1.49585 0.55588 0.0357462
-0.158464 0.155211 -0.813664
-0.793204 0.063324 0.0512632
-0.876681 -0.304495 -2.77836
0.717067 -0.623619 -0.785645
-0.687055 -0.608714 -0.944657
-0.323335 0.180377 -1.55614
0.373646 0.0844343 -1.40227
-1.22521 2.31072 -0.134274
0.0662371 -0.269634 -0.481746
0.187842 0.392519 -0.247586
0.936456 0.530091 -0.0399355
-2.00244 -1.3765 1.33892
-1.28132 0.769996 1.24146
0.236793 -0.763682 0.165928
-3.70133 0.557261 -1.31286
1.50179 0.665675 0.371581
0.486146 -0.696423 -1.14635
-0.555989 1.30408 -1.14718
-2.27717 2.97959 -2.5373
-1.16067 -0.293553 2.19157
-0.0182701 0.158013 0.147439
-0.731417 0.722593 -2.85913
-0.576032 1.02839 -0.315504
-0.774891 0.312697 -0.103294
-0.144085 -0.258192 -0.566606
0.0857685 -0.674862 0.0781846
-0.516833 -0.169498 -0.163668
-0.0507979 -1.3956 -1.09676
-0.878288 -0.522362 -0.878913
0.881504 0.380882 -1.1118
-0.328847 0.53634 -0.349645
-1.39819 -0.165864 -0.214617
-0.409821 -0.0236397 0.287342
-0.617643 0.113092 -0.41466
-0.572761 -0.996601 -0.963416
-0.887073 0.184637 -2.45942
0.876606 0.418033 -0.766047
0.409821 -0.553694 -0.140771
0.799976 -0.58016 0.718307
1.7275 -1.01781 1.07177
-0.735321 0.95327 -0.239222
0.357963 1.73217 0.550914
1.30473 0.00870916 -0.402388
0.465815 0.0990537 -0.0423222
0.803921 -0.725137 -2.05088
0.896868 -0.0608447 -0.0850703
1.02831 1.80875 1.5305
-2.01326 -3.11875 -3.23159
0.908619 0.0446091 1.11487
-1.88145 0.670085 -0.369804
-0.231475 -0.036061 -0.319177
-1.59053 1.81381 0.924706
0.373797 0.126411 0.787279
0.487069 -1.70584 0.0122885
-0.807699 0.672671 -0.464573
1.37682 0.694611 0.646531
-0.166791 0.106657 0.0722101
-0.794309 0.925756 -2.68371
-0.306625 -0.0359768 -0.756761
-1.38936 -0.92959 0.33637
-1.20139 0.411261 -1.3433
-0.0514145 0.0117257 0.10549
0.101918 -0.441117 -0.711003
0.309955 -0.468101 -0.847011
0.204222 -0.367421 -0.43664
-0.484813 1.62655 0.525624
