#     BLOCK:   ACTUAL_T:     T_AVE:       ERROR:
           1     1.06113     1.06113           0
           2     1.06186     1.06149  0.00025827
           3     1.06251     1.06183 0.000324829
           4     1.06306     1.06214 0.000360635
           5     1.06351     1.06241 0.000378701
           6     1.06385     1.06265 0.000383774
           7     1.06407     1.06285 0.000378383
           8     1.06415     1.06302 0.000364308
           9      1.0641     1.06314 0.000343314
          10     1.06391     1.06321 0.000317635
          11     1.06358     1.06325 0.000290445
          12     1.06309     1.06323 0.000266548
          13     1.06245     1.06317 0.000252801
          14     1.06166     1.06307 0.000256747
          15     1.06074     1.06291 0.000282722
          16     1.05968     1.06271 0.000329454
          17      1.0585     1.06246  0.00039225
          18     1.05722     1.06217 0.000466185
          19     1.05586     1.06184 0.000547309
          20     1.05445     1.06147 0.000632552
          21     1.05301     1.06107 0.000719403
          22     1.05158     1.06063 0.000805679
          23     1.05019     1.06018 0.000889419
          24     1.04889     1.05971 0.000968838
          25     1.04771     1.05923  0.00104229
          26     1.04668     1.05875  0.00110827
          27     1.04586     1.05827  0.00116549
          28     1.04527      1.0578  0.00121286
          29     1.04494     1.05736  0.00124956
          30      1.0449     1.05695  0.00127509
          31     1.04517     1.05657  0.00128931
          32     1.04576     1.05623  0.00129246
          33     1.04669     1.05594   0.0012852
          34     1.04795      1.0557  0.00126869
          35     1.04953     1.05553  0.00124464
          36     1.05142     1.05541  0.00121528
          37      1.0536     1.05537  0.00118342
          38     1.05604     1.05538  0.00115241
          39     1.05871     1.05547  0.00112602
          40     1.06158     1.05562  0.00110817
          41      1.0646     1.05584  0.00110255
          42     1.06774     1.05612  0.00111211
          43     1.07096     1.05647  0.00113853
          44     1.07423     1.05687  0.00118205
          45      1.0775     1.05733   0.0012415
          46     1.08075     1.05784  0.00131475
          47     1.08394     1.05839  0.00139914
          48     1.08704     1.05899  0.00149187
          49     1.09004     1.05963  0.00159032
          50     1.09291     1.06029  0.00169214
          51     1.09564     1.06098  0.00179534
          52     1.09822      1.0617  0.00189825
          53     1.10063     1.06243  0.00199953
          54     1.10288     1.06318   0.0020981
          55     1.10496     1.06394  0.00219313
          56     1.10687     1.06471  0.00228398
          57     1.10861     1.06548   0.0023702
          58     1.11019     1.06625  0.00245146
          59     1.11161     1.06702  0.00252757
          60     1.11288     1.06778  0.00259845
          61     1.11402     1.06854  0.00266408
          62     1.11502     1.06929  0.00272455
          63     1.11591     1.07003  0.00277998
          64     1.11669     1.07076  0.00283052
          65     1.11738     1.07148   0.0028764
          66     1.11798     1.07218  0.00291784
          67     1.11852     1.07287  0.00295511
          68       1.119     1.07355  0.00298849
          69     1.11944     1.07422  0.00301828
          70     1.11986     1.07487  0.00304479
          71     1.12027     1.07551  0.00306832
          72     1.12069     1.07614  0.00308919
          73     1.12112     1.07675  0.00310772
          74     1.12159     1.07736  0.00312423
          75     1.12211     1.07795  0.00313903
          76     1.12269     1.07854  0.00315243
          77     1.12334     1.07913   0.0031647
          78     1.12407      1.0797  0.00317614
          79     1.12488     1.08027  0.00318701
          80     1.12579     1.08084  0.00319757
          81      1.1268     1.08141  0.00320803
          82      1.1279     1.08198  0.00321861
