#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.648185   -0.648185           0
           2   -0.646088   -0.647137 0.000741401
           3    -0.64858   -0.647618 0.000631386
           4   -0.648168   -0.647755   0.0004883
           5   -0.648596   -0.647923 0.000418592
           6    -0.64572   -0.647556 0.000483801
           7    -0.64914   -0.647782 0.000464592
           8   -0.646632   -0.647639 0.000428196
           9   -0.643644   -0.647195 0.000565669
          10   -0.644708   -0.646946 0.000561108
          11    -0.64644     -0.6469 0.000511981
          12   -0.648424   -0.647027  0.00048481
          13    -0.64774   -0.647082 0.000450607
          14   -0.643652   -0.646837 0.000480428
          15   -0.644704   -0.646695 0.000468971
          16   -0.649496    -0.64687 0.000471209
          17   -0.647944   -0.646933 0.000447708
          18    -0.64828   -0.647008 0.000429043
          19   -0.648836   -0.647104 0.000417112
          20    -0.64382    -0.64694 0.000427356
