#     BLOCK:   ACTUAL_T:     T_AVE:       ERROR:
           1     1.13111     1.13111           0
           2     1.13319     1.13215 0.000733789
           3     1.13537     1.13322  0.00100366
           4     1.13765     1.13433  0.00121807
           5        1.14     1.13546  0.00140702
           6     1.14243     1.13662  0.00157997
           7      1.1449     1.13781  0.00174096
           8      1.1474     1.13901  0.00189193
           9     1.14993     1.14022  0.00203388
          10     1.15245     1.14144  0.00216735
          11     1.15497     1.14267  0.00229262
          12     1.15745      1.1439  0.00240989
          13      1.1599     1.14513  0.00251923
          14      1.1623     1.14636  0.00262068
          15     1.16463     1.14758  0.00271423
          16     1.16688     1.14878  0.00279987
          17     1.16904     1.14998  0.00287757
          18      1.1711     1.15115  0.00294734
          19     1.17305      1.1523  0.00300922
          20     1.17489     1.15343  0.00306331
          21      1.1766     1.15453  0.00310971
          22     1.17818     1.15561  0.00314859
          23     1.17963     1.15665  0.00318012
          24     1.18094     1.15767  0.00320454
          25     1.18211     1.15864  0.00322209
          26     1.18315     1.15959  0.00323306
          27     1.18405     1.16049  0.00323776
          28     1.18481     1.16136  0.00323653
          29     1.18544     1.16219  0.00322971
          30     1.18595     1.16298  0.00321768
          31     1.18633     1.16374  0.00320081
          32      1.1866     1.16445  0.00317951
          33     1.18675     1.16513  0.00315416
          34      1.1868     1.16576  0.00312517
          35     1.18676     1.16636  0.00309293
          36     1.18663     1.16693  0.00305781
          37     1.18642     1.16745   0.0030202
          38     1.18613     1.16794  0.00298043
          39     1.18577      1.1684  0.00293886
          40     1.18535     1.16883  0.00289579
          41     1.18488     1.16922   0.0028515
          42     1.18435     1.16958  0.00280627
          43     1.18376     1.16991  0.00276034
          44     1.18313     1.17021  0.00271392
          45     1.18245     1.17048  0.00266722
          46     1.18173     1.17072  0.00262042
          47     1.18095     1.17094  0.00257369
          48     1.18013     1.17113  0.00252717
          49     1.17925      1.1713  0.00248103
          50     1.17833     1.17144  0.00243539
          51     1.17736     1.17156   0.0023904
          52     1.17632     1.17165  0.00234618
          53     1.17523     1.17171  0.00230289
          54     1.17408     1.17176  0.00226066
          55     1.17286     1.17178  0.00221964
          56     1.17158     1.17178  0.00218001
          57     1.17024     1.17175  0.00214193
          58     1.16883      1.1717  0.00210559
          59     1.16736     1.17162  0.00207119
          60     1.16582     1.17153  0.00203893
          61     1.16422     1.17141  0.00200902
          62     1.16256     1.17127  0.00198168
          63     1.16084      1.1711  0.00195712
          64     1.15907     1.17091  0.00193555
          65     1.15724      1.1707  0.00191717
          66     1.15536     1.17047  0.00190216
          67     1.15343     1.17021  0.00189069
          68     1.15147     1.16994  0.00188286
          69     1.14948     1.16964  0.00187877
          70     1.14746     1.16933  0.00187846
          71     1.14543     1.16899  0.00188191
          72     1.14339     1.16863  0.00188905
          73     1.14135     1.16826  0.00189978
          74     1.13933     1.16787   0.0019139
          75     1.13734     1.16746  0.00193119
          76     1.13538     1.16704  0.00195136
          77     1.13348      1.1666   0.0019741
          78     1.13164     1.16616  0.00199904
          79     1.12988      1.1657  0.00202578
          80     1.12821     1.16523  0.00205393
          81     1.12665     1.16475  0.00208306
          82     1.12521     1.16427  0.00211273
          83     1.12391     1.16378  0.00214251
          84     1.12275     1.16329  0.00217198
          85     1.12175     1.16281  0.00220074
          86     1.12092     1.16232  0.00222839
          87     1.12027     1.16184  0.00225457
          88     1.11982     1.16136  0.00227895
