#     BLOCK:   ACTUAL_T:     T_AVE:       ERROR:
           1     1.08199     1.08199           0
           2     1.08321      1.0826  0.00043131
           3     1.08435     1.08318 0.000556801
           4     1.08541     1.08374 0.000638567
           5      1.0864     1.08427 0.000697996
           6     1.08731     1.08478 0.000742828
           7     1.08814     1.08526  0.00077694
           8     1.08891     1.08571 0.000802752
           9     1.08961     1.08615  0.00082205
          10     1.09025     1.08656 0.000836171
          11     1.09084     1.08695  0.00084613
          12     1.09139     1.08732 0.000852723
          13     1.09189     1.08767  0.00085664
          14     1.09236       1.088 0.000858497
          15      1.0928     1.08832 0.000858804
          16     1.09322     1.08863    0.000858
          17     1.09363     1.08892 0.000856474
          18     1.09403     1.08921 0.000854572
          19     1.09443     1.08948 0.000852584
          20     1.09482     1.08975 0.000850745
          21     1.09522     1.09001 0.000849239
          22     1.09563     1.09027 0.000848198
          23     1.09604     1.09052 0.000847717
          24     1.09646     1.09076 0.000847853
          25     1.09689     1.09101 0.000848628
          26     1.09732     1.09125 0.000850022
          27     1.09776     1.09149  0.00085198
          28     1.09818     1.09173 0.000854414
          29     1.09861     1.09197 0.000857203
          30     1.09902      1.0922 0.000860205
          31     1.09941     1.09244 0.000863258
          32     1.09977     1.09267 0.000866198
          33     1.10011     1.09289 0.000868856
          34     1.10042     1.09311 0.000871057
          35     1.10069     1.09333 0.000872632
          36     1.10091     1.09354 0.000873432
          37     1.10109     1.09374 0.000873312
          38     1.10121     1.09394 0.000872153
          39     1.10128     1.09413 0.000869862
          40      1.1013     1.09431 0.000866381
          41     1.10126     1.09448 0.000861679
          42     1.10117     1.09464 0.000855754
          43     1.10102     1.09478 0.000848636
          44     1.10083     1.09492 0.000840381
          45     1.10058     1.09505 0.000831069
          46      1.1003     1.09516 0.000820797
          47     1.09997     1.09526 0.000809683
          48     1.09961     1.09535 0.000797859
          49     1.09922     1.09543 0.000785462
          50      1.0988      1.0955 0.000772638
          51     1.09837     1.09556  0.00075953
          52     1.09792      1.0956 0.000746278
          53     1.09745     1.09564 0.000733012
          54     1.09698     1.09566 0.000719856
          55     1.09649     1.09568 0.000706925
          56       1.096     1.09568 0.000694324
          57     1.09549     1.09568 0.000682151
          58     1.09497     1.09567   0.0006705
          59     1.09443     1.09565 0.000659462
          60     1.09387     1.09562 0.000649135
          61     1.09328     1.09558 0.000639624
          62     1.09265     1.09553 0.000631049
          63     1.09198     1.09548 0.000623548
          64     1.09125     1.09541 0.000617288
          65     1.09046     1.09533 0.000612465
          66      1.0896     1.09525 0.000609308
          67     1.08867     1.09515 0.000608078
          68     1.08764     1.09504 0.000609064
          69     1.08653     1.09491 0.000612584
          70     1.08533     1.09478 0.000618958
          71     1.08402     1.09463 0.000628501
          72     1.08262     1.09446 0.000641505
