#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.847237   -0.847237           0
           2   -0.845676   -0.846457 0.000551897
           3    -0.84714   -0.846684 0.000412285
           4   -0.850228    -0.84757 0.000827194
           5   -0.846544   -0.847365 0.000686747
           6   -0.854704   -0.848588  0.00125471
           7     -0.8466   -0.848304  0.00110715
           8   -0.844472   -0.847825  0.00106736
           9   -0.848312   -0.847879 0.000950134
          10   -0.848172   -0.847909 0.000855572
          11   -0.847404   -0.847863 0.000779021
          12   -0.847904   -0.847866  0.00071411
          13   -0.847564   -0.847843 0.000659556
          14   -0.847728   -0.847835 0.000612496
          15   -0.846236   -0.847728 0.000580861
          16   -0.851408   -0.847958 0.000588332
          17    -0.85302   -0.848256 0.000624545
          18   -0.844436   -0.848044 0.000624863
          19   -0.851448   -0.848223  0.00061713
          20   -0.844748   -0.848049  0.00061024
