#     BLOCK:   ACTUAL_T:     T_AVE:       ERROR:
           1     1.18529     1.18529           0
           2     1.19108     1.18818  0.00204742
           3     1.19673     1.19103  0.00269867
           4     1.20222     1.19383  0.00315641
           5     1.20749     1.19656  0.00351439
           6     1.21252     1.19922  0.00380454
           7     1.21728      1.2018  0.00404221
           8     1.22174     1.20429  0.00423629
           9     1.22589     1.20669  0.00439275
          10      1.2297     1.20899  0.00451599
          11     1.23318     1.21119  0.00460952
          12      1.2363     1.21329  0.00467626
          13     1.23908     1.21527  0.00471867
          14      1.2415     1.21714  0.00473898
          15     1.24357      1.2189  0.00473927
          16      1.2453     1.22055  0.00472148
          17      1.2467     1.22209  0.00468749
          18     1.24777     1.22352  0.00463904
          19     1.24853     1.22483   0.0045778
          20     1.24899     1.22604   0.0045054
          21     1.24916     1.22714  0.00442335
          22     1.24907     1.22814  0.00433312
          23     1.24872     1.22904  0.00423613
          24     1.24814     1.22983  0.00413373
          25     1.24733     1.23053  0.00402722
          26     1.24632     1.23114  0.00391784
          27     1.24512     1.23166  0.00380679
          28     1.24374     1.23209  0.00369521
          29      1.2422     1.23244   0.0035842
          30     1.24051     1.23271  0.00347482
          31     1.23869      1.2329  0.00336809
          32     1.23675     1.23302  0.00326499
          33     1.23471     1.23307  0.00316646
          34     1.23257     1.23306  0.00307336
          35     1.23034     1.23298  0.00298653
          36     1.22804     1.23284  0.00290672
          37     1.22568     1.23265   0.0028346
          38     1.22326      1.2324  0.00277075
          39     1.22079      1.2321  0.00271564
          40     1.21829     1.23176  0.00266962
          41     1.21575     1.23137   0.0026329
          42     1.21318     1.23093  0.00260556
          43     1.21059     1.23046  0.00258756
          44     1.20798     1.22995   0.0025787
          45     1.20535      1.2294  0.00257869
          46      1.2027     1.22882  0.00258714
          47     1.20004     1.22821  0.00260359
          48     1.19735     1.22757  0.00262752
          49     1.19465      1.2269  0.00265839
          50     1.19193      1.2262  0.00269566
          51     1.18918     1.22547  0.00273877
          52     1.18641     1.22472  0.00278721
          53     1.18361     1.22394   0.0028405
          54     1.18078     1.22314  0.00289818
          55     1.17792     1.22232  0.00295981
          56     1.17504     1.22148  0.00302501
          57     1.17212     1.22061  0.00309341
          58     1.16917     1.21972  0.00316467
          59     1.16619     1.21882   0.0032385
          60     1.16319     1.21789  0.00331459
          61     1.16016     1.21694  0.00339267
          62     1.15711     1.21598  0.00347248
          63     1.15406       1.215  0.00355375
          64     1.15099       1.214  0.00363622
          65     1.14792     1.21298  0.00371966
          66     1.14486     1.21195  0.00380382
          67      1.1418      1.2109  0.00388846
          68     1.13876     1.20984  0.00397334
          69     1.13575     1.20877  0.00405823
          70     1.13278     1.20768   0.0041429
          71     1.12983     1.20658  0.00422715
          72     1.12693     1.20548  0.00431077
          73     1.12408     1.20436  0.00439357
          74     1.12127     1.20324  0.00447537
          75     1.11852     1.20211  0.00455602
          76     1.11583     1.20097  0.00463535
          77      1.1132     1.19983  0.00471324
          78     1.11063     1.19869  0.00478955
          79     1.10813     1.19754  0.00486417
          80     1.10569      1.1964  0.00493701
          81     1.10333     1.19525  0.00500798
          82     1.10103      1.1941    0.005077
          83     1.09881     1.19295  0.00514399
          84     1.09666      1.1918  0.00520891
          85     1.09459     1.19066   0.0052717
          86     1.09259     1.18952  0.00533231
          87     1.09067     1.18838   0.0053907
          88     1.08884     1.18725  0.00544685
          89     1.08708     1.18613  0.00550071
          90     1.08541     1.18501  0.00555226
          91     1.08381      1.1839   0.0056015
          92     1.08231     1.18279   0.0056484
          93     1.08088      1.1817  0.00569296
          94     1.07954     1.18061  0.00573518
          95     1.07829     1.17953  0.00577507
          96     1.07711     1.17847  0.00581263
          97     1.07601     1.17741  0.00584789
          98     1.07499     1.17636  0.00588086
          99     1.07404     1.17533  0.00591159
         100     1.07316     1.17431   0.0059401
         101     1.07235      1.1733  0.00596645
         102      1.0716      1.1723   0.0059907
         103      1.0709     1.17132  0.00601289
         104     1.07024     1.17035   0.0060331
         105     1.06963     1.16939  0.00605141
         106     1.06906     1.16844  0.00606789
         107     1.06851     1.16751  0.00608263
         108     1.06798     1.16658  0.00609572
         109     1.06746     1.16568  0.00610725
         110     1.06696     1.16478  0.00611731
         111     1.06645     1.16389    0.006126
         112     1.06594     1.16302  0.00613341
         113     1.06543     1.16215  0.00613963
         114      1.0649      1.1613  0.00614476
         115     1.06436     1.16046  0.00614888
         116      1.0638     1.15962  0.00615208
         117     1.06322      1.1588  0.00615442
         118     1.06264     1.15799  0.00615598
         119     1.06205     1.15718  0.00615682
         120     1.06144     1.15638  0.00615698
