Block;Step;Progressive_discrete_rw;Progressive_discrete_rw_error;Progressive_continuous_rw;Progressive_continuous_rw_error
14;84;9.10078;0.101338;9.08037;0.100714
14;85;9.19256;0.103569;9.39992;0.0600173
14;86;9.19056;0.108739;9.19521;0.0678394
14;87;9.09516;0.0673197;9.37945;0.122481
14;88;9.10998;0.116795;9.21975;0.105292
14;89;9.33756;0.0912884;9.47935;0.0920771
14;90;9.42267;0.0961294;9.52877;0.10448
14;91;9.62101;0.0769227;9.48625;0.0962694
14;92;9.61359;0.081177;9.49159;0.107022
14;93;9.61245;0.0973901;9.74208;0.0977235
14;94;9.68735;0.084218;9.80876;0.0720467
14;95;9.64598;0.138478;9.54791;0.102426
14;96;9.99136;0.113219;9.82072;0.111718
14;97;9.89544;0.124312;9.98096;0.12736
14;98;10.0432;0.0725933;9.92217;0.100486
14;99;10.041;0.110724;9.80063;0.130336
14;100;9.90591;0.0964509;10.0776;0.0569978
15;0;0;0;0;0
15;1;1;0;1;0
15;2;1.44614;0.00884949;1.38639;0.0120688
15;3;1.73702;0.0163648;1.72138;0.0145247
15;4;1.98682;0.0129987;2.01512;0.0176156
15;5;2.23841;0.0196468;2.18615;0.0258836
15;6;2.48492;0.0244153;2.41604;0.0215239
15;7;2.65653;0.0228972;2.65593;0.0198776
15;8;2.82626;0.0286128;2.78466;0.0357506
15;9;2.9831;0.0314666;2.97224;0.0189404
15;10;3.2434;0.0368579;3.13679;0.0341945
15;11;3.28369;0.0314712;3.31059;0.0295316
15;12;3.42742;0.038987;3.45645;0.0444915
15;13;3.60563;0.0382165;3.59068;0.0392988
15;14;3.7296;0.0289976;3.74501;0.0419373
15;15;3.83056;0.0321988;3.86157;0.0260132
15;16;4.08102;0.0332144;4.06216;0.0450524
15;17;4.08952;0.0444332;4.08252;0.0349199
15;18;4.23068;0.0366207;4.217;0.0408189
15;19;4.35292;0.0453729;4.39962;0.039806
15;20;4.52877;0.0419933;4.52315;0.0350107
15;21;4.59954;0.0380498;4.59175;0.0476739
15;22;4.63656;0.0454998;4.7278;0.0534661
15;23;4.65464;0.0622151;4.85951;0.0527557
15;24;4.89609;0.0361362;4.85558;0.0498338
15;25;4.9613;0.0401882;4.96954;0.04115
15;26;5.06153;0.0530339;5.08404;0.0518995
15;27;5.11749;0.0524866;5.23233;0.0409013
15;28;5.29636;0.0523031;5.22186;0.0332617
15;29;5.37748;0.0592834;5.41633;0.0523142
15;30;5.51294;0.0456093;5.44931;0.0551457
15;31;5.55663;0.0626308;5.61737;0.0758805
15;32;5.64452;0.052081;5.73917;0.0828653
15;33;5.79991;0.0800313;5.77469;0.0613884
15;34;5.97318;0.0870509;5.86368;0.0672572
15;35;5.99785;0.0699217;5.91901;0.0635318
15;36;6.10044;0.0643302;6.05814;0.0669776
15;37;6.08836;0.0478888;6.22492;0.0592288
15;38;6.15605;0.0528183;6.15271;0.051128
15;39;6.31209;0.0417986;6.23728;0.0422928
15;40;6.28392;0.0752267;6.30191;0.060194
15;41;6.23611;0.0717079;6.33029;0.0603633
15;42;6.40825;0.0601615;6.40667;0.0724943
15;43;6.56965;0.0560853;6.50897;0.0730056
15;44;6.56528;0.0711208;6.66156;0.0505409
15;45;6.61332;0.0647068;6.67801;0.0674579
15;46;6.86788;0.0575635;6.70824;0.0687282
15;47;6.85171;0.0493327;6.82186;0.0565212
15;48;6.81505;0.0599341;6.96293;0.0592094
15;49;7.04763;0.0498127;6.88958;0.0422586
15;50;7.15135;0.0622661;6.96859;0.0574839
15;51;7.01455;0.0481906;7.04259;0.0661832
15;52;7.22861;0.0830448;7.20922;0.0800799
15;53;7.33294;0.101794;7.20079;0.0745675
15;54;7.29343;0.04158;7.30591;0.0810108
15;55;7.42533;0.0623405;7.53808;0.0886396
15;56;7.49695;0.0804114;7.37063;0.0769729
15;57;7.49889;0.0679062;7.36032;0.105515
15;58;7.68987;0.0745599;7.62391;0.087001
15;59;7.69735;0.0603347;7.52453;0.0741432
15;60;7.71229;0.0709797;7.7238;0.0505689
15;61;7.73649;0.0732233;7.78363;0.0825435
15;62;7.82207;0.0677764;7.79546;0.0873793
15;63;7.93737;0.067444;7.96091;0.0845199
15;64;7.9997;0.103997;7.95693;0.107524
15;65;8.16725;0.0986861;7.9151;0.119606
15;66;8.12388;0.0718803;8.18145;0.0649482
15;67;8.12754;0.0750152;8.16211;0.0748097
15;68;8.25972;0.085963;8.20796;0.0595907
15;69;8.25924;0.0846106;8.39354;0.0740721
15;70;8.24828;0.0855169;8.45595;0.0834699
15;71;8.34348;0.0713634;8.53273;0.0761039
15;72;8.52382;0.0942506;8.41215;0.0827553
15;73;8.49189;0.110763;8.47111;0.0958853
15;74;8.59022;0.0848788;8.65532;0.0866626
15;75;8.59503;0.0838571;8.76618;0.0758626
15;76;8.71048;0.102908;8.72565;0.0799621
15;77;8.79133;0.0861292;8.967;0.10585
15;78;8.96323;0.0685318;8.74483;0.0732352
15;79;8.6914;0.096055;9.04477;0.100452
15;80;8.94327;0.0494319;9.04587;0.11536
15;81;9.10836;0.118068;8.89604;0.0733047
15;82;8.99309;0.0928343;9.02649;0.0916402
15;83;9.11976;0.0957119;9.08585;0.090518
15;84;9.11815;0.0963711;9.10419;0.0971751
15;85;9.19398;0.0968904;9.41471;0.0580548
15;86;9.20239;0.102401;9.1768;0.0660749
15;87;9.11693;0.0666295;9.37254;0.114778
15;88;9.14888;0.115971;9.23441;0.0995771
15;89;9.33565;0.0854139;9.46606;0.0871491
15;90;9.42569;0.0899716;9.53964;0.0983349
15;91;9.60666;0.0733706;9.49756;0.090759
15;92;9.626;0.0769425;9.511;0.101973
15;93;9.56655;0.10201;9.73926;0.0914556
15;94;9.70388;0.080495;9.83167;0.0711804
15;95;9.64075;0.12964;9.54782;0.0958108
15;96;9.99626;0.10602;9.85671;0.110525
15;97;9.88254;0.116996;10.022;0.126013
15;98;10.0723;0.0739081;9.90641;0.0953093
15;99;10.0105;0.10797;9.81223;0.122469
15;100;9.89846;0.0905285;10.0888;0.0544805
16;0;0;0;0;0
16;1;1;0;1;0
16;2;1.4455;0.00833721;1.3885;0.0115297
16;3;1.74072;0.0158122;1.7196;0.0137591
16;4;1.98642;0.012217;2.0145;0.0165583
16;5;2.24061;0.0185867;2.18827;0.0244057
16;6;2.48163;0.0231689;2.42099;0.0208151
16;7;2.655;0.0215622;2.64712;0.0206466
16;8;2.82345;0.0270235;2.77103;0.0362407
16;9;2.97191;0.0316055;2.98063;0.0196718
16;10;3.2434;0.034622;3.12714;0.0335388
16;11;3.29174;0.0306382;3.31256;0.0278095
16;12;3.43361;0.0371419;3.44785;0.0426687
16;13;3.59967;0.0363899;3.59697;0.0374474
16;14;3.72618;0.0274519;3.75428;0.0404698
16;15;3.83061;0.0302455;3.86057;0.0244556
16;16;4.07359;0.0320715;4.05545;0.0428483
16;17;4.09643;0.0423074;4.07869;0.0330236
16;18;4.23916;0.0354302;4.22101;0.0385523
16;19;4.35069;0.0426785;4.40587;0.0379084
16;20;4.51784;0.0409346;4.51066;0.0351792
16;21;4.60313;0.0359208;4.59339;0.0448118
16;22;4.64691;0.0439746;4.72197;0.05056
16;23;4.68377;0.065296;4.85959;0.0495554
16;24;4.91306;0.0379501;4.8511;0.0470241
16;25;4.96015;0.037768;4.96282;0.0392336
16;26;5.07035;0.050592;5.08297;0.0487628
16;27;5.11478;0.0493768;5.21576;0.0418433
16;28;5.29295;0.0492487;5.22676;0.031627
16;29;5.36579;0.0569002;5.38446;0.058571
16;30;5.52265;0.0439293;5.4357;0.0535602
16;31;5.5427;0.0604587;5.60855;0.0718205
16;32;5.6213;0.0541528;5.73182;0.0781847
16;33;5.80194;0.0752037;5.7572;0.0602587
16;34;5.95457;0.0838604;5.8706;0.0635549
16;35;5.96005;0.075777;5.93101;0.0608709
16;36;6.07425;0.0658621;6.04397;0.0644907
16;37;6.08764;0.0449894;6.21955;0.0558946
16;38;6.17813;0.0543069;6.15756;0.0482707
16;39;6.33618;0.0460636;6.22633;0.0412067
16;40;6.27083;0.0718658;6.30438;0.0565962
16;41;6.24262;0.067671;6.32946;0.0567076
16;42;6.42634;0.0593343;6.44357;0.0774509
16;43;6.56205;0.053228;6.4716;0.0780988
16;44;6.5743;0.0674126;6.66086;0.0474801
16;45;6.61872;0.0610214;6.64269;0.0725449
16;46;6.87867;0.0551368;6.72126;0.0658584
16;47;6.85638;0.0465746;6.79511;0.0594485
16;48;6.81408;0.0563067;6.97045;0.0561235
16;49;7.04742;0.0467913;6.91561;0.047467
16;50;7.1266;0.0635116;6.97585;0.0544828
16;51;7.02969;0.0477307;7.01115;0.0696652
16;52;7.24469;0.0796474;7.19877;0.0759437
16;53;7.32283;0.0961524;7.17779;0.0737233
16;54;7.29985;0.0395831;7.30495;0.0761024
16;55;7.46308;0.0696765;7.55222;0.084456
16;56;7.50301;0.0757762;7.36385;0.0726207
16;57;7.47447;0.0683007;7.37107;0.0996945
16;58;7.70716;0.0721385;7.63379;0.0823182
16;59;7.6724;0.0619224;7.58284;0.0908322
16;60;7.71412;0.0666989;7.7457;0.0523032
16;61;7.73016;0.069072;7.77908;0.0776696
16;62;7.82774;0.0639161;7.80849;0.0831062
16;63;7.94193;0.063517;7.97473;0.080587
16;64;8.01012;0.0982422;7.9519;0.101126
16;65;8.17897;0.0934382;7.96067;0.121238
16;66;8.15672;0.0750825;8.20381;0.0649793
16;67;8.10486;0.0740224;8.13686;0.0746703
16;68;8.25462;0.0809086;8.19066;0.0585894
16;69;8.2699;0.0801888;8.39502;0.0695942
16;70;8.24658;0.080347;8.43489;0.0811862
16;71;8.33353;0.0677685;8.51735;0.0731226
16;72;8.51856;0.088689;8.39722;0.0791563
16;73;8.50295;0.104629;8.51306;0.0993584
16;74;8.58315;0.0800431;8.63584;0.0837024
16;75;8.56711;0.0835726;8.78528;0.0737767
16;76;8.69667;0.097646;8.71486;0.0758812
16;77;8.75561;0.0884378;8.96709;0.0994287
16;78;8.93802;0.0691353;8.73446;0.0695702
16;79;8.71495;0.0932508;9.02384;0.0966508
16;80;8.91103;0.0565269;9.00917;0.114408
16;81;9.07509;0.115787;8.91405;0.0711745
16;82;9.02928;0.0944142;9.0137;0.0870271
16;83;9.11016;0.0904168;9.06438;0.0876958
16;84;9.14992;0.0959363;9.11954;0.0925614
16;85;9.17387;0.0932077;9.40719;0.0550493
16;86;9.17057;0.101316;9.13379;0.0755144
16;87;9.12608;0.0632533;9.37842;0.107976
16;88;9.1573;0.109261;9.26986;0.100027
16;89;9.3687;0.0867724;9.46347;0.0819031
16;90;9.43643;0.0851937;9.55349;0.0934035
16;91;9.57476;0.075948;9.5226;0.0888542
16;92;9.69277;0.0983945;9.55074;0.103704
16;93;9.58393;0.0973852;9.75943;0.0882428
16;94;9.66981;0.0829333;9.78726;0.0802631
16;95;9.67227;0.125786;9.5575;0.0905173
16;96;10.0049;0.0999615;9.89038;0.109143
16;97;9.89198;0.110303;10.0046;0.119645
16;98;10.0673;0.0696101;9.95038;0.0997418
16;99;9.96912;0.109538;9.8466;0.120065
16;100;9.89935;0.0850414;10.0971;0.0518408
17;0;0;0;0;0
17;1;1;0;1;0
17;2;1.44493;0.00788093;1.39475;0.0125413
17;3;1.7383;0.015104;1.71957;0.0129722
17;4;1.99099;0.0123946;2.01159;0.0158809
17;5;2.24036;0.0175255;2.19575;0.0241929
17;6;2.48052;0.0218719;2.41406;0.0208102
17;7;2.66066;0.0211012;2.6507;0.019793
17;8;2.83473;0.0278648;2.7747;0.0343645
17;9;2.97366;0.029849;2.98774;0.0198613
17;10;3.23043;0.0351234;3.12927;0.0316927
17;11;3.29363;0.0289474;3.32692;0.0298963
17;12;3.43706;0.0351873;3.46456;0.0435638
17;13;3.58874;0.0360075;3.59244;0.0355952
17;14;3.72525;0.0258986;3.75793;0.0383294
17;15;3.83095;0.0285177;3.86399;0.0233098
17;16;4.0547;0.0356511;4.0446;0.0418292
17;17;4.08287;0.0421311;4.06766;0.0330316
17;18;4.23163;0.0342417;4.23387;0.0385533
17;19;4.35942;0.0411731;4.40948;0.0359228
17;20;4.50888;0.0396193;4.51507;0.0334596
17;21;4.60016;0.0339962;4.60973;0.0453003
17;22;4.64909;0.0415169;4.71486;0.0481954
17;23;4.66939;0.0632188;4.85663;0.0468146
17;24;4.91933;0.0363251;4.83495;0.0471874
17;25;4.96369;0.0357839;4.97762;0.0398404
17;26;5.06477;0.0480239;5.0711;0.047481
17;27;5.11161;0.0466609;5.21058;0.0397881
17;28;5.29694;0.0466029;5.23363;0.030599
17;29;5.35615;0.0545049;5.34786;0.0662499
17;30;5.51738;0.0417515;5.44035;0.0507108
17;31;5.54339;0.0570052;5.58272;0.0724753
17;32;5.6143;0.0515322;5.72229;0.0743266
17;33;5.79913;0.070958;5.75337;0.0569413
17;34;5.94951;0.0792263;5.86433;0.0602471
17;35;5.95174;0.0719258;5.92354;0.0578738
17;36;6.07835;0.062231;6.04255;0.060819
17;37;6.07032;0.0458178;6.20725;0.0541131
17;38;6.16962;0.0519034;6.15603;0.0455358
17;39;6.34627;0.0445842;6.23387;0.0395736
17;40;6.29213;0.0710264;6.2908;0.0550599
17;41;6.23218;0.0646489;6.35094;0.0576201
17;42;6.40477;0.0599527;6.45802;0.0744379
17;43;6.54982;0.0516524;6.49579;0.0775054
17;44;6.59452;0.0666968;6.67437;0.0467593
17;45;6.61557;0.0576177;6.63359;0.0689974
17;46;6.86411;0.0539831;6.70589;0.0639664
17;47;6.8498;0.0444012;6.80466;0.0568555
17;48;6.80795;0.0534392;6.94506;0.0586896
17;49;7.02332;0.0502689;6.89292;0.0501749
17;50;7.10219;0.0646618;6.96348;0.052836
17;51;7.02397;0.0453628;7.02111;0.0664321
17;52;7.25721;0.0761279;7.20261;0.0717032
17;53;7.33463;0.0914182;7.19175;0.0708947
17;54;7.31182;0.039192;7.32441;0.0743414
17;55;7.43815;0.0702645;7.57754;0.0835545
17;56;7.48199;0.0744713;7.32004;0.081284
17;57;7.47048;0.0645178;7.39832;0.0978633
17;58;7.7078;0.0680159;7.62762;0.0778553
17;59;7.67555;0.0584661;7.61411;0.0911681
17;60;7.74977;0.0722871;7.75338;0.0499067
17;61;7.70286;0.070612;7.76653;0.0742948
17;62;7.82125;0.0606085;7.80482;0.0784389
17;63;7.92257;0.0629366;7.94983;0.0799546
17;64;8.00502;0.0927639;7.95652;0.0954548
17;65;8.15413;0.091531;7.96231;0.114316
17;66;8.16745;0.071597;8.21026;0.061601
17;67;8.1152;0.0705506;8.15832;0.0735993
17;68;8.25254;0.07631;8.18383;0.0556587
17;69;8.28239;0.0766274;8.38624;0.0661991
17;70;8.26744;0.0785716;8.42441;0.0772572
17;71;8.3223;0.0648718;8.52539;0.0694085
17;72;8.51698;0.0836318;8.40934;0.075607
17;73;8.51603;0.099509;8.53672;0.0966185
17;74;8.58311;0.0754653;8.65763;0.0818686
17;75;8.58488;0.0807732;8.78468;0.0695599
17;76;8.70594;0.0925264;8.69771;0.0735687
17;77;8.78601;0.0887466;8.93363;0.0995325
17;78;8.88144;0.0863123;8.75927;0.0701285
17;79;8.73631;0.0904756;9.01551;0.0915032
17;80;8.93279;0.0575647;9.01232;0.107911
17;81;9.09172;0.110425;8.92335;0.0677458
17;82;9.04304;0.0900709;9.03179;0.0840208
17;83;9.11219;0.0852697;9.0407;0.0860061
17;84;9.1701;0.0926733;9.15473;0.0940952
17;85;9.21069;0.0952799;9.37455;0.0613082
17;86;9.21269;0.104396;9.1371;0.0712727
17;87;9.15518;0.0663566;9.4002;0.104105
17;88;9.19712;0.110444;9.27504;0.0944482
17;89;9.34778;0.0844411;9.48988;0.0816102
17;90;9.43529;0.0803295;9.52331;0.0930897
17;91;9.60802;0.0789534;9.52176;0.0837767
17;92;9.71028;0.0944057;9.55425;0.0978361
17;93;9.58018;0.0918925;9.7686;0.0837005
17;94;9.67255;0.0782381;9.77521;0.0766263
17;95;9.70088;0.121995;9.54758;0.0859147
17;96;9.99441;0.0948251;9.90554;0.104012
17;97;9.88025;0.104653;9.99742;0.11303
17;98;10.0621;0.065829;9.92154;0.0983599
17;99;9.95534;0.104189;9.87443;0.116569
17;100;9.91573;0.081833;10.117;0.0527676
18;0;0;0;0;0
18;1;1;0;1;0
18;2;1.44479;0.00745598;1.39811;0.012329
18;3;1.74213;0.0147915;1.72339;0.0128498
18;4;1.9888;0.0119272;2.01038;0.0150703
18;5;2.24061;0.0165793;2.20166;0.0236349
18;6;2.48186;0.0207321;2.42581;0.0229249
18;7;2.66007;0.0199684;2.65228;0.0187887
18;8;2.8368;0.0264385;2.77637;0.0325484
18;9;2.97851;0.0286491;2.98334;0.0192934
18;10;3.22416;0.0338102;3.13223;0.0301233
18;11;3.29751;0.0276561;3.32921;0.0283714
18;12;3.43696;0.033284;3.46551;0.0412182
18;13;3.58728;0.0340912;3.58678;0.034142
18;14;3.71437;0.0268052;3.75269;0.0366331
18;15;3.84415;0.0300296;3.85519;0.0237385
18;16;4.04378;0.0354489;4.04622;0.0395996
18;17;4.08216;0.0398583;4.06668;0.0312601
18;18;4.23809;0.0330267;4.24119;0.0371959
18;19;4.35315;0.0394474;4.40704;0.0340669
18;20;4.49892;0.0387759;4.50693;0.0326792
18;21;4.6087;0.0332709;4.60617;0.0429981
18;22;4.64651;0.039356;4.71944;0.0458181
18;23;4.67648;0.0602183;4.84597;0.0455482
18;24;4.9294;0.035807;4.84496;0.0457433
18;25;4.97164;0.0347686;4.98824;0.0391543
18;26;5.07641;0.0468924;5.07827;0.0454806
18;27;5.10867;0.0442348;5.20756;0.0377572
18;28;5.28888;0.0448115;5.23697;0.0291362
18;29;5.34955;0.0519778;5.33691;0.0636155
18;30;5.49854;0.0437557;5.42823;0.0494741
18;31;5.51783;0.0596747;5.57984;0.0686151
18;32;5.62107;0.0492117;5.71808;0.0704317
18;33;5.77696;0.0706891;5.75954;0.0542128
18;34;5.9367;0.0760273;5.85444;0.0578387
18;35;5.95419;0.0680791;5.92464;0.0547543
18;36;6.05006;0.0653118;6.04609;0.0576381
18;37;6.08808;0.0468381;6.21686;0.0520805
18;38;6.16157;0.0497515;6.17428;0.0467788
18;39;6.35922;0.0441175;6.22722;0.0380189
18;40;6.28686;0.0673909;6.2802;0.0531487
18;41;6.23837;0.0614643;6.34818;0.0545733
18;42;6.40804;0.0568036;6.47326;0.0720414
18;43;6.52945;0.0529346;6.52525;0.0790087
18;44;6.60152;0.0634762;6.66752;0.0447573
18;45;6.61919;0.0546209;6.67939;0.0797318
18;46;6.81714;0.069383;6.71428;0.0610851
18;47;6.8365;0.044057;6.83502;0.0617573
18;48;6.80559;0.0506034;6.93975;0.0557687
18;49;7.01953;0.0477007;6.90126;0.0481882
18;50;7.10727;0.0613741;6.95476;0.0507322
18;51;7.03658;0.0447242;7.01238;0.0634424
18;52;7.28368;0.076721;7.20693;0.0679621
18;53;7.33779;0.0865306;7.21275;0.0702716
18;54;7.29886;0.039275;7.33385;0.0709511
18;55;7.44708;0.0670613;7.56044;0.0808633
18;56;7.49034;0.0709362;7.33062;0.077612
18;57;7.48742;0.0633346;7.40665;0.0929436
18;58;7.71137;0.0644355;7.61989;0.0740488
18;59;7.66027;0.0573771;7.61575;0.0862519
18;60;7.74258;0.0687538;7.73206;0.0517953
18;61;7.68105;0.0702651;7.78681;0.0731437
18;62;7.81675;0.0575068;7.82708;0.0774613
18;63;7.93877;0.0616978;7.92761;0.0788243
18;64;8.01988;0.0889951;7.9556;0.0902959
18;65;8.16031;0.0868003;7.96686;0.108228
18;66;8.14432;0.0715668;8.1965;0.0598698
18;67;8.13007;0.0683695;8.13915;0.0722091
18;68;8.23368;0.0746038;8.2015;0.0555337
18;69;8.31124;0.0780145;8.38649;0.0626186
18;70;8.26216;0.074509;8.40188;0.0764727
18;71;8.34995;0.0673034;8.50879;0.0677202
18;72;8.50963;0.0794484;8.461;0.088226
18;73;8.49215;0.0971088;8.53983;0.0914447
18;74;8.63057;0.0857167;8.64275;0.0788563
18;75;8.58976;0.0765594;8.79495;0.0665944
18;76;8.68391;0.0902515;8.67049;0.0747248
18;77;8.76462;0.0866263;8.91331;0.0963166
18;78;8.91607;0.0886837;8.79772;0.076673
18;79;8.76453;0.0901148;8.9999;0.0879499
18;80;8.89422;0.0667261;8.99218;0.104042
18;81;9.0444;0.11467;8.92484;0.0640983
18;82;9.03849;0.08532;9.04902;0.081323
18;83;9.12425;0.0815536;9.01995;0.0839582
18;84;9.15104;0.0897084;9.12529;0.0937474
18;85;9.19925;0.0908489;9.33289;0.0714038
18;86;9.26264;0.110662;9.13481;0.0674561
18;87;9.14343;0.0638571;9.39262;0.0987647
18;88;9.18246;0.105493;9.28801;0.0902756
18;89;9.31565;0.0860941;9.53283;0.0883359
18;90;9.44522;0.07663;9.52032;0.0881049
18;91;9.61202;0.0747895;9.50492;0.0810152
18;92;9.71554;0.0894536;9.51719;0.0996888
18;93;9.58062;0.0869227;9.76429;0.07929
18;94;9.6673;0.0741915;9.76282;0.0735337
18;95;9.69737;0.115448;9.59719;0.0952101
18;96;9.99423;0.0896957;9.91657;0.0990017
18;97;9.91769;0.105834;10.0168;0.108656
18;98;10.0322;0.0690945;9.94155;0.0951669
18;99;9.9181;0.105355;9.86803;0.110449
18;100;9.89851;0.0792987;10.0908;0.0563426
19;0;0;0;0;0
19;1;1;0;1;0
19;2;1.44397;0.00712134;1.40028;0.0118956
19;3;1.73899;0.01438;1.72271;0.0122091
19;4;1.98911;0.0113194;2.01279;0.0144989
19;5;2.24237;0.0158275;2.19949;0.0225265
19;6;2.47714;0.0202266;2.4283;0.0218897
19;7;2.65415;0.0198474;2.64985;0.0179897
19;8;2.82837;0.0264583;2.78278;0.0315365
19;9;2.98092;0.0272848;2.98137;0.018409
19;10;3.21428;0.0335625;3.12743;0.0289778
19;11;3.30381;0.0269819;3.33773;0.0282312
19;12;3.444;0.0323507;3.46182;0.0392773
19;13;3.59857;0.0342567;3.58334;0.0325718
19;14;3.70099;0.0287356;3.74103;0.036655
19;15;3.83026;0.0316907;3.8487;0.023437
19;16;4.03716;0.0342737;4.04212;0.03779
19;17;4.07516;0.0384561;4.06414;0.0297646
19;18;4.23198;0.0319227;4.23246;0.0363509
19;19;4.37653;0.0441272;4.40368;0.0324928
19;20;4.49272;0.0373048;4.48561;0.0376262
19;21;4.5932;0.0351609;4.60451;0.0408253
19;22;4.66086;0.04;4.72809;0.0443182
19;23;4.69206;0.0592132;4.85469;0.0440819
19;24;4.92645;0.0340978;4.84863;0.0435516
19;25;4.97075;0.0329965;4.98795;0.0371461
19;26;5.06713;0.0454436;5.09865;0.0477174
19;27;5.12773;0.046093;5.20697;0.0358244
19;28;5.2993;0.0437702;5.22255;0.0311797
19;29;5.33966;0.050293;5.33352;0.0604462
19;30;5.51318;0.0440168;5.43576;0.0475352
19;31;5.52238;0.0567954;5.59367;0.0665472
19;32;5.61461;0.0471315;5.69869;0.0695749
19;33;5.77845;0.0670783;5.78119;0.0558008
19;34;5.92986;0.072449;5.86261;0.0554745
19;35;5.96258;0.0651289;5.9251;0.0519465
19;36;6.0512;0.0619707;6.03649;0.0555174
19;37;6.10485;0.0474922;6.21938;0.0494721
19;38;6.17294;0.0485496;6.18125;0.0449215
19;39;6.36622;0.042435;6.23435;0.0367667
19;40;6.27854;0.0644717;6.28143;0.0504363
19;41;6.2491;0.0592886;6.37122;0.0566698
19;42;6.41113;0.0539774;6.46452;0.0689022
19;43;6.53123;0.0502498;6.54031;0.0764534
19;44;6.58799;0.0617206;6.66354;0.0426464
19;45;6.63601;0.0544792;6.68666;0.0759881
19;46;6.79644;0.0690009;6.70491;0.0587026
19;47;6.83767;0.0418127;6.83763;0.0586463
19;48;6.81244;0.0484931;6.93186;0.0534918
19;49;7.02274;0.0453667;6.91048;0.0466358
19;50;7.10333;0.0583576;6.95171;0.0482258
19;51;7.03809;0.042456;7.01684;0.0603521
19;52;7.26641;0.0748045;7.1962;0.065362
19;53;7.32183;0.0836276;7.21247;0.0666661
19;54;7.32404;0.0449731;7.3171;0.069364
19;55;7.44276;0.0637663;7.53631;0.0804212
19;56;7.49272;0.067338;7.3459;0.0751979
19;57;7.48561;0.0601118;7.42554;0.0901746
19;58;7.68399;0.0669801;7.61552;0.0703847
19;59;7.63649;0.0593996;7.5986;0.0836045
19;60;7.7508;0.0657414;7.70903;0.0542674
19;61;7.69196;0.0675472;7.80085;0.0707949
19;62;7.80925;0.0550684;7.8297;0.073533
19;63;8.00042;0.0850071;7.91437;0.0759432
19;64;8.01688;0.0844814;7.95316;0.0856969
19;65;8.14101;0.0845774;7.98408;0.104108
19;66;8.16965;0.072467;8.18434;0.0580847
19;67;8.12394;0.0651499;8.12173;0.0706855
19;68;8.24579;0.0718037;8.20363;0.0527269
19;69;8.30366;0.0743982;8.37644;0.0602502
19;70;8.24773;0.0721418;8.40815;0.0728195
19;71;8.33964;0.0646769;8.49952;0.06491
19;72;8.53281;0.0788563;8.47117;0.0843143
19;73;8.48909;0.0921763;8.53402;0.0869463
19;74;8.62782;0.0813645;8.65168;0.0753407
19;75;8.56506;0.076717;8.80526;0.0640127
19;76;8.68128;0.0856605;8.70011;0.0768309
19;77;8.76611;0.0821944;8.91093;0.091405
19;78;8.9499;0.0906802;8.8219;0.0766502
19;79;8.74915;0.0868627;8.99045;0.0839708
19;80;8.88264;0.0643529;9.01127;0.100533
19;81;9.04451;0.108785;8.92861;0.0609254
19;82;9.02205;0.0825936;9.03475;0.0784581
19;83;9.1497;0.0814473;9.02417;0.0797616
19;84;9.11621;0.0919535;9.12094;0.0890426
19;85;9.17033;0.0909086;9.31226;0.0708134
19;86;9.25387;0.105349;9.14463;0.0647439
19;87;9.13022;0.0620042;9.35572;0.1007
19;88;9.18061;0.100097;9.30304;0.0869519
19;89;9.32257;0.0819688;9.56078;0.0883414
19;90;9.46245;0.0747112;9.51455;0.0837827
19;91;9.62866;0.072877;9.50448;0.076859
19;92;9.70125;0.0860579;9.50164;0.0958429
19;93;9.58185;0.0824713;9.75508;0.0757834
19;94;9.66586;0.070399;9.79973;0.0789225
19;95;9.68706;0.110009;9.60999;0.0912273
19;96;9.99091;0.0851578;9.93704;0.0961277
19;97;9.91022;0.10068;10.019;0.103104
19;98;10.043;0.0664384;9.95243;0.0909362
19;99;9.92603;0.100263;9.86131;0.104997
19;100;9.87877;0.0777765;10.1212;0.0614825
20;0;0;0;0;0
20;1;1;0;1;0
20;2;1.4405;0.00761005;1.39882;0.0114082
20;3;1.7381;0.0137065;1.72805;0.0127822
20;4;1.98474;0.0116195;2.00779;0.0146714
20;5;2.24563;0.015404;2.20104;0.0214831
20;6;2.47718;0.0192393;2.42869;0.0208249
20;7;2.65303;0.018912;2.65435;0.017695
20;8;2.82323;0.0256878;2.78489;0.0300711
20;9;2.97483;0.0266575;2.96847;0.0217501
20;10;3.20706;0.0327304;3.12904;0.0276105
20;11;3.31158;0.0268153;3.33653;0.0268802
20;12;3.44357;0.0307746;3.46235;0.037364
20;13;3.60436;0.0330955;3.57986;0.0311777
20;14;3.71283;0.0297882;3.73795;0.0350017
20;15;3.83715;0.030921;3.85501;0.0231684
20;16;4.03276;0.0328974;4.03394;0.0368652
20;17;4.07477;0.0365812;4.05241;0.0306466
20;18;4.23057;0.0303972;4.23102;0.0346068
20;19;4.36664;0.0431217;4.41626;0.0333691
20;20;4.48558;0.0361949;4.49204;0.036362
20;21;4.59008;0.0335899;4.57869;0.046628
20;22;4.67529;0.0406918;4.73406;0.0425753
20;23;4.68201;0.0572121;4.84455;0.0431371
20;24;4.91733;0.0336907;4.84237;0.0418972
20;25;4.96723;0.0315821;4.98572;0.0354038
20;26;5.07254;0.0435627;5.11849;0.0495349
20;27;5.11926;0.0446549;5.19159;0.0373887
