Block;Step;Progressive_discrete_rw;Progressive_discrete_rw_error;Progressive_continuous_rw;Progressive_continuous_rw_error
46;25;4.96489;0.0239667;5.03517;0.0257292
46;26;5.07935;0.0271225;5.12454;0.0293447
46;27;5.16132;0.0294728;5.16063;0.0295199
46;28;5.31855;0.0276561;5.22106;0.0254255
46;29;5.37599;0.0334672;5.35476;0.0367531
46;30;5.48525;0.0293661;5.45667;0.0342871
46;31;5.56095;0.0351014;5.57897;0.037103
46;32;5.60666;0.0331293;5.70282;0.0385351
46;33;5.7867;0.0388392;5.78855;0.0324488
46;34;5.86138;0.0390678;5.83712;0.0369889
46;35;5.96721;0.0383639;5.88432;0.035091
46;36;6.04958;0.0353641;6.0056;0.0429467
46;37;6.0989;0.034133;6.16967;0.037801
46;38;6.19618;0.0357697;6.16448;0.0335235
46;39;6.2658;0.0354031;6.24915;0.0325012
46;40;6.28001;0.0383912;6.28933;0.038232
46;41;6.32496;0.036992;6.40872;0.0431694
46;42;6.43728;0.0399466;6.50268;0.0390635
46;43;6.57228;0.03102;6.5903;0.0452082
46;44;6.66512;0.0379967;6.61106;0.0349125
46;45;6.69087;0.0411283;6.69071;0.0443195
46;46;6.79026;0.0447125;6.75542;0.0353288
46;47;6.8514;0.0284026;6.80465;0.0403514
46;48;6.89543;0.0349038;6.87819;0.0389151
46;49;7.05302;0.0334458;7.03189;0.0369501
46;50;7.10455;0.039502;6.9772;0.0334806
46;51;7.09422;0.0300015;7.06575;0.038634
46;52;7.2104;0.0432993;7.17307;0.0405408
46;53;7.30474;0.0489369;7.22811;0.0390784
46;54;7.32835;0.0357036;7.36736;0.045319
46;55;7.36566;0.0379554;7.48209;0.0511644
46;56;7.49623;0.0421886;7.46377;0.0452279
46;57;7.50484;0.0507856;7.4808;0.0488163
46;58;7.66458;0.0393649;7.67492;0.0488152
46;59;7.64627;0.0473322;7.64745;0.0581526
46;60;7.68692;0.0432843;7.6512;0.0374344
46;61;7.76798;0.0434801;7.78993;0.0456573
46;62;7.8248;0.0396899;7.8298;0.0453851
46;63;8.0125;0.0528348;7.9792;0.0455887
46;64;8.02078;0.0442478;7.97248;0.0547801
46;65;8.07924;0.0534651;8.05322;0.0594705
46;66;8.10418;0.0429432;8.18474;0.0454441
46;67;8.12995;0.0449316;8.11084;0.049404
46;68;8.18693;0.0484926;8.15926;0.0401339
46;69;8.29291;0.0482803;8.32457;0.0418284
46;70;8.3088;0.0496092;8.35976;0.0538145
46;71;8.42178;0.0481889;8.43543;0.0471355
46;72;8.39663;0.0524191;8.45988;0.0598886
46;73;8.51983;0.0513628;8.53943;0.0563178
46;74;8.64249;0.0441014;8.64138;0.0524934
46;75;8.59777;0.0517117;8.71285;0.0507643
46;76;8.69077;0.0487178;8.62797;0.0481177
46;77;8.77108;0.0521498;8.83977;0.056105
46;78;8.9027;0.055378;8.79424;0.057632
46;79;8.80406;0.0510023;8.93228;0.0576872
46;80;8.8874;0.0501682;8.99341;0.064668
46;81;8.99861;0.0573839;8.99358;0.0455554
46;82;8.99359;0.056585;9.0074;0.0537025
46;83;9.06157;0.0553756;9.12724;0.0486346
46;84;9.13319;0.057653;9.17687;0.0602786
46;85;9.18349;0.0546947;9.20987;0.0525123
46;86;9.29226;0.0575863;9.14355;0.0528637
46;87;9.27815;0.0489042;9.33489;0.0646484
46;88;9.33343;0.0731582;9.36454;0.0597508
46;89;9.40447;0.0480324;9.45713;0.0531281
46;90;9.44144;0.0563573;9.50777;0.0545053
46;91;9.55817;0.0577152;9.52616;0.0504659
46;92;9.64282;0.0585685;9.5038;0.0575315
46;93;9.56221;0.0518786;9.69264;0.0479498
46;94;9.65131;0.0544792;9.68365;0.0588808
46;95;9.76318;0.0674383;9.68242;0.0607742
46;96;9.8439;0.0618322;9.87571;0.0584574
46;97;9.88737;0.0599636;9.85224;0.0676136
46;98;9.99288;0.0594172;9.98066;0.0477435
46;99;9.94929;0.057895;9.98631;0.0594368
46;100;9.91097;0.058184;9.97095;0.0554494
47;0;0;0;0;0
47;1;1;0;1;0
47;2;1.42761;0.0056684;1.40343;0.00647012
47;3;1.73296;0.00863902;1.73831;0.00816937
47;4;1.98511;0.00912275;1.99563;0.00888021
47;5;2.24569;0.010932;2.21953;0.01455
47;6;2.45063;0.0138213;2.44285;0.0131759
47;7;2.644;0.0137181;2.64042;0.0159899
47;8;2.81378;0.0140833;2.80177;0.0160206
47;9;2.98288;0.0175819;2.9919;0.0152547
47;10;3.18945;0.0194834;3.14895;0.0207805
47;11;3.29461;0.018168;3.31772;0.0185004
47;12;3.46609;0.0194972;3.45473;0.0219057
47;13;3.59907;0.0190678;3.62674;0.0235958
47;14;3.73998;0.0234722;3.71778;0.0231849
47;15;3.85046;0.0256875;3.85212;0.0173035
47;16;4.02395;0.0220567;4.02052;0.0226114
47;17;4.08118;0.023181;4.07566;0.0214862
47;18;4.22474;0.0194628;4.21239;0.024624
47;19;4.35439;0.0289241;4.38235;0.0246303
47;20;4.47426;0.0209186;4.48219;0.0282021
47;21;4.58195;0.0267446;4.59384;0.0279526
47;22;4.6922;0.0282147;4.70634;0.0294115
47;23;4.72384;0.0304936;4.78795;0.0293422
47;24;4.88334;0.0249297;4.85634;0.0250676
47;25;4.95819;0.0244001;5.03821;0.0253696
47;26;5.07062;0.0279487;5.12732;0.0288618
47;27;5.16767;0.0295434;5.15597;0.029271
47;28;5.31624;0.0271722;5.22062;0.0248939
47;29;5.37423;0.0328098;5.36538;0.0375142
47;30;5.48133;0.0290136;5.44877;0.0344828
47;31;5.55905;0.0344146;5.57514;0.0365233
47;32;5.6077;0.0324486;5.7016;0.0377436
47;33;5.79239;0.0384445;5.78707;0.0317998
47;34;5.85715;0.0384778;5.837;0.0362103
47;35;5.96093;0.0380779;5.8847;0.0343542
47;36;6.04795;0.0346576;6.00214;0.042185
47;37;6.09442;0.0337133;6.16841;0.0370266
47;38;6.19622;0.0350166;6.16494;0.0328208
47;39;6.27171;0.0351592;6.25166;0.0319158
47;40;6.28611;0.0380742;6.28719;0.0374885
47;41;6.31795;0.036886;6.40287;0.0426635
47;42;6.44148;0.0393313;6.50434;0.0382769
47;43;6.57371;0.0304004;6.58837;0.0442984
47;44;6.66872;0.0373709;6.62029;0.0354019
47;45;6.68684;0.040463;6.69495;0.0435927
47;46;6.79702;0.0442901;6.75497;0.0345879
47;47;6.84996;0.0278418;6.80698;0.0395705
47;48;6.89533;0.0341691;6.86766;0.039524
47;49;7.05422;0.0327636;7.02273;0.0373142
47;50;7.09197;0.0406647;6.98075;0.0329676
47;51;7.09801;0.0296129;7.07109;0.0381952
47;52;7.20256;0.0431079;7.17975;0.0402454
47;53;7.31089;0.0482999;7.23277;0.038539
47;54;7.32686;0.0349837;7.37159;0.0445656
47;55;7.3629;0.0372585;7.48514;0.0501801
47;56;7.49201;0.041515;7.46697;0.0443913
47;57;7.50693;0.0497603;7.47619;0.048011
47;58;7.66598;0.0385615;7.67151;0.047909
47;59;7.65107;0.0465834;7.64573;0.056954
47;60;7.67947;0.0430226;7.64987;0.0366703
47;61;7.78093;0.0444892;7.80117;0.0460883
47;62;7.82858;0.0390377;7.82907;0.0444356
47;63;8.00882;0.0518532;7.97286;0.045076
47;64;8.02084;0.0433162;7.97833;0.0539448
47;65;8.08502;0.0526584;8.04066;0.0595571
47;66;8.11545;0.0435239;8.18431;0.0444893
47;67;8.14193;0.0455888;8.11448;0.0485009
47;68;8.19147;0.047688;8.16468;0.0396613
47;69;8.29289;0.0472638;8.32502;0.0409501
47;70;8.31134;0.0486312;8.35738;0.0527354
47;71;8.42617;0.0473781;8.42503;0.0473007
47;72;8.39516;0.0513366;8.47342;0.0601709
47;73;8.51504;0.0505093;8.52793;0.056318
47;74;8.64313;0.0431775;8.65177;0.0524286
47;75;8.60008;0.0506756;8.72617;0.0514497
47;76;8.67734;0.049547;8.63367;0.0474476
47;77;8.76947;0.0510773;8.83266;0.0553817
47;78;8.89654;0.054561;8.79943;0.0566569
47;79;8.80644;0.0499854;8.92169;0.057456
47;80;8.89793;0.0502268;8.98259;0.0642236
47;81;9.00398;0.0564318;8.9908;0.0446829
47;82;9.00353;0.0562795;9.01592;0.0532581
47;83;9.06364;0.0542491;9.1202;0.0481288
47;84;9.1315;0.0564644;9.16444;0.0603054
47;85;9.18176;0.053571;9.20412;0.0517275
47;86;9.28715;0.0566057;9.13741;0.0521134
47;87;9.27625;0.0479122;9.32666;0.0638195
47;88;9.33295;0.0716195;9.3604;0.0586389
47;89;9.40407;0.0470228;9.45896;0.0520415
47;90;9.42734;0.0569436;9.50254;0.0536134
47;91;9.55612;0.0565374;9.52005;0.0497788
47;92;9.64632;0.0574426;9.5001;0.0564419
47;93;9.56169;0.0507889;9.6881;0.0471599
47;94;9.65289;0.0533556;9.67636;0.0581009
47;95;9.76301;0.0660186;9.68567;0.0595833
47;96;9.84494;0.0605391;9.87797;0.0572711
47;97;9.89835;0.0597192;9.84952;0.0662461
47;98;9.99833;0.0584215;9.97717;0.0468686
47;99;9.95549;0.0570143;9.98917;0.0582556
47;100;9.91005;0.0569662;9.95454;0.0567067
48;0;0;0;0;0
48;1;1;0;1;0
48;2;1.42847;0.00561756;1.40282;0.00636635
48;3;1.73235;0.00848304;1.73845;0.00800216
48;4;1.9849;0.00893709;1.9973;0.00885535
48;5;2.24457;0.0107649;2.21794;0.0143385
48;6;2.45127;0.0135513;2.44159;0.0129656
48;7;2.64586;0.0135629;2.64127;0.0156831
48;8;2.80973;0.0143752;2.8022;0.015696
48;9;2.98073;0.0173531;2.99207;0.0149411
48;10;3.19049;0.0191099;3.15131;0.0204876
48;11;3.2961;0.0178554;3.3188;0.0181514
48;12;3.47017;0.0195264;3.45767;0.0216536
48;13;3.59731;0.0187574;3.6251;0.0231675
48;14;3.73707;0.0231721;3.72133;0.0229836
48;15;3.85341;0.0253301;3.85114;0.0169745
48;16;4.02065;0.0218512;4.01908;0.022192
48;17;4.07977;0.0227462;4.07734;0.0211106
48;18;4.22282;0.0191585;4.21618;0.0244137
48;19;4.34887;0.0288597;4.38456;0.0242237
48;20;4.47714;0.0206881;4.48714;0.0280596
48;21;4.58245;0.0261979;4.58891;0.027815
48;22;4.69133;0.0276465;4.70734;0.0288225
48;23;4.72419;0.0298669;4.78951;0.0287795
48;24;4.88544;0.0245053;4.86006;0.0248312
48;25;4.96274;0.0243247;5.03568;0.0249746
48;26;5.06749;0.0275506;5.12248;0.0286787
48;27;5.16734;0.028936;5.15743;0.0287045
48;28;5.3173;0.0266332;5.21991;0.024391
48;29;5.37528;0.0321505;5.36104;0.036996
48;30;5.47731;0.0286994;5.45405;0.0341827
48;31;5.54999;0.0349037;5.57316;0.0358249
48;32;5.61264;0.0321612;5.70617;0.0372469
48;33;5.79131;0.0376673;5.78489;0.0312209
48;34;5.84936;0.0384812;5.84134;0.0357281
48;35;5.95807;0.0374024;5.8806;0.0338948
48;36;6.05076;0.0340588;6.0032;0.0413286
48;37;6.09331;0.0330369;6.16869;0.0362642
48;38;6.19946;0.0344463;6.16799;0.0322885
48;39;6.27182;0.0344343;6.25428;0.031367
48;40;6.27945;0.0378789;6.28632;0.0367257
48;41;6.31757;0.0361274;6.39965;0.0419076
48;42;6.4479;0.0390505;6.50322;0.0375043
48;43;6.56569;0.0308354;6.58804;0.0433861
48;44;6.67618;0.0373525;6.61497;0.0350783
48;45;6.69118;0.039865;6.68929;0.043067
48;46;6.80227;0.0436929;6.75508;0.0338748
48;47;6.86165;0.0296692;6.81045;0.0389097
48;48;6.90166;0.0340581;6.87348;0.0391446
48;49;7.06014;0.0326298;7.0338;0.0381833
48;50;7.08589;0.0402874;6.98065;0.0322879
48;51;7.10161;0.0292254;7.0659;0.037766
48;52;7.21514;0.0440547;7.18301;0.0395504
48;53;7.30772;0.0474102;7.22065;0.0396442
48;54;7.31499;0.0362593;7.37787;0.0440972
48;55;7.36625;0.0366441;7.48556;0.0491471
48;56;7.4895;0.0407365;7.4666;0.0434775
48;57;7.49798;0.0495497;7.46925;0.0475297
48;58;7.66892;0.0378809;7.67902;0.0475192
48;59;7.65518;0.0458074;7.63633;0.056567
48;60;7.68235;0.0422336;7.65799;0.036822
48;61;7.7799;0.0435839;7.80319;0.0451832
48;62;7.81873;0.0394821;7.84019;0.044917
48;63;8.00012;0.0515225;7.97476;0.044187
48;64;8.02257;0.0424582;7.98606;0.0533954
48;65;8.08927;0.0517475;8.03391;0.0587184
48;66;8.11078;0.0428813;8.17371;0.0448448
48;67;8.15844;0.0476039;8.10775;0.0479755
48;68;8.19461;0.0468097;8.15984;0.0391441
48;69;8.28867;0.0464817;8.32818;0.0402306
48;70;8.32714;0.0501782;8.34627;0.0528285
48;71;8.41793;0.0471269;8.42821;0.046435
48;72;8.3955;0.0502792;8.46339;0.0597778
48;73;8.51718;0.0495139;8.52897;0.0551663
48;74;8.63373;0.0433176;8.64832;0.051463
48;75;8.60404;0.0497887;8.71619;0.0513671
48;76;8.68019;0.048609;8.63294;0.046475
48;77;8.76086;0.05076;8.829;0.0543633
48;78;8.90362;0.0539026;8.80123;0.0555177
48;79;8.81202;0.0492711;8.92987;0.0568625
48;80;8.89467;0.0492986;8.98113;0.0629164
48;81;9.00541;0.0552867;8.99503;0.0439657
48;82;8.99901;0.0553044;9.02395;0.0527745
48;83;9.06225;0.0531486;9.10825;0.0486273
48;84;9.12455;0.0557352;9.16748;0.0591402
48;85;9.17773;0.0526207;9.20339;0.0506662
48;86;9.28921;0.0554769;9.13674;0.0510432
48;87;9.27407;0.0469748;9.34021;0.0639553
48;88;9.33312;0.0701428;9.3622;0.0574579
48;89;9.40132;0.0461353;9.45873;0.0509689
48;90;9.43287;0.0560432;9.50437;0.0525397
48;91;9.54415;0.0566491;9.52574;0.0490822
48;92;9.64659;0.0562587;9.50096;0.0552847
48;93;9.55228;0.050624;9.69612;0.0468789
48;94;9.64603;0.052704;9.6765;0.056903
48;95;9.76773;0.0648289;9.68315;0.0584092
48;96;9.85342;0.0598945;9.8801;0.0561305
48;97;9.88272;0.0605408;9.85137;0.0649065
48;98;9.99364;0.057409;9.98978;0.0476019
48;99;9.95278;0.0559046;9.99054;0.0570707
48;100;9.90472;0.0560456;9.94906;0.0558075
49;0;0;0;0;0
49;1;1;0;1;0
49;2;1.42861;0.00550574;1.403;0.0062403
49;3;1.73246;0.00831236;1.73831;0.00784174
49;4;1.98399;0.00880436;2.00011;0.00912091
49;5;2.24538;0.0105779;2.21806;0.0140493
49;6;2.45409;0.0135738;2.44158;0.0127037
49;7;2.64555;0.0132924;2.64212;0.0153899
49;8;2.8108;0.0141258;2.8028;0.0153906
49;9;2.98223;0.0170693;2.99066;0.014707
49;10;3.19055;0.0187239;3.15343;0.0201856
49;11;3.29462;0.0175576;3.31942;0.0177956
49;12;3.46848;0.0192071;3.4608;0.0214458
49;13;3.59966;0.0185281;3.62362;0.0227479
49;14;3.73753;0.0227086;3.71877;0.0226644
49;15;3.85112;0.0249237;3.84919;0.0167458
49;16;4.02024;0.0214137;4.01965;0.0217512
49;17;4.08049;0.0222983;4.08258;0.021337
49;18;4.22179;0.0187997;4.21896;0.0240813
49;19;4.35574;0.0291;4.37735;0.024804
49;20;4.47537;0.0203473;4.48687;0.0274939
49;21;4.58154;0.0256851;4.59082;0.0273199
49;22;4.68592;0.0276245;4.70375;0.0284672
49;23;4.73409;0.0308927;4.78531;0.02851
49;24;4.8789;0.0248846;4.86184;0.0243945
49;25;4.97014;0.0249567;5.0366;0.0244875
49;26;5.06469;0.0271388;5.11239;0.0298545
49;27;5.16416;0.02853;5.16408;0.0289003
49;28;5.32181;0.0264811;5.22579;0.0246108
49;29;5.37615;0.0315128;5.35401;0.0369234
49;30;5.47741;0.0281198;5.45115;0.0336174
49;31;5.54654;0.0343715;5.56839;0.0354234
49;32;5.61514;0.0316104;5.70344;0.0365964
49;33;5.78032;0.038506;5.78137;0.0307917
49;34;5.84961;0.0377046;5.85065;0.0362232
49;35;5.95777;0.036648;5.8804;0.0332105
49;36;6.04543;0.033793;5.99752;0.0408901
49;37;6.09257;0.0323778;6.16574;0.0356538
49;38;6.19969;0.0337512;6.16961;0.0316779
49;39;6.26454;0.0345159;6.251;0.030908
49;40;6.2777;0.0371548;6.29365;0.0367221
49;41;6.31398;0.0355784;6.39616;0.0412091
49;42;6.44565;0.0383273;6.49757;0.0371785
49;43;6.562;0.0304368;6.59685;0.0434134
49;44;6.67664;0.0366008;6.61905;0.0346115
49;45;6.68969;0.039088;6.68733;0.0422426
49;46;6.79946;0.0429022;6.74805;0.0339278
49;47;6.86504;0.0292672;6.81771;0.0388075
49;48;6.89764;0.033611;6.86588;0.0390998
49;49;7.05426;0.0325069;7.02954;0.0376529
49;50;7.08986;0.0396722;6.98736;0.0323382
49;51;7.10109;0.0286397;7.08146;0.0401414
49;52;7.21531;0.043165;7.18482;0.0387933
49;53;7.30096;0.046941;7.22493;0.0390788
49;54;7.30861;0.036096;7.37126;0.0437092
49;55;7.36184;0.0361739;7.49268;0.0486785
49;56;7.47888;0.0413024;7.46153;0.0428998
49;57;7.49862;0.0485528;7.47014;0.0465778
49;58;7.66542;0.0372801;7.6773;0.0465912
49;59;7.66292;0.0455451;7.65409;0.0582004
49;60;7.69207;0.042506;7.65738;0.0360833
49;61;7.77896;0.0427136;7.79292;0.0454457
49;62;7.8238;0.0390151;7.85864;0.0477217
49;63;7.98817;0.0518763;7.98078;0.0437115
49;64;8.01306;0.042673;7.97268;0.0540012
49;65;8.09146;0.0507493;8.02194;0.0587645
49;66;8.11947;0.0429038;8.17853;0.0442028
49;67;8.16519;0.0471278;8.10737;0.0470077
49;68;8.20315;0.0466539;8.15071;0.0394255
49;69;8.28631;0.0456037;8.33247;0.0396502
49;70;8.32826;0.0491773;8.34786;0.0517854
49;71;8.42094;0.0462729;8.4234;0.0457513
49;72;8.3975;0.0493042;8.46191;0.0585888
49;73;8.51039;0.0489854;8.52528;0.0541772
49;74;8.63542;0.0424757;8.64934;0.0504335
49;75;8.60873;0.0490077;8.70298;0.0520352
49;76;8.6812;0.0476375;8.64029;0.0461264
49;77;8.75103;0.0506971;8.83086;0.0532974
49;78;8.90045;0.0529084;8.79666;0.0545878
49;79;8.82477;0.0499328;8.93997;0.056622
49;80;8.88721;0.0488751;8.98761;0.0619855
49;81;8.99639;0.0549151;9.00439;0.0440819
49;82;8.99903;0.0541871;9.02675;0.0517843
49;83;9.06922;0.0525389;9.11064;0.0477046
49;84;9.11632;0.0552253;9.16864;0.057957
49;85;9.18243;0.0517713;9.19437;0.0504537
49;86;9.29081;0.0543795;9.14729;0.0511124
49;87;9.28256;0.0468017;9.33822;0.0626949
49;88;9.33655;0.0688113;9.36685;0.0564887
49;89;9.41589;0.0474953;9.46365;0.0501807
49;90;9.4201;0.0563765;9.51111;0.0519179
49;91;9.54685;0.0555698;9.52938;0.0482283
49;92;9.64851;0.0551556;9.49497;0.0544978
49;93;9.55233;0.0496013;9.68652;0.0469236
49;94;9.64992;0.0517858;9.68487;0.056377
49;95;9.77139;0.0636246;9.70345;0.0607248
49;96;9.85253;0.0586911;9.88781;0.0555345
49;97;9.87438;0.059901;9.84522;0.0638913
49;98;9.99391;0.0562498;10.0122;0.0517293
49;99;9.95118;0.0547982;9.99875;0.0565181
49;100;9.91326;0.0555727;9.94286;0.0550309
50;0;0;0;0;0
50;1;1;0;1;0
50;2;1.4286;0.00539671;1.4025;0.00613729
50;3;1.73301;0.00816652;1.73959;0.0077921
50;4;1.98517;0.0087112;1.99914;0.00899303
50;5;2.24386;0.010479;2.21873;0.0137872
50;6;2.45527;0.0133567;2.44128;0.0124557
50;7;2.64823;0.0133013;2.64396;0.0151972
50;8;2.80845;0.0140448;2.80131;0.0151595
50;9;2.98193;0.0167341;2.99253;0.0145366
50;10;3.19159;0.0183824;3.15348;0.0197859
50;11;3.29604;0.0172692;3.31347;0.0184312
50;12;3.47641;0.0204292;3.46203;0.0210575
50;13;3.6038;0.0186258;3.6196;0.0226565
50;14;3.73855;0.0222822;3.7205;0.0222829
50;15;3.85365;0.0245603;3.85527;0.0175025
50;16;4.02216;0.0210774;4.02307;0.0215934
50;17;4.07643;0.0222322;4.08691;0.0213587
50;18;4.22117;0.0184376;4.22281;0.0239155
50;19;4.36231;0.0292689;4.37939;0.0243976
50;20;4.46851;0.021091;4.48371;0.0271349
50;21;4.5797;0.0252434;4.59083;0.0267789
50;22;4.68823;0.0271766;4.70808;0.0282364
50;23;4.73159;0.0303841;4.78548;0.0279459
50;24;4.87445;0.0247946;4.86559;0.0242038
50;25;4.97178;0.0245173;5.02924;0.0251056
50;26;5.0659;0.0266289;5.11226;0.0292635
50;27;5.16345;0.0279738;5.16506;0.0283447
50;28;5.32453;0.0260993;5.22732;0.0241718
50;29;5.37307;0.0310416;5.35873;0.0364988
50;30;5.46711;0.0294269;5.46407;0.0353945
50;31;5.54692;0.033693;5.5729;0.035013
50;32;5.61212;0.0311319;5.7083;0.0362004
50;33;5.77107;0.0388608;5.782;0.0301886
50;34;5.85246;0.0370677;5.84618;0.0357856
50;35;5.95541;0.0359991;5.88906;0.0336862
50;36;6.04156;0.033349;5.99279;0.0403578
50;37;6.09656;0.0319863;6.16555;0.0349483
50;38;6.19698;0.0331938;6.16941;0.0310513
50;39;6.26321;0.0338585;6.25737;0.0309588
50;40;6.27359;0.0366505;6.29395;0.0359961
50;41;6.32899;0.0379673;6.39864;0.0404691
50;42;6.44454;0.0375847;6.50163;0.0366683
50;43;6.55449;0.0307647;6.60143;0.042799
50;44;6.677;0.0358777;6.61113;0.0348373
50;45;6.69177;0.0383702;6.68283;0.0416501
50;46;6.80308;0.0422084;6.75163;0.0334488
50;47;6.85534;0.0302838;6.82519;0.0387682
50;48;6.89593;0.0329899;6.86407;0.038368
50;49;7.05644;0.0319373;7.03523;0.0373424
50;50;7.08818;0.0389227;6.9843;0.0318447
50;51;7.11276;0.0304053;7.08709;0.0397476
50;52;7.20948;0.0427096;7.1862;0.0380501
50;53;7.29802;0.0461049;7.23025;0.0386724
50;54;7.30902;0.0353835;7.36955;0.0428777
50;55;7.35317;0.0365027;7.49329;0.0477183
50;56;7.47229;0.0410172;7.46206;0.0420536
50;57;7.49835;0.0475921;7.47925;0.0465552
50;58;7.66501;0.036544;7.66777;0.0466514
50;59;7.65898;0.0448168;7.66799;0.0587174
50;60;7.69611;0.0418596;7.66166;0.0356265
50;61;7.78461;0.0422475;7.79429;0.0445668
50;62;7.8285;0.0385302;7.8592;0.04678
50;63;7.98919;0.0508591;7.97904;0.0428812
50;64;8.01182;0.0418463;7.97138;0.0529479
50;65;8.08588;0.0500573;8.0233;0.0576167
50;66;8.10851;0.0434592;8.17477;0.0434904
50;67;8.16867;0.0463253;8.11396;0.046546
50;68;8.20591;0.0458131;8.15273;0.0386974
50;69;8.29829;0.0462776;8.32703;0.0392443
50;70;8.33013;0.0482397;8.3405;0.0512909
50;71;8.42782;0.0458745;8.41677;0.0453318
50;72;8.39814;0.0483319;8.46004;0.0574589
50;73;8.51322;0.0480984;8.52986;0.0533008
50;74;8.62354;0.0432941;8.65157;0.0494851
50;75;8.61395;0.0483194;8.70301;0.0510047
50;76;8.68402;0.0467791;8.63923;0.0452254
50;77;8.73669;0.0517192;8.82995;0.0522498
50;78;8.90116;0.0518654;8.79842;0.0535357
50;79;8.82875;0.0491054;8.93941;0.0555036
50;80;8.89183;0.0481288;8.99115;0.0608607
50;81;8.99955;0.0539202;9.01008;0.0435824
50;82;9.00545;0.0535002;9.02724;0.0507611
50;83;9.0602;0.052282;9.11823;0.0473722
50;84;9.11668;0.0541328;9.17035;0.0568348
50;85;9.18466;0.0507951;9.18821;0.049837
50;86;9.29506;0.0534723;9.15632;0.0509078
50;87;9.2731;0.0468405;9.31996;0.0641087
50;88;9.32919;0.0678493;9.35283;0.0571167
50;89;9.42073;0.0468047;9.4656;0.0492257
50;90;9.42303;0.0553378;9.50468;0.0512953
50;91;9.55249;0.0547609;9.53372;0.047472
50;92;9.65054;0.0541013;9.50096;0.0537529
50;93;9.55522;0.0487045;9.6692;0.0491465
50;94;9.64998;0.0507602;9.67329;0.0564596
50;95;9.76645;0.0625599;9.70656;0.0596034
50;96;9.84391;0.0581714;9.88425;0.0545512
50;97;9.87204;0.0587614;9.8474;0.0626639
50;98;9.97927;0.0570442;10.0155;0.0508155
50;99;9.94738;0.0538477;10.0028;0.0555464
50;100;9.9225;0.0552506;9.96194;0.0572193
51;0;0;0;0;0
51;1;1;0;1;0
51;2;1.42832;0.00529913;1.4019;0.00604737
51;3;1.73365;0.00803355;1.73948;0.00764151
51;4;1.98507;0.00854264;1.99786;0.00890998
51;5;2.24422;0.0102819;2.21985;0.0135661
51;6;2.45586;0.0131106;2.44491;0.0127418
51;7;2.64854;0.0130468;2.64249;0.0149742
51;8;2.80732;0.0138186;2.80173;0.0148712
51;9;2.98778;0.0174221;2.99182;0.014272
51;10;3.19211;0.018033;3.15451;0.0194289
51;11;3.29719;0.0169725;3.3113;0.0182029
51;12;3.47889;0.0201859;3.46081;0.0206846
51;13;3.60133;0.0184296;3.61711;0.0223561
51;14;3.73963;0.0218762;3.72001;0.0218558
51;15;3.85496;0.0241189;3.85682;0.0172326
51;16;4.02164;0.0206747;4.02543;0.0213055
51;17;4.07476;0.0218638;4.0843;0.0211061
51;18;4.21581;0.0188594;4.22233;0.0234559
51;19;4.35719;0.0291527;4.37444;0.0244295
51;20;4.46662;0.0207674;4.48099;0.0267462
51;21;4.58211;0.0248708;4.5868;0.0265662
51;22;4.69284;0.027043;4.7124;0.0280232
51;23;4.73351;0.0298555;4.78484;0.0274106
51;24;4.87652;0.0244009;4.86754;0.0238133
51;25;4.96575;0.0247854;5.02888;0.0246207
51;26;5.06995;0.0264236;5.10935;0.0288431
51;27;5.16711;0.027673;5.16411;0.0278103
51;28;5.32243;0.0256784;5.22504;0.023812
51;29;5.37018;0.0305753;5.37165;0.0380511
51;30;5.47479;0.0298619;5.46556;0.0347391
51;31;5.54427;0.0331446;5.57577;0.0344534
51;32;5.6147;0.0306362;5.70932;0.0355118
51;33;5.7747;0.0382787;5.78526;0.0297807
51;34;5.85112;0.0363725;5.84265;0.0352683
51;35;5.95239;0.0354292;5.89248;0.0332083
51;36;6.03242;0.0339563;5.98999;0.0396733
51;37;6.0949;0.0314093;6.16391;0.0343089
51;38;6.18815;0.0337268;6.17036;0.030463
51;39;6.25763;0.0336659;6.24547;0.032607
51;40;6.28537;0.0378206;6.30421;0.0367595
51;41;6.32707;0.0372796;6.39985;0.0397019
51;42;6.44565;0.0368716;6.50914;0.0367316
51;43;6.54813;0.0308289;6.60301;0.0419976
51;44;6.67697;0.035181;6.61873;0.0349945
51;45;6.69096;0.0376337;6.68945;0.0413752
51;46;6.80148;0.0414195;6.76475;0.0353236
51;47;6.85408;0.0297225;6.82337;0.0380587
51;48;6.90011;0.0326184;6.86661;0.0377083
51;49;7.05813;0.0313626;7.04288;0.0374092
51;50;7.0879;0.0381679;6.98708;0.0313492
51;51;7.10675;0.0304155;7.09154;0.0392288
51;52;7.20715;0.0419453;7.19432;0.0381857
51;53;7.29447;0.0453489;7.23546;0.0382773
51;54;7.31278;0.0348998;7.3526;0.0453343
51;55;7.35412;0.0358065;7.49877;0.0471111
51;56;7.46476;0.0409187;7.45795;0.0414411
51;57;7.49867;0.046669;7.49269;0.0475894
51;58;7.65968;0.0362287;7.67548;0.04639
51;59;7.65983;0.0439547;7.65733;0.058557
51;60;7.69319;0.0411501;7.66611;0.0352171
51;61;7.77583;0.0423474;7.79042;0.0438727
51;62;7.8174;0.0393792;7.8625;0.0459898
51;63;7.98724;0.0499094;7.96882;0.043273
51;64;7.99852;0.0431375;7.98189;0.0529742
51;65;8.09054;0.049306;8.01596;0.0569723
